entity,label,p_cec,conflict,p_maker,p_generic_use,p_alt_meaning,n_titles,n_categories,slots,example_title,p_recognized,gated
wrap,unbranded,0.0927,False,0.0,0.9999,0.9073,1,1,inline,Flow Wrap Rolls - Raspberry Duet (60 ml),,False
retort,unbranded,0.0888,False,0.0,0.9981,0.9112,1,1,inline,Dosa Masala Retort,,False
magaj,unbranded,0.0851,False,0.005,0.9996,0.9149,1,0,prefix,Magaj Big,,False
tom,unbranded,0.0851,False,0.0011,0.9989,0.9149,2,2,inline|prefix,Tom Kha Paste 1kg pkt,,False
burst,unbranded,0.0827,False,0.0,0.9173,0.9185,1,1,inline,Classic Ice Burst 10 Nos,,False
duet,unbranded,0.0827,False,0.0001,0.9952,0.9173,1,1,inline,Flow Wrap Rolls - Raspberry Duet (60 ml),,False
river,unbranded,0.0804,False,0.0601,0.9196,0.972,1,1,prefix,River Sole Fillet,,False
blanche,unbranded,0.0781,False,0.0,0.9951,0.9219,1,1,inline,Hoegaarden Belgian Blanche,,False
teacake,unbranded,0.0781,False,0.0,1.0,0.9219,1,1,inline,Q-com Teacake Blister Tray,,False
blow,unbranded,0.077,False,0.0,0.9922,0.923,1,1,inline,TORCH BLOW COOKING,,False
blanco,unbranded,0.0759,False,0.0001,0.998,0.9241,2,2,inline,Teqila Blanco Don Angel 750 Ml,,False
brookies,unbranded,0.0716,False,0.0,1.0,0.9284,1,0,inline,Coffee and Chocolate Brookies,,False
kale,unbranded,0.0706,False,0.0,1.0,0.9294,1,0,prefix,Kale,,False
printer,unbranded,0.0706,False,0.0,0.9998,0.9294,1,0,prefix,PRINTER ROLL,,False
blister,unbranded,0.0695,False,0.0,0.9987,0.9305,1,1,inline,Q-com Teacake Blister Tray,,False
sharpner,unbranded,0.0675,False,0.0675,1.0,0.9874,1,0,prefix,Sharpner,,False
piri,unbranded,0.0656,False,0.0001,0.9999,0.9344,2,2,inline|prefix,Chefs Art - Piri Piri Sprinkler 250 gm 51189,,False
drink,unbranded,0.0647,False,0.0,0.9998,0.9353,1,1,inline,Canteen Drink Box (250GSM) SBS,,False
time,unbranded,0.0601,False,0.0,0.998,0.9399,1,1,inline,EGGFREE TEA TIME VANILLA MUFFIN,,False
compound,unbranded,0.0601,False,0.0,1.0,0.9399,3,2,inline,MF White Compound CO W33,,False
ponni,unbranded,0.0567,False,0.0,0.9998,0.9433,1,1,inline,Rice Dosa (Ponni),,False
chops,unbranded,0.0558,False,0.0558,0.9999,0.9744,1,0,prefix,Chops,,False
boba,unbranded,0.0511,False,0.0012,0.9489,0.9817,1,1,prefix,Boba Lychee can,,False
day,unbranded,0.0489,False,0.0,0.9511,0.9895,1,1,inline,Mother's Day Double Chocolate Brownie box - Blinkit / Instamart,,False
hyderabad,unbranded,0.0474,False,0.0048,0.9526,0.9986,1,1,inline,Prepit Hyderabad Biriyan 1 kg,,False
modak,unbranded,0.046,False,0.0,1.0,0.954,1,1,prefix,#_# Modak - Murukku,,False
malka,unbranded,0.0421,False,0.0421,0.999,0.9649,1,1,inline,Red Malka (Lal Masoor) Rajdhani,,False
chick,unbranded,0.0415,False,0.0,0.9944,0.9585,1,1,prefix,Chick peas,,False
bhatti,unbranded,0.039,False,0.002,0.9966,0.961,1,1,inline,#_# Tar Brush (Dosa Bhatti),,False
grinded,unbranded,0.039,False,0.0,0.9997,0.961,1,1,inline,Brown Onion Grinded,,False
serve,unbranded,0.0373,False,0.0,0.9995,0.9627,1,1,inline,Biryani small Box (Serve -1),,False
cook,unbranded,0.0368,False,0.0006,0.9828,0.9632,1,1,prefix,COOK POT SS WITH LID 36*20  20LTR,,False
wrapper,unbranded,0.0351,False,0.0003,0.9999,0.9649,1,1,prefix,Wrapper Yellow (12x12) for FLYP,,False
chilly,unbranded,0.0346,False,0.0,1.0,0.9654,3,2,inline|prefix,CHILLY POWDER  1KG,,False
chargers,unbranded,0.0341,False,0.0,1.0,0.9659,1,1,inline,N20 Whipped Cream Chargers,,False
pomaceoliveoil,unbranded,0.0331,False,0.0331,0.9784,0.9975,1,1,suffix,San Marzano - Pomace Olive Oil,,False
check,unbranded,0.0326,False,0.0004,0.9999,0.9674,1,1,inline,Duster Check/Hand,,False
waffle,unbranded,0.0316,False,0.0,1.0,0.9684,1,1,inline,GK-Miami Waffle Pizza Pkg Box 1PKT 100PC GK Dry 137504,,False
danish,unbranded,0.0307,False,0.0,0.9693,0.9954,1,1,prefix,Danish White Feta 500GM,,False
oelek,unbranded,0.0302,False,0.0,0.9986,0.9698,1,1,inline,Sambal Oelek,,False
ghat,unbranded,0.0298,False,0.0293,0.9967,0.9702,1,1,inline,Jau / Ghat,,False
banarasi,unbranded,0.0284,False,0.0284,0.9994,0.9994,1,1,allcaps,BANARASI LAL PEDA-200 Gms,,False
misti,unbranded,0.0268,False,0.0006,0.9961,0.9732,1,1,prefix,#_# Misti Doi 100gm - Parsi Dairy Farm,,False
great,unbranded,0.0264,False,0.0,0.9736,0.9815,1,1,inline,#_# The Great Indian Toffee 300gm - Parsi Dairy Farm,,False
tooth,unbranded,0.0264,False,0.0,0.9998,0.9736,1,1,inline,Kimirica White Gold Tooth Brush pack,,False
kali,unbranded,0.026,False,0.0,0.9999,0.974,3,3,inline|prefix,3 EASTMADE - BLACK PAPER WHOLE (KALI MIRCH),,False
pkg,unbranded,0.0241,False,0.0,0.9992,0.9759,2,1,inline,GK-NY Pan Cake Sp Pkg Box 1PKT 100PC GK Dry 137497,,False
belgian,unbranded,0.0241,False,0.0,0.9958,0.9759,1,1,inline,Hoegaarden Belgian Blanche,,False
gulab,unbranded,0.0233,False,0.0001,0.9777,0.9767,1,1,prefix,Gulab Jamun (Wyn),,False
aata,unbranded,0.023,False,0.0,0.9991,0.977,1,1,inline,Fortune Aata,,False
english,unbranded,0.0219,False,0.0,0.999,0.9781,1,1,prefix,English Toffee,,False
rampuri,unbranded,0.0194,False,0.0194,0.9931,0.9949,1,1,prefix,RAMPURI MIRCH,,False
papaya,unbranded,0.0191,False,0.0191,1.0,0.9995,3,0,prefix,PAPAYA,,False
basil,unbranded,0.0185,False,0.0,1.0,0.9815,1,0,prefix,Basil,,False
insulation,unbranded,0.0183,False,0.0,0.9999,0.9817,1,1,inline,#_# Kulfi Insulation Bag - Parsi Dairy Farm,,False
til,unbranded,0.0174,False,0.0,1.0,0.9826,1,1,inline,SEED TIL WHITE NYLON,,False
rocky,unbranded,0.0164,False,0.0001,0.9836,0.9838,1,1,prefix,#_# Rocky Road Ice-cream Tub (100ml) - Meemees,,False
kulfi,unbranded,0.0145,False,0.0,1.0,0.9855,4,3,inline|prefix,#_# Mango Kulfi 300gm - Parsi Dairy Farm,,False
berry,unbranded,0.0136,False,0.0,1.0,0.9864,3,2,inline,Blue Berry 250Gs,,False
american,unbranded,0.0132,False,0.0,0.9994,0.9868,1,1,prefix,American corn Sweet (per piece),,False
pista,unbranded,0.0124,False,0.0,1.0,0.9876,3,1,inline|prefix,Dry Fruits Pista Whole,,False
super,unbranded,0.0121,False,0.0012,0.9879,0.9939,1,1,inline,Walnut whole Super (2 Pcs),,False
lollypop,unbranded,0.0121,False,0.0,1.0,0.9879,1,0,inline,Chicken Lollypop Plate,,False
square,unbranded,0.0121,False,0.0,0.9993,0.9879,1,1,prefix,#_# Square Butter Paper - Le Four,,False
biscuits,unbranded,0.0119,False,0.0,1.0,0.9881,3,3,inline,DIGESTIVE BISCUITS,,False
mysore,unbranded,0.0119,False,0.0025,0.9973,0.9881,1,1,prefix,#_# Mysore Chutney Frozen - Murukku,,False
bombay,unbranded,0.0115,False,0.0115,0.9988,0.9966,1,1,prefix,Bombay pao,,False
slab,unbranded,0.0113,False,0.0,0.9999,0.9887,1,1,inline,Milk Compound Slab M21,,False
tearable,unbranded,0.0112,False,0.0,0.9999,0.9888,1,1,inline,ROW - Barcode Lable 50mmX25mm Non Tearable,,False
malta,unbranded,0.0108,False,0.0003,0.9998,0.9892,1,1,inline,Orange/Malta,,False
overload,unbranded,0.0105,False,0.0,0.998,0.9895,1,1,inline,#_# Chocolate Fudge Overload (NAS) 500 ml - Frozen Fun,,False
barcode,unbranded,0.0105,False,0.0,0.9996,0.9895,1,1,inline,ROW - Barcode Lable 50mmX25mm Non Tearable,,False
salad,unbranded,0.0103,False,0.0,1.0,0.9897,2,0,inline|prefix,STICKER SALAD,,False
essence,unbranded,0.0099,False,0.0001,0.9901,0.9927,1,1,inline,Plum Essence,,False
motichur,unbranded,0.0097,False,0.0,0.9999,0.9903,2,2,inline|prefix,Gram Flour/Besan (Motichur),,False
luster,unbranded,0.0096,False,0.0096,0.9973,0.9966,1,1,prefix,Luster Dust Royal Gold,,False
passion,unbranded,0.009,False,0.0001,1.0,0.991,2,2,allcaps|inline,PASSION FRUIT SYRUP(1 LTR) Foodoo,,False
fees,unbranded,0.0088,False,0.0018,0.9912,0.995,1,1,prefix,Fees for plumber,,False
date,unbranded,0.0088,False,0.0035,0.9921,0.9912,1,1,prefix,Date Label Sticker,,False
elaichi,unbranded,0.0088,False,0.0,0.9999,0.9912,1,1,inline,MOTI ELAICHI,,False
nos,unbranded,0.0087,False,0.0,0.9986,0.9913,2,2,inline,Classic Ice Burst 10 Nos,,False
hearts,unbranded,0.0078,False,0.0001,0.9954,0.9922,1,1,inline,FRENCH HEARTS VINYL STICKER SET,,False
texmex,unbranded,0.0076,False,0.0003,0.9976,0.9924,1,0,prefix,Texmex cheese sauce,,False
nylon,unbranded,0.0076,False,0.0,0.993,0.9924,2,2,inline,SABUDANA NYLON,,False
kasoori,unbranded,0.0073,False,0.0,0.9988,0.9927,1,1,prefix,Kasoori Methi Dry 100GM,,False
pocha,unbranded,0.007,False,0.007,1.0,0.9998,2,1,inline|prefix,Floor Duster (Pocha),,False
stainless,unbranded,0.0068,False,0.0,0.9997,0.9932,1,1,prefix,Stainless Steel Scrub,,False
wash,unbranded,0.0064,False,0.0007,1.0,0.9936,3,3,inline,Hand Wash 5 Ltr Can,,False
virgin,unbranded,0.0061,False,0.0001,0.9981,0.9939,1,1,inline,Garbage Bag Big 30X50 Virgin,,False
number,unbranded,0.006,False,0.0,0.9994,0.994,1,1,prefix,Number Candles,,False
elephant,unbranded,0.0059,False,0.0017,0.9941,0.9975,1,1,prefix,Elephant Yam,,False
xylitol,unbranded,0.0058,False,0.0,1.0,0.9942,1,1,allcaps,#_# XYLITOL Chocolate Hazelnut Icecream (600ML) - Bina,,False
grm,unbranded,0.0057,False,0.0,0.9998,0.9943,1,1,inline,Burata Cheese 250 Grm,,False
dhuli,unbranded,0.0057,False,0.0,1.0,0.9943,1,1,inline,MOONG DHULI DAL,,False
panini,unbranded,0.0056,False,0.0004,0.999,0.9944,1,1,prefix,Panini Bread Outer Sticker (CBTL),,False
garnish,unbranded,0.0055,False,0.0055,0.9999,0.9961,1,1,prefix,Garnish Tray Plastic 9 Insert,,False
guilt,unbranded,0.0055,False,0.0,0.9985,0.9945,1,1,inline,#_# Blueberry Greek Yogurt Minis Guilt Free Ice Cream [09 pieces] - Noto,,False
moti,unbranded,0.0054,False,0.0054,0.9981,0.9952,1,1,prefix,MOTI ELAICHI,,False
poppy,unbranded,0.0054,False,0.0,0.9985,0.9946,1,0,inline,SEED POPPY,,False
phool,unbranded,0.0054,False,0.0048,0.9946,0.9984,4,4,inline|prefix,Stone Flower(Dagad Phool),,False
sprinkle,unbranded,0.0053,False,0.0,0.9999,0.9947,2,1,inline,Chocolate Sprinkle,,False
blossom,unbranded,0.0053,False,0.0,0.9997,0.9947,1,1,inline,#_# Sakura Blossom Gateaux (125 Gms) - Ether,,False
flower,unbranded,0.0051,False,0.0,0.9999,0.9949,1,1,inline,Stone Flower(Dagad Phool),,False
dog,unbranded,0.0047,False,0.0,0.9996,0.9953,1,1,inline,Hot Dog Bun 55g L 160mm X W 55mm,,False
indian,unbranded,0.0046,False,0.0,0.9992,0.9954,1,1,inline,#_# The Great Indian Toffee 300gm - Parsi Dairy Farm,,False
pgs,unbranded,0.0045,False,0.0,0.9999,0.9955,1,1,inline,Long Note Book 200 Pgs Chandras SB,,False
sabut,unbranded,0.0045,False,0.0,1.0,0.9955,1,1,inline,Amla Sabut Herble,,False
insert,unbranded,0.0043,False,0.0,1.0,0.9957,1,1,inline,Garnish Tray Plastic 9 Insert,,False
kha,unbranded,0.0043,False,0.0,0.9999,0.9957,1,1,inline,Tom Kha Paste 1kg pkt,,False
half,unbranded,0.0039,False,0.0,1.0,0.9961,3,3,inline,Chef Coat S36  Black Half Sleeve,,False
rosso,unbranded,0.0035,False,0.0,0.9992,0.9965,1,1,inline,Lettuce Lollo Rosso,,False
schezwan,unbranded,0.0034,False,0.0,1.0,0.9966,3,1,inline,Sauce-Schezwan,,False
couverture,unbranded,0.0034,False,0.0,1.0,0.9966,1,1,inline,Dark Couverture 54%,,False
smp,unbranded,0.0033,False,0.0,0.9999,0.9967,1,1,allcaps,Skimmed Milk Powder (SMP) (Milk Protein - 36 percent),,False
tender,unbranded,0.0033,False,0.0,0.9997,0.9967,1,1,prefix,#_# Tender Coconut Litchi Ice Pop - Getaway,,False
tawa,unbranded,0.0033,False,0.0001,0.9967,0.9999,1,1,prefix,Tawa Roti (7 inch),,False
whipped,unbranded,0.0032,False,0.0,0.9987,0.9968,1,1,inline,N20 Whipped Cream Chargers,,False
menu,unbranded,0.0032,False,0.0,0.9992,0.9968,1,1,inline,Korean LTO Menu,,False
brush,unbranded,0.0031,False,0.0,1.0,0.9969,2,2,inline,#_# Tar Brush (Dosa Bhatti),,False
wild,unbranded,0.0031,False,0.0,0.9986,0.9969,1,1,prefix,Wild Rocket Micro 100 gm,,False
cavity,unbranded,0.0031,False,0.0001,0.9993,0.9969,1,1,prefix,Cavity for corrugated box 720ml,,False
kharata,unbranded,0.0029,False,0.001,0.9999,0.9971,1,1,inline,Floor Broom- Kharata,,False
rich,unbranded,0.0028,False,0.0012,0.9998,0.9972,1,1,prefix,Rich Whipping Cream Gold,,False
naga,unbranded,0.0027,False,0.0001,0.9973,0.9973,1,1,prefix,#_# Naga Chilli Sauce - Prasuma,,False
off,unbranded,0.0027,False,0.0,0.9996,0.9973,1,1,inline,Lamb Rack Cap Off 1 Pkt,,False
spring,unbranded,0.0026,False,0.0,1.0,0.9974,2,1,inline,Non Veg Spring Rolls -SNACC,,False
voucher,unbranded,0.0026,False,0.0,1.0,0.9974,1,1,inline,A5 Voucher Leaflet,,False
dome,unbranded,0.0026,False,0.0026,0.9998,0.9988,1,1,inline,#_# Pink Dome Box 1/2 Kg - Sassy Teaspoon,,False
alcoholic,unbranded,0.0025,False,0.0,1.0,0.9975,1,1,inline,Beer Non Alcoholic 330 ml - Coolberg (Ginger Flavour),,False
top,unbranded,0.0025,False,0.0,0.9998,0.9975,1,1,prefix,TOP COVER OF BOX 750 ML SALADSPOINT,,False
printing,unbranded,0.0024,False,0.0,0.9995,0.9976,1,1,inline,Carry Bag Paper 1Kg Printing,,False
platter,unbranded,0.0023,False,0.0,0.9997,0.9977,1,1,inline,Pizza Platter Butter Paper 16*9,,False
saver,unbranded,0.0022,False,0.0,0.9999,0.9978,1,0,inline,Cake Saver,,False
theli,unbranded,0.0022,False,0.0003,0.9999,0.9978,1,1,inline,Plastic Packing Theli (PP),,False
nuts,unbranded,0.0022,False,0.0,0.9999,0.9978,1,1,prefix,NUTS CASHEW 4PCS,,False
pop,unbranded,0.0021,False,0.0,1.0,0.9979,2,2,inline,#_# Tender Coconut Litchi Ice Pop - Getaway,,False
sorbate,unbranded,0.0021,False,0.0,1.0,0.9979,1,1,inline,Potassium Sorbate,,False
napkin,unbranded,0.0021,False,0.0006,1.0,0.9979,4,3,inline|prefix,PAPER NAPKIN - 12CM X12 CM - PLAIN - LOCAL - PKT,,False
temper,unbranded,0.002,False,0.0,0.9995,0.998,1,1,inline,#_# Mustard Seeds Temper/Tadka - Murukku,,False
cling,unbranded,0.002,False,0.0,0.9997,0.998,1,1,prefix,Cling Film,,False
scrub,unbranded,0.002,False,0.0,1.0,0.998,1,1,inline,Stainless Steel Scrub,,False
dioxide,unbranded,0.002,False,0.0,1.0,0.998,1,1,inline,Silicon Dioxide,,False
andhra,unbranded,0.002,False,0.0,0.9997,0.998,1,1,inline,Pickle Andhra,,False
rack,unbranded,0.0019,False,0.0,1.0,0.9981,1,1,inline,Lamb Rack Cap Off 1 Pkt,,False
local,unbranded,0.0019,False,0.0,0.9981,0.9987,1,1,inline,PAPER NAPKIN - 12CM X12 CM - PLAIN - LOCAL - PKT,,False
pao,unbranded,0.0019,False,0.0,0.9982,0.9981,1,1,inline,Kung Pao Sauce 335 G,,False
hash,unbranded,0.0019,False,0.0,0.9992,0.9981,1,1,inline,McCain Rosti Round/ Hash Brown 1.5kg,,False
artesian,unbranded,0.0019,False,0.0,0.9994,0.9981,1,1,inline,Blue Pine Artesian Water - 750 ML - GST @18 %,,False
billing,unbranded,0.0018,False,0.0003,1.0,0.9982,2,2,inline,Thermal Paper Roll   Billing,,False
disposal,unbranded,0.0018,False,0.0,0.9998,0.9982,2,1,prefix,Disposal Cap (Pkt),,False
valencia,unbranded,0.0017,False,0.0,0.9997,0.9983,1,1,prefix,Valencia Orange,,False
micro,unbranded,0.0017,False,0.0,0.9983,0.9992,1,1,inline,Wild Rocket Micro 100 gm,,False
barrier,unbranded,0.0017,False,0.0,1.0,0.9983,1,1,inline,POUCH 200MM X 250MM - Poly Pet - With Barrier (12/70),,False
nimbu,unbranded,0.0016,False,0.0,1.0,0.9984,1,1,prefix,Nimbu (Lemon),,False
lal,unbranded,0.0016,False,0.0015,0.9984,0.9996,2,2,allcaps|inline,BANARASI LAL PEDA-200 Gms,,False
bed,unbranded,0.0016,False,0.0,0.9999,0.9984,1,0,prefix,Bed Sheet,,False
chest,unbranded,0.0015,False,0.0,1.0,0.9985,1,1,prefix,Chest Freezer Capacity - 500 Ltr - 1060*700*840,,False
aampanna,unbranded,0.0015,False,0.0,1.0,0.9985,1,0,prefix,Aampanna juice 150ml,,False
candles,unbranded,0.0015,False,0.0,1.0,0.9985,1,1,inline,Number Candles,,False
birthday,unbranded,0.0015,False,0.0,0.9985,0.999,1,1,prefix,BIRTHDAY CAP BOY,,False
xxl,unbranded,0.0015,False,0.0,1.0,0.9985,1,1,allcaps,Cotton pink plan shirt  (Size-XXL),,False
velvet,unbranded,0.0015,False,0.0,1.0,0.9985,3,3,inline,#_# Griselda's Red Velvet Sticker (Eggless) - Cookie Cartel,,False
currant,unbranded,0.0015,False,0.0,1.0,0.9985,1,1,inline,MAPRO BLACK CURRANT 1 LTR,,False
freezer,unbranded,0.0014,False,0.0,1.0,0.9986,1,1,inline,Chest Freezer Capacity - 500 Ltr - 1060*700*840,,False
kebab,unbranded,0.0014,False,0.0,0.9999,0.9986,1,1,inline,Paper Printed Kebab Box 6 Compartment,,False
cacao,unbranded,0.0014,False,0.0,1.0,0.9986,1,1,prefix,#_# Cacao Crispy - Ether,,False
improver,unbranded,0.0013,False,0.0,1.0,0.9987,1,1,inline,NONBROMITE BREAD IMPROVER 1 KG 0157,,False
etc,unbranded,0.0013,False,0.0,0.9997,0.9987,1,0,inline,PAPER CUP ( TEA WATER ETC),,False
cold,unbranded,0.0013,False,0.0,1.0,0.9987,1,1,inline,STICKERS WVF COLD VARAVRAGE - THINK ORIGINS HAZELNUT COLD FILTER COFFEE FSSAI,,False
drumsticks,unbranded,0.0012,False,0.0001,1.0,0.9988,2,2,inline,Sargvo-Drumsticks,,False
greeting,unbranded,0.0012,False,0.0002,0.9988,0.9995,1,1,prefix,#_# Greeting Card - Sassy Teaspoon,,False
chonak,unbranded,0.0012,False,0.0005,1.0,0.9988,1,0,prefix,Chonak,,False
hakka,unbranded,0.0012,False,0.0,1.0,0.9988,1,1,inline,#_# PMK Veg Hakka Noodles 250gm - Prasuma,,False
fry,unbranded,0.0011,False,0.0,1.0,0.9989,1,1,inline,CHICKEN FRY MIXTURE (CF1),,False
pound,unbranded,0.0011,False,0.0,1.0,0.9989,1,1,inline,#_# Eggless Chocolate Chip Pound Cake - Sweetish,,False
toor,unbranded,0.001,False,0.0,1.0,0.999,1,1,inline,Economy - Staff Toor Dal 1 Kg (Non IP) 131965,,False
croissant,unbranded,0.001,False,0.0,1.0,0.999,3,3,inline,3 Ply Corrugated Croissant Tray,,False
kulambu,unbranded,0.001,False,0.0,1.0,0.999,2,2,inline,"Sakthi - Kulambu Chilli powder, 500gm",,False
batani,unbranded,0.001,False,0.0,1.0,0.999,1,1,inline,White Peas Batani,,False
spinach,unbranded,0.001,False,0.0001,1.0,0.999,3,1,prefix|suffix,Palak - Spinach,,False
sea,unbranded,0.0009,False,0.0,0.9991,0.9995,1,1,inline,Frozen Sea Bass Fillets,,False
fold,unbranded,0.0009,False,0.0,1.0,0.9991,1,1,inline,Multi Fold Tissue,,False
mayo,unbranded,0.0009,False,0.0,1.0,0.9991,2,2,inline,Delmonte - Eggless Mayo,,False
italian,unbranded,0.0009,False,0.0,1.0,0.9991,1,1,prefix,Italian Focassia Polly Bag 8 x 10 Inch,,False
hydrochloric,unbranded,0.0009,False,0.0,1.0,0.9991,1,1,prefix,Hydrochloric Acid,,False
ker,unbranded,0.0009,False,0.0,0.9999,0.9991,1,1,prefix,Ker Sangri,,False
grenadine,unbranded,0.0009,False,0.0,1.0,0.9991,1,0,inline,DV Grenadine Syrup 750 ml,,False
byadagi,unbranded,0.0009,False,0.0001,0.9995,0.9991,1,1,inline,Chilly Byadagi,,False
wide,unbranded,0.0009,False,0.0,0.9991,1.0,1,1,allcaps,Bagasse Burger BOX  WIDE BASE,,False
baguette,unbranded,0.0008,False,0.0,1.0,0.9992,1,1,prefix,#_# Baguette Sourdough - La folie,,False
honey,unbranded,0.0008,False,0.0,1.0,0.9992,2,2,inline|prefix,Dabur Honey,,False
boy,unbranded,0.0008,False,0.0,0.9999,0.9992,1,1,inline,BIRTHDAY CAP BOY,,False
jamun,unbranded,0.0008,False,0.0,1.0,0.9992,2,2,allcaps|inline,Gulab Jamun (Wyn),,False
dustbin,unbranded,0.0008,False,0.0,1.0,0.9992,1,0,prefix,Dustbin Cover Small,,False
crackers,unbranded,0.0008,False,0.0,1.0,0.9992,1,1,inline,Nam Shop Sticker   Prawn Crackers Large,,False
loose,unbranded,0.0008,False,0.0,1.0,0.9992,2,1,inline,Malai Paneer Soft Loose,,False
saffron,unbranded,0.0008,False,0.0001,0.9998,0.9992,1,1,prefix,Saffron Kessar,,False
egg,unbranded,0.0007,False,0.0,1.0,0.9993,2,1,inline|prefix,Premix Egg Free Chocolate Make: pillsbury,,False
sleeve,unbranded,0.0007,False,0.0,1.0,0.9993,3,2,inline|prefix,Roll Sleeve Red,,False
colour,unbranded,0.0007,False,0.0001,1.0,0.9993,6,4,inline|prefix,COLOUR CODE DOTT TUES,,False
ltrs,unbranded,0.0007,False,0.0,1.0,0.9993,1,1,inline,R.O Water Bottles (20 Ltrs),,False
popper,unbranded,0.0007,False,0.0,1.0,0.9993,1,1,inline,Party Popper 40 CM,,False
leaf,unbranded,0.0007,False,0.0007,1.0,0.9995,2,2,inline,Gold Bark (Leaf),,False
wipes,unbranded,0.0007,False,0.0,0.9999,0.9993,3,2,inline,Wonder Wipes,,False
gateaux,unbranded,0.0007,False,0.0,1.0,0.9993,1,1,inline,#_# Sakura Blossom Gateaux (125 Gms) - Ether,,False
minis,unbranded,0.0007,False,0.0,0.9999,0.9993,4,4,allcaps|inline|prefix,#_# Classic Vanilla Minis Sugar Free Ice cream [09 pieces] - Noto,,False
sour,unbranded,0.0007,False,0.0,0.9993,0.9997,1,0,prefix,SOUR DOUGH BREAD,,False
fungus,unbranded,0.0007,False,0.0,1.0,0.9993,1,0,inline,Black Fungus,,False
bake,unbranded,0.0007,False,0.0,0.9999,0.9993,1,1,inline,PERFECT NO-BAKE CHEESECAKE MIX (1KG),,False
blend,unbranded,0.0007,False,0.0,1.0,0.9993,1,1,inline,#_# Cothas Blend Coffee 200 Gm - Murukku,,False
chlorine,unbranded,0.0007,False,0.0,1.0,0.9993,2,1,inline|prefix,SUMA TAB CHLORINE,,False
dagad,unbranded,0.0007,False,0.0,0.9993,0.9994,1,1,inline,Stone Flower(Dagad Phool),,False
fudge,unbranded,0.0007,False,0.0,1.0,0.9993,1,1,inline,#_# Chocolate Fudge Overload (NAS) 500 ml - Frozen Fun,,False
tahina,unbranded,0.0007,False,0.0,1.0,0.9993,1,0,prefix,Tahina Paste,,False
silicon,unbranded,0.0006,False,0.0,0.9996,0.9994,1,1,prefix,Silicon Dioxide,,False
drums,unbranded,0.0006,False,0.0,1.0,0.9994,1,1,inline,Crispy Chicken Wings- Drums+Flats,,False
pass,unbranded,0.0006,False,0.0,0.9998,0.9994,1,1,inline,#_# Gate Pass Book,,False
multi,unbranded,0.0006,False,0.0,0.9994,0.9995,1,1,prefix,Multi Fold Tissue,,False
urinal,unbranded,0.0006,False,0.0,1.0,0.9994,1,1,prefix,Urinal Pad,,False
natural,unbranded,0.0006,False,0.0001,0.9996,0.9994,1,1,prefix,Natural Mineral Water Aava 500 ml,,False
message,unbranded,0.0006,False,0.0006,0.9999,0.9998,1,0,prefix,Message Card,,False
kundru,unbranded,0.0006,False,0.0,1.0,0.9994,1,0,prefix,Kundru,,False
paleo,unbranded,0.0006,False,0.0,1.0,0.9994,1,1,inline,#_# Tag - Gluten-free Paleo Cookies - Le Four,,False
cooking,unbranded,0.0006,False,0.0,1.0,0.9994,2,2,inline|prefix,Cooking White Wine 750ml,,False
sole,unbranded,0.0006,False,0.0,1.0,0.9994,1,1,inline,River Sole Fillet,,False
maraschino,unbranded,0.0005,False,0.0,0.9998,0.9995,1,1,prefix,Maraschino Cherry 737 Gms,,False
gas,unbranded,0.0005,False,0.0,0.9995,0.9998,1,1,prefix,Gas Lighter,,False
mould,unbranded,0.0005,False,0.0,1.0,0.9995,1,1,inline,SS Mould Round Cutter - 12pcs,,False
ada,unbranded,0.0005,False,0.0,1.0,0.9995,1,0,inline,RICE ADA,,False
aromatic,unbranded,0.0005,False,0.0,0.9996,0.9995,1,1,inline,ANGOSTURA Aromatic bitters (200ML),,False
tangy,unbranded,0.0005,False,0.0,1.0,0.9995,1,1,inline,#_# Sticker - Sauce Dip Sticker Tangy Thai Tom Yum Sauce - Prasuma,,False
shirt,unbranded,0.0005,False,0.0,1.0,0.9995,3,1,inline|prefix,T Shirt Black NM M38,,False
pav,unbranded,0.0005,False,0.0,0.9997,0.9995,1,1,inline,MDH Pav Bhaji Masala 100 grams,,False
chundakkai,unbranded,0.0005,False,0.0,1.0,0.9995,1,1,prefix,CHUNDAKKAI VATHAL,,False
silken,unbranded,0.0005,False,0.0005,1.0,0.9999,1,1,prefix,Silken Tofu 300g Voila,,False
cotton,unbranded,0.0005,False,0.0005,1.0,1.0,3,3,prefix,Cotton BBK Apron,,False
stamp,unbranded,0.0005,False,0.0005,0.9999,0.9996,1,1,prefix,Stamp Pad Medium Blue,,False
shot,unbranded,0.0005,False,0.0,0.9995,0.9997,1,0,prefix,Shot Glass 60Ml,,False
cheddar,unbranded,0.0005,False,0.0,1.0,0.9995,1,1,prefix,Cheddar White Wyke 2.5 Kg,,False
thermal,unbranded,0.0005,False,0.0,1.0,0.9995,1,1,prefix,Thermal Paper Roll   Billing,,False
litre,unbranded,0.0005,False,0.0,1.0,0.9995,1,1,inline,Nestle Water (19 Litre),,False
gram,unbranded,0.0005,False,0.0,0.9995,0.9996,1,1,prefix,Gram Flour/Besan (Motichur),,False
oat,unbranded,0.0005,False,0.0,1.0,0.9995,1,1,prefix,Oat Milk AltCo. 200 ml,,False
leeks,unbranded,0.0005,False,0.0,1.0,0.9995,1,0,prefix,Leeks,,False
apron,unbranded,0.0005,False,0.0,1.0,0.9995,1,1,inline,Cotton BBK Apron,,False
