title,sonnet_label,conf_4o_mini,conf_4o,opus_label
BREAD CRUMBS,Unbranded,1.0,1.0,Unbranded
Budweiser 330Ml,Branded,1.0,1.0,Branded
IDLY RAWA,Unbranded,1.0,1.0,Unbranded
Pork Red Meat,Unbranded,1.0,1.0,Unbranded
SEED POPPY,Unbranded,1.0,1.0,Unbranded
Full Box / Big Box,Unbranded,1.0,1.0,Unbranded
A4 Sheet,Unbranded,1.0,1.0,Unbranded
Spice-Dhaniya seeds,Unbranded,1.0,1.0,Unbranded
#_# Strawberry Kulfi 300gm - Parsi Dairy Farm,Branded,1.0,1.0,Branded
Air Freshener Godrej,Branded,1.0,1.0,Branded
NUTS CASHEW 4PCS,Unbranded,1.0,1.0,Unbranded
T-shirt - M size,Unbranded,1.0,1.0,Unbranded
Dry Wash Floor mat - Big,Unbranded,1.0,1.0,Unbranded
Pril Liquid,Branded,1.0,1.0,Branded
RED COLOUR,Unbranded,1.0,1.0,Unbranded
Thin Filo Dough For Sweet 450 gms,Unbranded,1.0,1.0,Unbranded
Golgappa Sooji,Unbranded,1.0,1.0,Unbranded
Dried Shiitake mushroom 1kg,Unbranded,1.0,1.0,Unbranded
#_# Pink Dome Box 1/2 Kg - Sassy Teaspoon,Branded,1.0,0.8105,Branded
Wild Rocket Micro 100 gm,Unbranded,1.0,1.0,Unbranded
Sunflower Oil,Unbranded,1.0,1.0,Unbranded
MDH Kashmiri Chilli Powder 100 grams,Branded,1.0,1.0,Branded
Silicon Dioxide,Unbranded,1.0,1.0,Unbranded
Kombu Leaf Dried 1kg pkt,Unbranded,1.0,1.0,Unbranded
Coriander Green,Unbranded,1.0,1.0,Unbranded
ONION RINGS (PB),Unbranded,1.0,1.0,Unbranded
Sauce-Peri peri,Unbranded,1.0,1.0,Unbranded
Luster Dust Royal Gold,Unbranded,1.0,1.0,Unbranded
Water Chestnuts,Unbranded,1.0,1.0,Unbranded
White Raddish,Unbranded,1.0,1.0,Unbranded
Monin Raspberry,Branded,1.0,1.0,Branded
Vanaspati Ghee nature fresh,Branded,1.0,1.0,Branded
Polyester Label Sticker (4x2 Inc Red) Non veg,Unbranded,1.0,1.0,Unbranded
Pizza Cheese,Unbranded,1.0,1.0,Unbranded
#_# Cookies and Cream Ice-cream Tub (100ml) - Meemees,Branded,1.0,0.0063,Branded
Sarwar Onion Powder 450gm,Branded,1.0,0.8991,Branded
Cherry Tomato,Unbranded,1.0,1.0,Unbranded
A5 Voucher Leaflet,Unbranded,1.0,1.0,Unbranded
Mdh Dhaniya powder 500gm,Branded,1.0,1.0,Branded
Veg Spring Roll (pack of 25Pcs),Unbranded,1.0,1.0,Unbranded
Nitrile Hand Gloves (1box = 100 gloves),Unbranded,1.0,1.0,Unbranded
CREAM,Unbranded,1.0,0.9999,Unbranded
Piri Piri Seasoning,Unbranded,1.0,1.0,Unbranded
Floor Duster (Pocha),Unbranded,1.0,1.0,Unbranded
#_# Modak - Murukku,Unbranded,1.0,1.0,Branded
Container Paper Printed 250 ML ( dia 116 ) with LID,Unbranded,1.0,1.0,Unbranded
AACHI KULAMBU MILAKAI STAFF,Branded,1.0,1.0,Branded
Monin Blue Curaco 700 ml,Branded,1.0,1.0,Branded
Carry Bag Paper 1Kg Printing,Unbranded,1.0,1.0,Unbranded
Tropicana Mango Juice 1Ltr,Branded,1.0,1.0,Branded
Maggi Cubes Chicken,Branded,1.0,1.0,Branded
Hazelnut Brownie Outer Sticker (CBTL),Branded,1.0,1.0,Branded
Goat Cheese,Unbranded,1.0,1.0,Unbranded
Sweets Milk Barfi Red Velvet,Unbranded,1.0,1.0,Unbranded
Rich Whipping Cream Gold,Branded,1.0,1.0,Branded
RED CABBAGE,Unbranded,1.0,1.0,Unbranded
#_# Tomato Chutney Frozen - Murukku,Unbranded,1.0,1.0,Branded
Cake Card 6,Unbranded,1.0,1.0,Unbranded
Ker Sangri,Unbranded,1.0,1.0,Unbranded
Salad Oil 500mL,Unbranded,1.0,1.0,Unbranded
Biryani Rice(1121 XXXL),Unbranded,1.0,1.0,Unbranded
#_# Tar Brush (Dosa Bhatti),Unbranded,1.0,0.9999,Unbranded
#_# Sticker - Momo Kitchen 40mm - Prasuma,Branded,1.0,0.9981,Branded
Fresh Button Mushroom (200GM),Unbranded,1.0,1.0,Unbranded
HALDI POWDER,Unbranded,1.0,1.0,Unbranded
LAVA CAKE LID,Unbranded,1.0,1.0,Unbranded
Brown Onion Grinded,Unbranded,1.0,1.0,Unbranded
Pitambari Powder,Branded,1.0,1.0,Branded
Onion Sambar,Unbranded,1.0,1.0,Unbranded
#_# Sticker - Mango Protein Smoothie - The Whole Truth,Branded,1.0,1.0,Branded
500 Ml Round Container With Lids (White),Unbranded,1.0,1.0,Unbranded
Frozen orange,Unbranded,1.0,1.0,Unbranded
Chineese Cabbage,Unbranded,1.0,1.0,Unbranded
Spray Bottle with Trigger (750 ML),Unbranded,1.0,1.0,Unbranded
MONIN HAZELNUT SYRUP 1LTR,Branded,1.0,1.0,Branded
Carrot Beans Poriyal(ME)-A-BAN,Unbranded,1.0,0.999,Unbranded
Corona Lager Beer 330 ml,Branded,1.0,1.0,Branded
Thai Tea Mix 400g packet Chatramue,Branded,1.0,1.0,Branded
100 ML PAPER  Container,Unbranded,1.0,1.0,Unbranded
Lamb Rack Cap Off 1 Pkt,Unbranded,1.0,1.0,Unbranded
#_# Misti Doi 100gm - Parsi Dairy Farm,Branded,1.0,1.0,Branded
Cello Tape Green,Branded,1.0,1.0,Branded
Habit Olives Green Pitted 3Kg,Branded,1.0,0.9325,Branded
#_# Sticker - Sauce Dip Sticker Tangy Thai Tom Yum Sauce - Prasuma,Branded,1.0,1.0,Branded
Filter Coffee Powder,Unbranded,1.0,1.0,Unbranded
Prawns 40/50 C,Unbranded,1.0,1.0,Unbranded
Harpic 500 ml,Branded,1.0,1.0,Branded
Parry Sugar White,Branded,1.0,1.0,Branded
MS FRYPAN 14,Unbranded,1.0,1.0,Unbranded
WALNUT,Unbranded,1.0,1.0,Unbranded
Designer Dummy,Unbranded,1.0,0.9999,Unbranded
ITC Long Note Book 160 pages hard,Branded,1.0,1.0,Branded
GLASS PET 350 - PAPER,Unbranded,1.0,1.0,Unbranded
BLACK OLIVE 3KG,Unbranded,1.0,1.0,Unbranded
Butter Chicken Nuggets,Unbranded,1.0,1.0,Unbranded
POUCH 200MM X 250MM - Poly Pet - With Barrier (12/70),Unbranded,1.0,1.0,Unbranded
Ketel One Vodka 750 ml,Branded,1.0,1.0,Branded
Hoegaarden,Branded,1.0,1.0,Branded
Oregano Herb 1 Kg,Unbranded,1.0,1.0,Unbranded
WALNUT BROKEN 1 KG,Unbranded,1.0,1.0,Unbranded
SCOTCH BRITE (4 IN 1),Branded,1.0,1.0,Branded
Pickle Andhra,Unbranded,1.0,1.0,Unbranded
French Fries 11mm 2.5 Kg,Unbranded,1.0,1.0,Unbranded
Coca Cola 180ML (Pack of 36PCS),Branded,1.0,1.0,Branded
Refined Oil,Unbranded,1.0,1.0,Unbranded
Kashmiri Mirch Aakhu - Red Chilly Whole Kashmiri,Unbranded,1.0,1.0,Unbranded
Basil,Unbranded,1.0,1.0,Unbranded
RICE DOSA,Unbranded,1.0,1.0,Unbranded
Shower Gel 5Ltr,Unbranded,1.0,1.0,Unbranded
Paper Billing Rolls,Unbranded,1.0,1.0,Unbranded
#_# Curry Leaves,Unbranded,1.0,1.0,Unbranded
#_# Chocolate Coated Salted Pistachio Dragees Jar [120 grams] - Entisi Chocolatier,Branded,1.0,0.9999,Branded
COOKIES JAR WITH LID (46 Pcs),Unbranded,1.0,1.0,Unbranded
ANANDA PANEER 1 KG,Branded,1.0,1.0,Branded
Garnish Tray Plastic 9 Insert,Unbranded,1.0,1.0,Unbranded
Whole Wheat Penne Pasta,Unbranded,1.0,1.0,Unbranded
bakery paper bags,Unbranded,1.0,1.0,Unbranded
Chicken Box (Small),Unbranded,1.0,1.0,Unbranded
Staff tea,Unbranded,1.0,1.0,Unbranded
dhaniya whole,Unbranded,1.0,1.0,Unbranded
Newyork Cheese Filling,Unbranded,1.0,1.0,Unbranded
Aavin Milk,Branded,1.0,1.0,Branded
Ghee Pure 500 Ml,Unbranded,1.0,1.0,Unbranded
WHITE PITTA BREAD (1pcs),Unbranded,1.0,1.0,Unbranded
Light Soya Sauce,Unbranded,1.0,1.0,Unbranded
Purple Cabbage,Unbranded,1.0,1.0,Unbranded
Plum Essence,Unbranded,1.0,0.9999,Unbranded
Safed mirchi,Unbranded,1.0,1.0,Unbranded
ANGOSTURA Aromatic bitters (200ML),Branded,1.0,1.0,Branded
Sriracha Hot Chilli Sauce Flying Goose 730 gm,Branded,1.0,1.0,Branded
Makhana,Unbranded,1.0,1.0,Unbranded
PP Bag 12x18 Inch,Unbranded,1.0,1.0,Unbranded
Baby Rawas,Unbranded,1.0,1.0,Unbranded
Canteen Drink Box (250GSM) SBS,Unbranded,1.0,1.0,Unbranded
Walnut whole Super (2 Pcs),Unbranded,1.0,1.0,Unbranded
VKL- Peri Peri Marinade 1Kg,Branded,1.0,1.0,Branded
Black Cardamom 250gm,Unbranded,1.0,1.0,Unbranded
Possmei Passion Fruit Syrup 2.5Kg bottle,Branded,1.0,1.0,Branded
Nimbu (Lemon),Unbranded,1.0,1.0,Unbranded
Royal Challenge,Branded,1.0,1.0,Branded
Bagasse Burger BOX  WIDE BASE,Unbranded,1.0,1.0,Unbranded
MOTI ELAICHI,Unbranded,1.0,1.0,Unbranded
#_# Cheese (Melted) - Prasuma,Branded,1.0,1.0,Branded
Sipper Cup 300ml,Unbranded,1.0,1.0,Unbranded
Kimirica White Gold Tooth Brush pack,Branded,1.0,1.0,Branded
Mouth Freshner Pkt,Unbranded,1.0,1.0,Unbranded
Wet Wipes,Unbranded,1.0,1.0,Unbranded
Nutrela (1pkt),Branded,1.0,1.0,Branded
Mackeral 6/8,Unbranded,1.0,1.0,Unbranded
Paper Printed Kebab Box 6 Compartment,Unbranded,1.0,1.0,Unbranded
urad dal,Unbranded,1.0,1.0,Unbranded
Tastecraft Pistachio Flavoured Syrup 750ml,Branded,1.0,1.0,Branded
CHULLA,Unbranded,1.0,1.0,Unbranded
Tandoori Tikka Masala,Unbranded,1.0,1.0,Unbranded
#_# Cube Pouches - Entisi Chocolatier,Branded,1.0,0.9999,Branded
Paper A4,Unbranded,1.0,1.0,Unbranded
Ajwain Whole,Unbranded,1.0,1.0,Unbranded
Wooden Spoon (100PCs Each),Unbranded,1.0,1.0,Unbranded
Danish White Feta 500GM,Unbranded,1.0,1.0,Unbranded
Moong Dal - Grade 1 (Fine),Unbranded,1.0,1.0,Unbranded
Brown Packing Tape 2 Inch,Unbranded,1.0,1.0,Unbranded
Gochujang Paste 500gm pkt,Unbranded,1.0,1.0,Unbranded
variyali,Unbranded,1.0,1.0,Unbranded
Corrugated Box Small,Unbranded,1.0,1.0,Unbranded
Silver Pouch,Unbranded,1.0,1.0,Unbranded
ROSTED CHANA DAL,Unbranded,1.0,1.0,Unbranded
BREAD SANDWICH,Unbranded,1.0,1.0,Unbranded
Elephant Yam,Unbranded,1.0,1.0,Unbranded
#_# Naga Chilli Sauce - Prasuma,Branded,1.0,1.0,Branded
Paper Plate,Unbranded,1.0,1.0,Unbranded
Kesar Kaju Katli 500 Gms Gold Foil Cover,Unbranded,1.0,1.0,Unbranded
Broccoli  incremental 0.5 10301,Unbranded,1.0,0.9999,Unbranded
T65  CAKE FLOUR,Unbranded,1.0,1.0,Unbranded
Dust pan (dust pan-20),Unbranded,1.0,1.0,Unbranded
Tata Salt 1kg,Branded,1.0,1.0,Branded
Bulgogi Sauce,Unbranded,1.0,1.0,Unbranded
#_# Cone - Dark Chocolate [ 120 ml ] - Getaway,Branded,1.0,0.0967,Branded
Mozzarella Cheese - Flanders,Branded,1.0,1.0,Branded
EGG FREE RED VELVET CAKE MIX,Unbranded,1.0,1.0,Unbranded
Monin Peach Syrup,Branded,1.0,1.0,Branded
Seafood-Basa,Unbranded,1.0,1.0,Unbranded
T-SHIRT BLACK-L,Unbranded,1.0,1.0,Unbranded
TORCH BLOW COOKING,Unbranded,1.0,1.0,Unbranded
