po_date,outlet_state,outlet_city,item_cat_l1,item_cat_l2,item_cat_l3,item_cat_l4,item_cat_l5,su_brand,brand,product_id,product_title,unit,quantity,price_inr,tax_pct,subtotal_amount_inr,tax_amount_inr,total_amount_inr,su_item_short_code,rn
2026-04-19 00:00:00.000 +0530,Rajasthan,Jaipur,Packaging,Container,,,,Unbranded,Unbranded,61e7b65e0d1c06448c6a3288,Blue Pine Artesian Water - 750 ML - GST @18 %,case,5,580,0.18,2900,522,3422,ARMAAAIAAC,1
2026-01-13 00:00:00.000 +0530,Maharashtra,Greater Mumbai,Fruits & Vegetables,Vegetables,Beans & Peas,Green Peas,,Unbranded,unbranded,62794725b9f75870517564d5,Green Peas,kg,1,120,0,120,0,120,NONEAAIAAF,1
2026-04-27 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,"Non - Veg Logo Thermal 3""4",,,,Unbranded,Unbranded,6841583d7a8fb8ddd91fec39,Non Veg Spring Rolls -SNACC,piece,72,436,0.05,31392,1569.6,32961.6,CNJAAAIAA,1
2026-02-16 00:00:00.000 +0530,Tamil Nadu,Chennai,"Poultry, Meat & Seafood",Meat,Goat Meat,,,Unbranded,Unbranded,6880aa630ab78a278935c7c7,MUTTON BRAIN 1PCS,piece,12,100,0,1200,0,1200,ASRAAAIAAD,1
2026-02-24 00:00:00.000 +0530,Uttar Pradesh,Noida,,,,,,Unbranded,unbranded,63259272f806bcf6cf64194c,Mapro Strawberry  Berry Crush-5 Ltr,piece,4,650,0.05,2600,130,2730,NONEAAIAAR,1
2026-01-28 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Container,,,,Unbranded,UNBRANDED,68e107d50ce82f3127594223,ALUMINIUM CONTAINER LID 750ML,piece,16000,0.226,0.18,3616,650.88,4266.88,ARMAAAIAAA,1
2026-02-07 00:00:00.000 +0530,Delhi,New Delhi,Breads & Bakery,Cheese Cake,,,,,GAW,66c9962b55a1eb8ac28fba35,Blueberry Cheesecake Jar,piece,15000,48.8,0.05,732000,36600,768600,CNSCAMQAAK,1
2026-02-02 00:00:00.000 +0530,Haryana,Gurugram,Groceries,"Sauces, Spreads & Condiments",Sauce,,,Unbranded,unbranded,60c4455ba4c315102ec5be0e,Sauce Chilli Green Tops,bottle,12,43,0.12,516,61.92,577.92,AMRAAJOAAB,1
2026-03-02 00:00:00.000 +0530,Delhi,Delhi,Grocery,"Sauce, Spread, Dips & Vinegar",Sauce,Soya Sauce,,SF,unbranded,630327b73ac25f2124830074,SOYA CHAAP STUFFED SF,kg,15,75,0,1125,0,1125,ANTAAAIAAA,1
2026-04-06 00:00:00.000 +0530,Uttar Pradesh,Noida,Fresh Produce,Fruits & Vegetables,Fruits,Raw Mango,,,Unbranded,626ad5afd0df044ca326675b,Dry Ice,kg,39.5,42,0.18,1659,298.62,1957.62,CHUAAAIAAA,1
2026-02-16 00:00:00.000 +0530,Rajasthan,Jaipur,Grocery,"Masala, Salt, Sugar & Spices",Sugar,,,Unbranded,Unbranded,5fdb396b5ba9be4b584eea87,Sugar (Chini),kg,2,42.86,0.05,85.72,4.29,90.01,AJOAAAIAAB,1
2026-03-16 00:00:00.000 +0530,Punjab,Mohali,Packaging,Container,,,,Caters Point,CATERSPOINT,6528da0b6fd965c3cf10ffec,SLEEVES 750 ML BAGASSE CATERSPOINT,piece,2200,1.25,0.05,2750,137.5,2887.5,ARMAAAIAAC,1
2026-02-21 00:00:00.000 +0530,Uttar Pradesh,Noida,Breads & Bakery,Filling,Herb Chicken Filling,,,Gold Bite,Unbranded,62a46f2ebd827557535974a8,Gold Bark (Leaf),jar,3,59.322,0.18,177.97,32.03,210,BDAAANAAAA,1
2026-02-18 00:00:00.000 +0530,Tamil Nadu,Chennai,Packaging,Box,Sandwich Box,,,English Oven,Ovenfresh,671406ef456ead813e2092e1,SANDWICH BOX,piece,3238,4.75,0.05,15380.5,769.03,16149.53,ARFAAAIAAB,1
2026-04-26 00:00:00.000 +0530,Rajasthan,Jaipur,Packaging,Spray Bottle,,,,Unbranded,Unbranded,6484584a3715b9ea5fb3b1d2,Amrut fusion single malt whisky 750 ml,bottle,2,2965.91,0.24,5931.82,1423.64,7355.46,ASBAAAIAAA,1
2026-02-09 00:00:00.000 +0530,Maharashtra,Navi Mumbai,Packaging,Straw,,,,Unbranded,Unbranded,677fb1250e4ce4ba5c5d61e1,TL Hitachi UX Makeup 800ml,piece,3,1300,0,3900,0,3900,ASEAAAIAAA,1
2026-04-07 00:00:00.000 +0530,Kerala,Kochi,Dairy,Indian Cottage Cheese (Paneer),,,,Unbranded,Unbranded,65915d767ec8647f2a8bcaa8,TG-Party Snacks 35G Pouch,piece,120,107.14,0.05,12856.8,642.84,13499.64,ACTAAAIAAE,1
2026-01-12 00:00:00.000 +0530,Jammu & Kashmir,Jammu,Housekeeping,Bottle Brush,,,,Unbranded,unbranded,642e7d764bc6198ddfe59825,Monin Peach flavour,bottle,2,680,0,1360,0,1360,AONAAAIAAA,1
2026-03-04 00:00:00.000 +0530,Haryana,Gurugram,Packaging,Bag,Garbage Bag,,,Unbranded,Unbranded,64a677029b72f81762b15fd0,GARBAGE BAG GREEN,kg,150,80,0.18,12000,2160,14160,AQXAAAIAAG,1
2026-02-15 00:00:00.000 +0530,Uttar Pradesh,Noida,Fruits & Vegetables,Vegetables,Nightshades,Green Chilli,,Unbranded,Unbranded,60548692e7c50e7a1bda9522,GREEN CHILLI,kg,0.5,85,0,42.5,0,42.5,CCKAAAIAAA,1
2026-04-09 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Butter Paper,,,,Unbranded,unbranded,65c1feff1e92ef3ceb93fff5,PAPER NAPKIN - 12CM X12 CM - PLAIN - LOCAL - PKT,packet,10,23.44,0.18,234.4,42.19,276.59,ARJAAAIAAA,1
2026-01-31 00:00:00.000 +0530,Delhi,Delhi,Packaging,Box,Wrap Box,,,Unbranded,Unbranded,6737145fe5845efc3f621a73,Note Book 240 Pages,piece,10,69,0,690,0,690,ARGAAAIAAA,1
2026-03-20 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Vegetables,Mushrooms,,Unbranded,Unbranded,64ba8327f519f6b50ea9b4eb,GFB Mushroom Patty,piece,2160,42.9777,0.05,92831.83,4641.59,97473.42,ADVAAAIAAA,1
2026-04-23 00:00:00.000 +0530,Haryana,Gurugram,Grocery,Flour,Wheat Flour,Mill Atta,,Unbranded,Unbranded,61f7aa64a3342e1c94a947e3,ATTA GANGA,kg,1000,32.38,0.05,32380,1619,33999,AFDAAAIAAA,1
2026-02-25 00:00:00.000 +0530,Delhi,Delhi,Packaging,Spray Bottle,,,,Unbranded,unbranded,630327b73ac25f212482ffda,MINERAL WATER BOTTLE 1 LIT SF,bottle,1585,5.836,0,9250.06,0,9250.06,ASBAAAIAAA,1
2026-02-14 00:00:00.000 +0530,Haryana,Gurugram,Fresh Produce,Kafir Lime Leaf,,,,Unbranded,Unbranded,67e3cca7ac01d75e6cb7d387,KAFFIR LIME,kg,0.1,900,0,90,0,90,CNVOAAIAAA,1
2026-02-12 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Dry Fuits, Nuts & Seeds",Chocolate Cashew,,,Unbranded,unbranded,6656fb7d58d14900590125c1,#_# COCO 40% Dark Chocolate - Ether,piece,0,450,0,0,0,0,BSBAAMVAAA,1
2026-03-16 00:00:00.000 +0530,Rajasthan,Jaipur,Grocery,"Masala, Salt, Sugar & Spices",Masala,White Pepper Powder,,Unbranded,Unbranded,5fdb396b5ba9be4b584eebbb,White Pepper MDH 100 Gms,piece,4,186.67,0.05,746.68,37.33,784.01,AHBAAAIAAA,1
2026-03-07 00:00:00.000 +0530,Maharashtra,Mumbai,Fresh Produce,Lotus Stem,,,,Unbranded,unbranded,6656fb7c58d1490059012099,#_# Lotus Biscoff Icecream (125ML) - Bina,piece,5,106.779661,0,533.9,0,533.9,CNTXAAIAAA,1
2026-02-26 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,"Dry Fuits, Nuts & Seeds",Chestnut,,,Unbranded,unbranded,674ff8ef22c435a2af2a3b23,Water Chestnut In Water 567G,packet,10,185,0.05,1850,92.5,1942.5,AEHAABXAAA,1
2026-03-30 00:00:00.000 +0530,Karnataka,Bengaluru,Fruits & Vegetables,Fruits & Vegetables,Vegetables,,,Unbranded,Unbranded,67c1a14ab938b6ef62aa8891,ROSE MARY,kg,0.5,280,0,140,0,140,AEBAAAIAAA,1
2026-01-19 00:00:00.000 +0530,Tamil Nadu,Chennai,Grocery,"Masala, Salt, Sugar & Spices",Sugar,,,Agropure,Ovenfresh,67975337636dd80c58c60094,SUGAR SACHET - 5GMS,piece,2000,0.55,0.05,1100,55,1155,AJOAAHYAAA,1
2026-02-27 00:00:00.000 +0530,Maharashtra,Mumbai,Dairy,Cheese,Mozzarella Cheese,,,Unbranded,unbranded,6838031395b4940235523021,#_# Baked Oregano Cheese Matthi - Genda Phool,piece,5,1,0,5,0,5,ACUAAAIAAA,1
2026-04-05 00:00:00.000 +0530,Maharashtra,Malad West,Packaging,Stickers,,,,Unbranded,UNBRANDED,602fba3963525d4b84a5e1a8,STICKER SALAD,piece,5000,0.24,0.18,1200,216,1416,ASCAAAIAAA,1
2026-03-13 00:00:00.000 +0530,Karnataka,Bengaluru,#SPILL!,,,,,Unbranded,Unbranded,65d0a6564b2792afe280fd5a,Kesari Color,kg,0.5,690,0.18,345,62.1,407.1,CDEAAAIAAA,1
2026-02-14 00:00:00.000 +0530,Haryana,Gurugram,Packaging,Container,,,,Unbranded,Unbranded,61f7aa64a3342e1c94a94863,1200 ML ROUND CONTAINER,piece,5500,6.9,0.18,37950,6831,44781,ARMAAAIAAC,1
2026-04-06 00:00:00.000 +0530,Karnataka,Bengaluru,Dairy,Milk & Milk Alternatives,Milk,,,Amul,AMUL,67bd6498f1d18905343caa70,MILK AMUL TETRA PACK,litre,500,80,0,40000,0,40000,ADFAAAZAAC,1
2026-04-05 00:00:00.000 +0530,Delhi,New Delhi,Prepared Food,Ready to Eat,,,,Humble Bean,Heinz Beanz,6479e5a0c8f937d931604888,Baked Beans 415 Gm,tin,18,48,0.05,864,43.2,907.2,AKPAABSAAA,1
2026-04-01 00:00:00.000 +0530,Gujarat,Ahmedabad,Packaging,Straw,,,,Unbranded,Unbrand,64199485cd0a52206cec67f7,Paper Straw,piece,300,0.55,0.18,165,29.7,194.7,ASEAAAIAAA,1
2026-02-26 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Vegetables,Lemon Grass,,Campa Lemon,Unbranded,67c9a71dee4d973759e101c6,Lemon Grass (Green),litre,1,450,0.18,450,81,531,CCNAAAIAAA,1
2026-04-22 00:00:00.000 +0530,Delhi,Delhi,#SPILL!,,,,,Unbranded,unbranded,630327b73ac25f212482feee,SOYABEEN RAW,kg,20,72.5,0,1450,0,1450,CDEAAAIAAA,1
2026-04-28 00:00:00.000 +0530,Haryana,Gurugram,"Poultry, Meat & Seafood",Chicken,Chicken Wings,,,,Olio,65cf18e8921f50bcb0244c49,Chicken wings Coated ( ITC ),kg,0,258,0.05,0,0,0,ATAAATEUAA,1
2026-03-18 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,"Sauces, Spreads & Condiments",,,,Unbranded,Unbranded,67e7cdd166962ef541b27133,#_# Mysore Chutney Frozen - Murukku,kg,2.5,264.6,0,661.5,0,661.5,AIXAAAIAAA,1
2026-02-02 00:00:00.000 +0530,Karnataka,Bangalore South,Grocery,Flour,Wheat Flour,,,Unbranded,unbranded,65c0d0b57e75e86fb444612d,Vanaspati 1kg pkt,packet,1,136,0.05,136,6.8,142.8,AFFAAAIAAA,1
2026-04-10 00:00:00.000 +0530,Uttar Pradesh,Noida,,,,,,,Unbranded,62e98a51ca80b2e1b290eb08,Green Grapes,kg,0.25,400,0,100,0,100,NONEAAIAAV,1
2026-01-07 00:00:00.000 +0530,Haryana,Gurugram,Fresh Produce,Fruits & Vegetables,Vegetables,Chow Chow,,Unbranded,unbranded,60c4455ba4c315102ec5c64e,Bayleaf Chounk,kg,4,0,0.05,0,0,0,CIYAAAIAAA,1
2026-01-24 00:00:00.000 +0530,Delhi,Delhi,Grocery,"Masala, Salt, Sugar & Spices",Sugar,Breakfast Sugar,,Unbranded,Unbranded,66bf18ce888b89ca85c6bea3,Breakfast Sugar Trust 1 Kg,piece,30,57,0.05,1710,85.5,1795.5,COMLAAIAAA,1
2026-04-15 00:00:00.000 +0530,Haryana,Gurugram,Grocery,"Sauce, Spread, Dips & Vinegar",Sauce,Soya Sauce,,Unbranded,Unbranded,6891ae8b63f0ea58c0fdd727,JALI MAT 10MM HEAVY,sq ft,15.75,200,0.18,3150,567,3717,ANTAAAIAAA,1
2026-03-17 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,"Masala, Salt, Sugar & Spices",Sugar,Breakfast Sugar,,Unbranded,unbranded,674ff8eb22c435a2af2a30b8,Breakfast Sugar 1Kg,kg,10,66,0.05,660,33,693,COMLAAIAAA,1
2026-04-22 00:00:00.000 +0530,Kerala,Kochi,Packaging,Straw,,,,Unbranded,unbranded,67d27ee219e01b2aa22c1c3c,Paper Straws 6mm (100PC),piece,400,0.2119,0.12,84.76,10.17,94.93,ASEAAAIAAA,1
2026-04-29 00:00:00.000 +0530,Maharashtra,Pune,Fresh Produce,Fruits & Vegetables,Fruits,Raw Mango,,Unbranded,unbranded,64256b24984c5126dfb58dec,Liquid Glucose,kg,30,110,0.05,3300,165,3465,CHUAAAIAAA,1
2026-03-01 00:00:00.000 +0530,Karnataka,Bangalore East,Grocery,"Masala, Salt, Sugar & Spices",Keora Water,,,,unbrand,63cfa1d0d8bc5df67386a64b,Keora Water 500Ml,bottle,0,65.23,0.18,0,0,0,AFGAABSAAA,1
2026-04-14 00:00:00.000 +0530,Karnataka,Bengaluru,Fruits & Vegetables,Vegetables,Root Vegetables,,,Unbranded,UNBRANDED,65eedae51f6f494975fb6856,GARLIC WHOLE,kg,39,150,0,5850,0,5850,CCRAAAIAAA,1
2026-01-18 00:00:00.000 +0530,Maharashtra,Mumbai,Ready to Eat,Chicken Tikka,Marinated Chicken Tikka,,,,OUTLET,661f7eb02b75c9061c16d9dd,Chilled Chicken Thigh Boneless 1 kg (Rsons),kg,2,288,0,576,0,576,CNTWANHAAA,1
2026-01-22 00:00:00.000 +0530,Haryana,Gurugram,Grocery,Flour,Samoline/Rawa (Sooji),,,Unbranded,unbranded,6539ff1ec2dc4d02ba4ee947,RAJDHANI - SOOJI (1KG),packet,5,58,0.05,290,14.5,304.5,AEZAAAIAAA,1
2026-01-22 00:00:00.000 +0530,Karnataka,Bengaluru,Fruits & Vegetables,Fruits & Vegetables,Fruits,,,Campa Lemon,unbrand,63cfa5e3d8bc5df67387a711,Lemon Leaves Fresh,kg,0.25,1400,0,350,0,350,CCMAAAIAAA,1
2026-01-19 00:00:00.000 +0530,Jammu & Kashmir,Jammu,"Poultry, Meat & Seafood",Chicken,,,,Best Mutton,unbranded,642e7d774bc6198ddfe59de9,Mutton currycut,kg,16,600,0,9600,0,9600,ASIAAAIAAC,1
2026-02-23 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Thermal Paper Roll,,,,Unbranded,unbranded,65c0d0ba7e75e86fb4446e55,Thermal Paper Roll   Billing,piece,6,38,0.18,228,41.04,269.04,BRPAAMZAAA,1
2026-01-10 00:00:00.000 +0530,Haryana,Gurugram,Fresh Produce,Fruits & Vegetables,Vegetables,Beans,French Beans,Unbranded,Unbranded,68907eef055e2908567a0ced,SP Thundercrush French Fries 9mm,kg,0.01,130,0.05,1.3,0.07,1.37,CAGAAAIAAA,1
2026-02-08 00:00:00.000 +0530,Delhi,Delhi,Dairy,Processed Milk,Milk Powder,,,Unbranded,Unbranded,66bf18cd888b89ca85c6ba3f,Milk Powder Nestle 1 Kg,packet,12,562,0.05,6744,337.2,7081.2,ADIAACXAAA,1
2026-02-27 00:00:00.000 +0530,Haryana,Gurugram,Breads & Bakery,Indian Breads,Puri,,,Unbranded,Unbranded,61f7aa64a3342e1c94a94a63,RAMPURI MIRCH,kg,32,533.33,0.05,17066.56,853.33,17919.89,AIJAAAIAAB,1
2026-04-11 00:00:00.000 +0530,Delhi,Delhi,Packaging,Napkin / Tissue,,,,Excel Napkin,unbranded,630327b63ac25f212482fca8,PAPER NAPKINS,packet,10080,15.25,0,153720,0,153720,ARVAAAIAAA,1
2026-02-18 00:00:00.000 +0530,Goa,Panaji,Housekeeping,Bottle Brush,,,,Unbranded,unbranded,66c84ce5cda2b0403c3f06f9,Vat 69,bottle,2,818.92,0,1637.84,0,1637.84,AONAAAIAAA,1
2026-02-27 00:00:00.000 +0530,Jammu & Kashmir,Jammu,,,,,,Unbranded,Unbranded,67ea438ec9bf7f4733a41214,Cavity for corrugated box 720ml,piece,3800,2.3994,0,9117.72,0,9117.72,NONEAAIAAJ,1
2026-04-24 00:00:00.000 +0530,Kerala,Kochi,Packaging,Jar,,,,Unbranded,Unbranded,649d1cbf065ecebe3c3cb459,Aampanna juice 150ml,piece,180,30,0.05,5400,270,5670,ARTAAAIAAA,1
2026-01-29 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Kitchen Roll,,,,Unbranded,Unbranded,690ed6e5df6da1cc36de46dc,Cambro Polycarbonate LID for GN Pan 1/1,piece,2,581,0.18,1162,209.16,1371.16,ARUAAAIAAB,1
2026-02-13 00:00:00.000 +0530,Telangana,Hyderabad,Dairy,Milk & Milk Alternatives,Milk,,,Unbranded,unbranded,67da7266cddd998ff5cc65d8,Toned Tetra Milk 1000 ml,piece,240,59.41,0,14258.4,0,14258.4,ADFAAAZAAC,1
2026-01-11 00:00:00.000 +0530,Haryana,Gurgaon,Groceries,Staples,,,,Unbranded,unbranded,60c4455aa4c315102ec5b4e1,Macroni Rajdhani,kg,240,44,0.12,10560,1267.2,11827.2,CDKAAAIAAA,1
2026-04-04 00:00:00.000 +0530,Kerala,Kochi,Packaging,Spray Bottle,,,,Unbranded,Unbranded,68cd1883c8dc571bde79c1b1,Grover Selecte Chenin Blanc 750 Ml,bottle,2,943.33,0.01,1886.66,18.87,1905.53,ASBAAAIAAA,1
2026-01-21 00:00:00.000 +0530,Karnataka,Bangalore,Housekeeping,Cleaner,Floor Housekeeping,Cleaner,,,Krispy Kreme,679b5fd6da6c0fb81da36fe9,Quarry And Tile Floor Cleaner (120X2Oz),piece,240,26.82,0.18,6436.8,1158.62,7595.42,AOTAAGKAAA,1
2026-03-29 00:00:00.000 +0530,Goa,Panaji,Housekeeping,Bottle Brush,,,,Unbranded,unbranded,66c84ce5cda2b0403c3f060f,Oaksmith,bottle,1,540.78,0,540.78,0,540.78,AONAAAIAAA,1
2026-04-08 00:00:00.000 +0530,Haryana,Gurugram,Fresh Produce,Fruits & Vegetables,Vegetables,Zucchini Green,,Unbranded,Unbranded,67e3bd8a96f84f0688d783c9,Zukni Green,kg,0.5,60,0,30,0,30,CDPAAAIAAB,1
2026-02-19 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Tray,,,,Unbranded,Unbranded,67b37d616cc8ac914774a7a9,Packing tray ( 60x60x25mm ),piece,8000,0.6,0.18,4800,864,5664,ASHAAAIAAB,1
2026-03-29 00:00:00.000 +0530,Haryana,Gurugram,Ready to Eat,Chicken Masala Tikka,,,,Unbranded,unbranded,66c85fe8a9ce8204519faded,Tandoori Chicken Masala Powder,kg,0.5,800,0.05,400,20,420,BKIAAMTAAA,1
2026-03-23 00:00:00.000 +0530,Tamil Nadu,Chennai,Packaging,Napkin / Tissue,,,,Unbranded,unbranded,65c0d0ba7e75e86fb4446e0f,Paper Napkin Tissue 16x16 2ply,packet,40,52,0.18,2080,374.4,2454.4,ARVAAAIAAA,1
2026-03-20 00:00:00.000 +0530,Maharashtra,Mumbai,Beverages,Non-Alcoholic Beverages,Instant Coffee,,,Cothas Coffee,Unbranded,684fde8bae09fd3876107dd0,#_# Cothas Blend Coffee 200 Gm - Murukku,packet,10,147,0,1470,0,1470,AAGAABPAAB,1
2026-01-20 00:00:00.000 +0530,Delhi,Delhi North,Grocery,"Masala, Salt, Sugar & Spices",Sugar,Powdered Sugar (Bura),,Uttam Sugar,unbranded,640b19ca6f21de9e54dbe7a0,Icing Sugar Powder,kg,1,75,0.05,75,3.75,78.75,AJMAAAIAAA,1
2026-03-05 00:00:00.000 +0530,Rajasthan,Jaipur,Fresh Produce,Fruits & Vegetables,Vegetables,Root Vegetables,Yam,Unbranded,Unbranded,66bcc2133e0e6b957cbeea43,Kumatia,kg,2,280,0,560,0,560,CDLAAAIAAA,1
2026-04-04 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Stirrer,,,,Unbranded,Unbranded,686919e0f866517a901889c8,#_# Stirrer - Murukku,piece,3000,0.1008,0,302.4,0,302.4,ASDAAAIAAA,1
2026-02-16 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Box,Sandwich Box,,,Unbranded,Unbranded,69043c08c0939cc1213b80d9,#_# Assorted Roleys (Box of 6) - Meemees,piece,3,1,0,3,0,3,ARFAAAIAAB,1
2026-02-01 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Masala, Salt, Sugar & Spices",Seasoning,Peri Peri Seasoning,,Chef's Art,OUTLET,658eafb74155c07e2ec5f6ab,Chefs Art - Piri Piri Sprinkler 250 gm 51189,piece,4,109,0.05,436,21.8,457.8,AHKAACCAAA,1
2026-04-22 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,Pulse,White Peas (Safed Matar),,,Unbranded,Unbranded,65d0a6554b2792afe280fc0a,White Peas Batani,piece,30,80,0,2400,0,2400,ADYAAAIAAA,1
2026-02-25 00:00:00.000 +0530,Goa,Panaji,Housekeeping,Soap Oil,,,,Unbranded,Unbranded,6839c717f479880ff3b900bb,Diya Oil,packet,10,135.238,0.05,1352.38,67.62,1420,BYEAAAIAAA,1
2026-03-17 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Jar,,,,Unbranded,Unbranded,683fe5d66a055f850c4c57f8,#_# Cassata (110 ml) - Go Zero,piece,40,1,0,40,0,40,ARTAAAIAAA,1
2026-03-03 00:00:00.000 +0530,Kerala,Kochi,Packaging,Tape,,,,Unbranded,unbrand,63cfa3ecf7364dfe47420157,Cello Tape 1,piece,1,11,0.18,11,1.98,12.98,ASFAAAIAAD,1
2026-04-01 00:00:00.000 +0530,Maharashtra,Greater Mumbai,Groceries,Spices,Ground Spices,Cumin Powder,,MDH,MDH,64199484cd0a52206cec647f,Cumin Powder,kg,0.6,807.5,0.05,484.5,24.23,508.73,AFWAAHJAAA,1
2026-03-18 00:00:00.000 +0530,Tamil Nadu,Chennai,Packaging,Butter Paper,,,,Unbranded,unbrand,63cfa1d0d8bc5df67386ab4f,Butter Chiplet,kg,5,631.62,0.05,3158.1,157.91,3316.01,ARJAAAIAAE,1
2026-04-06 00:00:00.000 +0530,Karnataka,Bengaluru,Beverages,Soft Drink,,,,Coca Cola,Olio,65cf18e8921f50bcb0244d37,Coca cola 750ml,piece,1200,28.27,0.4,33924,13569.6,47493.6,AAXAACEAAE,1
2026-02-15 00:00:00.000 +0530,Gujarat,Vadodara,Fresh Produce,Fruits & Vegetables,Vegetables,Palak Fresh,,Unbranded,unbranded,6666fc92cc967db927b825da,Farali Chevdo (Tikho),kg,5,175.24,0.05,876.2,43.81,920.01,CCXAAAIAAA,1
2026-01-12 00:00:00.000 +0530,Tamil Nadu,Chennai,Housekeeping,Cleaner,,,,Diversey,Diversey,666d3ac29c9a66d571423ad1,Taski R7 - 5ltr Can,piece,1,535,0.18,535,96.3,631.3,AOVAAPLAAA,1
2026-04-23 00:00:00.000 +0530,Karnataka,Bangalore,Housekeeping,Mop,Floor Mop,,,Cremeitalia,Krispy Kreme,679b5fd8da6c0fb81da38195,Floor Mat,piece,4,2980,0.18,11920,2145.6,14065.6,APHAAAIAAA,1
2026-04-06 00:00:00.000 +0530,Maharashtra,Thane,Printing & Stationary,Stapler Pin,,,,Unbranded,Unbranded,602fba3a63525d4b84a5e30a,Manager Shirt Pink Size-S,piece,1,600,0.05,600,30,630,BYGAAAIAAA,1
2026-04-30 00:00:00.000 +0530,Karnataka,Bangalore,Packaging,Glass,,,,,Krispy Kreme,679b5fd9da6c0fb81da38705,Shot Glass 60Ml,piece,200,151,0.18,30200,5436,35636,ARSAAAIAAB,1
2026-02-05 00:00:00.000 +0530,Tamil Nadu,Chennai,Packaging,Container,,,,Unbranded,Unbranded,66605cee4f3930723104f7e7,Aluminium Container 750ml with Lid (Outlet),piece,200,6,0.18,1200,216,1416,ARMAAAIAAA,1
2026-02-23 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Fruits,Tropical Fruits,Coconut,Unbranded,Unbranded,6111330bc52fe71cd5601989,Coconut Dry whole,kg,1,380,0.05,380,19,399,CGUAAAIAAB,1
2026-01-17 00:00:00.000 +0530,Telangana,Hyderabad,Grocery,"Masala, Salt, Sugar & Spices",Masala,Meat Masala,,Unbranded,Unbranded,69146285188e96fe4c5fb9df,Meat Masala MDH,piece,80,78.85,0.05,6308,315.4,6623.4,AGKAAHJAAA,1
2026-05-01 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,Pulse,Pigeon Pea (Arhar/Toor Dal),,,,OUTLET,6856c88f2bedb1077dcea866,Economy - Staff Toor Dal 1 Kg (Non IP) 131965,kg,3,95,0.05,285,14.25,299.25,ALKAAAOAAA,1
2026-02-19 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,Pulse,Black Chickpeas (Kala Chana),,,Unbranded,unbranded,6656fb7a58d1490059011979,#_# Black Ceaser Dough - Cookie Cartel,piece,2,200,0,400,0,400,AKRAAAIAAD,1
2026-03-28 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Stickers,,,,Unbranded,unbranded,674ff8f122c435a2af2a4157,AA seal stickers,piece,20,1.5,0.18,30,5.4,35.4,ASCAAAIAAA,1
2026-03-06 00:00:00.000 +0530,Maharashtra,Vasai-Virar,Grocery,"Masala, Salt, Sugar & Spices",Spices,Red Chilli,,Unbranded,unbranded,67d27ee019e01b2aa22c16f0,Chavali Red,kg,5,140,0,700,0,700,CHXAAAIAAA,1
2026-04-07 00:00:00.000 +0530,Rajasthan,Jaipur,Groceries,Sweeteners & Spreads,Honey,,,Unbranded,Unbranded,5fdb396b5ba9be4b584eeb07,Dabur Honey,kg,1,209.52,0.05,209.52,10.48,220,AMNAACLAAA,1
2026-01-11 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,Flour,All Purpose Flour,,,Unbranded,unbranded,6656fb8658d1490059014de4,#_# Baguette Sourdough - La folie,packet,3,1,0,3,0,3,AETAAAIAAA,1
2026-04-11 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,Flour,All Purpose Flour,,,Unbranded,Unbranded,66ebe4e6a4254e39a6b5a021,#_# Tag - Gluten-free Paleo Cookies - Le Four,piece,100,1,0,100,0,100,AETAAAIAAA,1
2026-03-06 00:00:00.000 +0530,Maharashtra,Mumbai,Fresh Produce,Fruits & Vegetables,Vegetables,Fruiting Vegetables,Tomato,,unbranded,6656fb7858d14900590112b1,#_# The Great Indian Toffee 300gm - Parsi Dairy Farm,piece,1,282.204,0,282.2,0,282.2,AECAAAIAAA,1
2026-04-19 00:00:00.000 +0530,Rajasthan,Jaipur,Beverages,Soft Drink,,,,Fanta,Unbranded,61c958b57814e715f6ac956c,Fanta Can 300ml-GST@ 28%,case,2,0,0.28,0,0,0,AAXAAMMAAG,1
