title,label,brandname,confidence,verdict,phase,status,reasoning_s1,reasoning_s2,p_agree_s1,p_agree_s2,flags
#_# Double Chocolate Chip Cookie Premix - 8 pcs - Sweetish,Branded,Sweetish,0.5,,2,review,"The title follows the 'product - seller/brand' pattern where 'Sweetish' occupies the trailing suffix slot after the dash, identifying the maker or seller. '8 pcs' is a pack-size descriptor. 'Double Chocolate Chip Cookie Premix' is the product description. 'Sweetish' is an unrecognized token as a standalone brand — I cannot recall a verified brand history — but it occupies the structural seller/brand slot in this catalog's naming convention ('product - X'). Morphology-based inference: the word 'Sweetish' does not correspond to any known vernacular food word in Hindi, Tamil, Telugu, or other major Indian languages; it reads as a coined English-style brand name for a bakery/confectionery seller. Per the definitions, a seller name in the trailing 'product - X' slot counts as branded.",,0.0,,likely_wrong;stage2_error
Wonder Wipes,Branded,Wonder Wipes,0.5,,2,review,"Wonder Wipes is a recognized brand name for wet wipes/cleaning wipes products sold under that specific brand identity. The phrase 'Wonder Wipes' functions as a coined product brand name — 'Wonder' is used as a modifier in a brand-naming pattern rather than as a standalone descriptive adjective, and 'Wipes' is the product category noun. The compound 'Wonder Wipes' identifies a specific maker/brand line. Multiple manufacturers and sellers use 'Wonder Wipes' as a registered or trading brand name (e.g., Wonder Wipes is a known brand in the UK professional cleaning/automotive sector, and similar brand names appear in Indian B2B catalogs). The title contains no generic commodity description beyond the brand name itself. Caveat: specific Indian market ownership is an unrecognized token — the brand identity claim is based on the coined compound functioning as a proper brand name rather than a generic descriptor, with partial morphology-based inference for the Indian B2B context specifically.",,0.0,,likely_wrong;morphology_guard;stage2_error
Non Veg Spring Rolls -SNACC,Branded,SNACC,0.0,D,2,review,"The title follows the 'Product - SellerName' pattern common in this catalog. 'SNACC' appears in the trailing suffix slot after the hyphen, which per catalog conventions identifies the seller or brand. 'SNACC' is not a standard English, Hindi, or other Indian vernacular word for any food item or commodity — it is a stylized spelling of 'snack' used as a brand/seller identifier. While I cannot recall a specific corporate owner or registration for SNACC, the structural position (post-hyphen suffix slot) and the coined stylized spelling strongly indicate a seller/brand name rather than a generic descriptor. Morphology-based inference supports this, but the primary evidence is the structural slot: the '- X' suffix position in this catalog reliably marks the seller/brand name. 'Non Veg Spring Rolls' is the product description; 'SNACC' is the brand/seller.","The title is in the catalog’s 'Product - X' pattern, with 'SNACC' appearing after the hyphen, i.e., in the trailing seller/brand slot. Per the definition, a seller name in this slot counts as branded. 'Non Veg Spring Rolls' is a generic product description (a common snack type), not a maker/manufacturer. 'SNACC' is an unrecognized token (no recalled corporate owner); while it looks like a stylized form of 'snack' (morphology-based inference, not recalled knowledge), the decisive evidence is its structural position as the post-hyphen seller/brand indicator, not a commodity term or unit.",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
Tea flask - 250 ML -Outer coorugated Box-Snacc,Branded,Snacc,0.0,D,2,review,"The title follows the pattern 'product description - SellerName', where 'Snacc' occupies the trailing suffix slot after the hyphen, identifying the seller or brand. 'Tea flask - 250 ML - Outer corrugated Box' is a pure product/packaging description (commodity item with size and packaging spec). 'Snacc' is not a generic English or vernacular word for any food or household item; it is a coined/stylized spelling (double-c) that functions as a brand or seller identifier in this slot. Unrecognized token as a nationally known brand, but the structural position (trailing '- X' slot) and the non-generic nature of the word confirm it as a brand/seller name per catalog rules. Morphology-based inference supports this, but the structural slot assignment is the primary basis for the branded classification.","The title is segmented by hyphens into: product (Tea flask), size (250 ML), packaging (Outer corrugated Box), then a trailing capitalized token (Snacc). In this catalog format, the final '- X' token is commonly the seller/brand field. The first segments are pure commodity descriptors (generic product noun, capacity unit, packaging type) and contain no maker names. 'Snacc' is the only non-generic token, not a unit, material, or packaging term; it functions as an entity name in the seller/brand suffix position. I do not recall 'Snacc' as a nationally known brand; classification is based on the structural slot plus the fact that it is not a commodity word (morphology-based inference, not recalled knowledge).",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
Nam Shop Sticker   Prawn Crackers Large,Unbranded,NA,0.011,D,2,review,"The title follows the pattern '<seller/brand name> <product description>'. 'Nam Shop' occupies the leading brand/seller slot before the product descriptor 'Prawn Crackers Large'. 'Nam' is a common Southeast Asian word (meaning 'water' in Thai/Lao, or used in Vietnamese contexts), and 'Nam Shop' reads as a shop/brand name — likely a small or D2C seller specialising in Southeast Asian food products. The word 'Sticker' here likely refers to a label/packaging variant identifier tied to the Nam Shop brand. 'Prawn Crackers Large' is the generic product description. There is no vernacular single-word trap here; 'Nam Shop' as a two-word unit functions as a seller/brand identifier in the leading slot. Unrecognized token as a nationally famous brand, but the structural slot and compound usage indicate a seller name. Morphology-based inference partially applies, but the 'Shop' suffix strongly supports a seller/brand reading.","The core product phrase is 'Prawn Crackers Large' — a generic commodity snack with a size descriptor, not a specific maker. 'Sticker' is a common packaging/label term (adhesive label), not a brand. 'Nam Shop' is an unrecognized token as a brand/manufacturer; it contains the common English noun 'Shop' (meaning retail outlet), which typically signals a storefront/seller rather than a maker — this is morphology-based inference, not recalled knowledge. No known FMCG brand (e.g., Haldiram, Knorr, Brooke Bond) or owner is mentioned, and there is no verifiable brand entity in the title. Therefore the title reads as a generic product description with incidental seller/packaging words, not a branded item.",0.0,0.011,likely_wrong;likely_wrong_s2
TG-Party Snacks 35G Pouch,Unbranded,NA,0.1192,D,2,review,"The title begins with 'TG-' as a prefix attached directly to the product description 'Party Snacks 35G Pouch'. 'TG' occupies the brand/maker identifier slot at the head of the title, separated by a hyphen from the product description. 'Party Snacks' is a generic product category descriptor, '35G' is a weight specification, and 'Pouch' is a packaging format — none of these are brand indicators. 'TG' is therefore the brand or seller identifier. While I cannot recall a specific large national brand named 'TG' for party snacks in the Indian market with certainty, the structural position and hyphenated separation from the product description is consistent with a brand prefix (morphology-based inference, not recalled knowledge for the specific entity behind 'TG'). The token 'TG' is not a known vernacular food word in any major Indian language, nor is it an internal code pattern. It functions as a brand/seller name in this title.","The core product phrase 'Party Snacks' is a generic category description; '35G' is net weight and 'Pouch' is packaging — none identify a maker or brand. The only candidate is the leading token 'TG-' but 'TG' is an unrecognized token; I cannot tie it to a specific manufacturer/brand owner in the Indian snacks market with verifiable facts. A short, two-letter uppercase prefix before a hyphen is also a common internal code pattern in B2B catalog titles (morphology-based inference, not recalled knowledge). Because no confirmable maker/brand/seller name is present in the title, it should be treated as UNBRANDED per the definition that internal codes and generic product descriptors are unbranded.",0.0,0.1192,likely_wrong;morphology_guard;likely_wrong_s2
SLEEVES 750 ML BAGASSE CATERSPOINT,Branded,CATERSPOINT,0.0,D,2,review,"The title follows the pattern 'product description - seller/brand name'. 'SLEEVES 750 ML BAGASSE' is the product description (bagasse is a sugarcane fiber used for eco-friendly disposable packaging; 750 ML is the volume; SLEEVES refers to the packaging form). 'CATERSPOINT' occupies the trailing suffix slot, which in this catalog's naming convention identifies the seller or brand. 'CATERSPOINT' is not a generic English, Hindi, or other vernacular word — it is a coined compound (Caters + Point) that functions as a brand/seller identifier. Unrecognized token as a nationally famous brand, but morphology and structural slot position both support it being a seller/brand name rather than a product descriptor. Morphology-based inference partially applies, but the structural slot position (trailing 'product - X' pattern) is the primary basis for classification as branded.","Tokens parse as: SLEEVES = packaging item; 750 ML = capacity; BAGASSE = material made from sugarcane fiber commonly used for compostable disposable foodware; these are all generic product descriptors. The final token CATERSPOINT is not a unit, size, material, or commodity noun, and it appears in the trailing suffix position that this catalog uses to denote a seller/brand name (a seller name in that slot counts as branded). CATERSPOINT is an unrecognized token as a generic packaging term; it functions as an identifier of a specific seller/brand rather than a product attribute. Primary basis: structural slot evidence. Morphology-based inference, not recalled knowledge, for the coined-looking name; factual support: bagasse definition and capacity/unit tokens are product descriptors, leaving CATERSPOINT as the brand/seller.",0.0,0.0,likely_wrong;likely_wrong_s2
Wonder Wipe (3pc),Branded,Wonder Wipe,0.5,,2,review,"The title 'Wonder Wipe (3pc)' contains 'Wonder Wipe' as a coined two-word product name occupying the brand/product-name slot, with '(3pc)' indicating a pack size qualifier. 'Wonder Wipe' is a recognized branded cleaning/hygiene wipe product name used by specific manufacturers (e.g., Wonder Wipe is a known brand of industrial/surface cleaning wipes sold in multiple markets). The compound 'Wonder Wipe' is not a generic vernacular or commodity descriptor for wipes — the generic term would simply be 'wet wipe' or 'cleaning wipe'. The word 'Wonder' combined with 'Wipe' forms a coined brand identity rather than a descriptive phrase. While I cannot pinpoint the exact Indian B2B owner with full certainty, 'Wonder Wipe' functions as a brand name in this title context. Morphology-based inference partially applies, but the coined compound nature and known use as a product brand name support the Branded classification.",,0.0,,likely_wrong;stage2_error
GFB Mushroom Patty,Unbranded,NA,0.011,D,2,review,"GFB is an initialism occupying the brand/maker slot at the head of the title, preceding the product descriptor 'Mushroom Patty'. GFB stands for 'The Good Food Brand', a branded food product line. The structure 'BRAND + product description' is a classic branded SKU pattern. 'Mushroom Patty' is a generic product descriptor (a patty made with mushroom), not a brand name. The initialism GFB is not a vernacular or commodity word in any Indian language context. Note: while I recall GFB as associated with 'The Good Food Brand', if this specific association is incorrect, the token GFB remains an unrecognized token that is nonetheless clearly functioning as a brand identifier in this title structure — morphology-based inference supports branded classification, but the primary basis is the structural slot and initialism format.","The core product term 'Mushroom Patty' is a generic commodity descriptor (a patty made from mushroom), not a maker or seller name. The leading token 'GFB' is an unrecognized token with no verifiable tie to a specific manufacturer or seller in this context. In food labeling, 'GF' commonly denotes 'gluten‑free' (checkable industry usage), so 'GFB' plausibly functions as an internal/attribute code (e.g., gluten‑free burger/bread) rather than a brand—this is morphology-based inference, not recalled knowledge. There is no trailing '- seller' pattern and no known inline brand (e.g., Knorr, Kinley) present. With no independently verifiable brand entity in the title, this SKU should be treated as unbranded.",0.0003,0.011,likely_wrong;morphology_guard;likely_wrong_s2
Blue Pine Artesian Water - 750 ML - GST @18 %,Branded,Blue Pine,0.0,D,2,review,"The title contains 'Blue Pine' as a distinct multi-word name preceding the product descriptor 'Artesian Water'. 'Blue Pine' functions as a brand identifier for a specific packaged water product. It is not a generic or vernacular term for water or any water-related commodity. The product is sold in a specific SKU (750 ML) with a GST rate, consistent with a registered packaged water brand. While I cannot recall the exact owner/manufacturer from verified knowledge, 'Blue Pine' occupies the brand-name slot at the head of the title and is not a common English phrase used generically for water. Morphology-based inference supports this, but the structural position (head noun phrase before the product category word 'Artesian Water') is the primary evidence. Unrecognized token in terms of specific ownership, but clearly a coined brand name, not a vernacular or generic descriptor.","The leading phrase 'Blue Pine' precedes the generic product descriptor 'Artesian Water'. 'Artesian water' is a category term (water from a confined aquifer under natural pressure) and not a brand. '750 ML' and 'GST @18 %' are size/tax details, not branding. 'Blue Pine' is not a vernacular commodity word for water; it is an English phrase (also a tree name, e.g., Himalayan blue pine), so in this position it functions as a maker/seller identifier. Ownership/manufacturer not recalled (unrecognized token). Decision is based on title structure and context—morphology-based inference, not recalled knowledge—indicating a brand placed before the category term. Hence treated as branded with brand name 'Blue Pine'.",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
#_# Baked Oregano Cheese Matthi - Genda Phool,Branded,Genda Phool,0.0,D,2,review,"The title follows the 'product - seller/brand' pattern where 'Genda Phool' occupies the trailing suffix slot after the dash. 'Genda Phool' is Hindi/Urdu for 'marigold flower' (genda = marigold, phool = flower), making it a vernacular phrase used as a brand/seller name — this is a common naming pattern for D2C and artisanal food brands in India. The product itself ('Baked Oregano Cheese Matthi') is a flavored mathri (a flaky Indian snack cracker), which is a commodity product description. 'Matthi' (also spelled mathri) is a well-known North Indian fried/baked snack — an ordinary food word, not a brand. The brand identity here rests entirely on 'Genda Phool' in the seller-name slot. I do not have independently recalled knowledge of a registered company called 'Genda Phool' in the Indian food space, so the specific ownership is an unrecognized token, but the structural slot analysis clearly identifies it as the brand/seller name rather than a product descriptor.","Structural pattern: the title uses the common marketplace format 'product — seller/brand' with a trailing hyphenated suffix; here 'Genda Phool' occupies that suffix slot (morphology-based inference, not recalled knowledge). Language facts: 'Genda' = marigold and 'Phool' = flower in Hindi; this is a vernacular phrase, not a snack/flavor descriptor. Product tokens 'Baked Oregano Cheese Matthi' are generic attributes plus the commodity snack: mathri/matthi is a well-known North Indian/Rajasthani cracker-like snack, a generic product word. No other known brand tokens appear; '#_#' is catalog noise/internal code. Presence of a seller/brand name in the suffix makes this Branded. Corporate ownership of 'Genda Phool' is an unrecognized token (no recalled owner).",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
Chilled Chicken Thigh Boneless 1 kg (Rsons),Branded,Rsons,0.0,D,2,review,"The title follows the pattern 'product description - seller/brand name in parentheses'. 'Rsons' appears in the trailing parenthetical slot, which in this catalog's naming convention identifies the seller or brand. 'Chilled Chicken Thigh Boneless 1 kg' is a pure commodity description (cut, temperature state, weight). 'Rsons' is not a generic English or vernacular word for any food item or commodity; it occupies the maker/seller identifier slot. Unrecognized token as a nationally famous brand, but structurally it functions as a seller/brand name in the suffix slot — this is consistent with a small/local/D2C seller named 'Rsons'. Morphology-based inference partially applies for the brand's ownership, but the structural slot assignment is fact-based per catalog conventions.","The tokens before the parentheses—'Chilled' (temperature/state), 'Chicken Thigh Boneless' (cut/spec), and '1 kg' (net weight)—are pure commodity descriptors, not a brand. The only proper-name-like token is 'Rsons', placed in a trailing parenthetical suffix after the generic description. In this task/catalog, a seller name appearing in the trailing suffix counts as a brand indicator. 'Rsons' is not a generic English or common Indian vernacular food/household word; it is an unrecognized token as a famous FMCG brand. Therefore, by structure it functions as the seller/brand, making the item Branded. (Unrecognized token; seller identity is a morphology-based inference, not recalled knowledge.)",0.0003,0.0,likely_wrong;likely_wrong_s2;morphology_guard
Cambro Polycarbonate LID for GN Pan 1/1,Branded,Cambro (Cambro Manufacturing Company),1.0,A,2,review,"Cambro is a well-known American foodservice equipment manufacturer, founded in 1951 and headquartered in Huntington Beach, California. The company is widely recognized for producing polycarbonate food storage containers, GN (Gastronorm) pans, lids, and related foodservice products. 'Cambro' appears at the head of the title as the brand identifier for the polycarbonate lid for a 1/1 GN pan. This is a recalled fact, not a morphology-based inference. The remainder of the title — 'Polycarbonate LID for GN Pan 1/1' — is a generic product description specifying material (polycarbonate), product type (lid), and size (1/1 Gastronorm standard).","The token at the head of the title, 'Cambro', is the name of a specific US foodservice equipment manufacturer and registered trademark (Cambro Manufacturing Company), known for containers, Gastronorm (GN) pans, and matching lids, including polycarbonate items (e.g., Camwear line). This is recalled brand knowledge, not morphology-based inference. The remainder — 'Polycarbonate LID for GN Pan 1/1' — is a generic descriptor: material (polycarbonate), product type (lid), and size per the Gastronorm standard; GN 1/1 is the standard full-size pan (approx. 530×325 mm under EN 631). The structure 'Brand + material + product + GN size' indicates a branded item with 'Cambro' as the maker.",1.0,1.0,morphology_guard
Zukni Green,Unbranded,NA,0.1824,D,2,review,"The title consists of only two tokens: 'Zukni' and 'Green'. 'Green' is a common descriptor (color/variety). 'Zukni' is an unrecognized token — it does not correspond to any recalled brand, manufacturer, or seller in the Indian grocery/food-service space. It may be a vernacular or regional word for a vegetable or food item (possibly a variant spelling of 'zucchini' or a local dialect word), but no brand identity can be confirmed. Morphology-based inference, not recalled knowledge — the word does not structurally occupy a seller/brand slot (there is no 'product - X' suffix, no inline brand marker). Without a verifiable fact linking 'Zukni' to a specific maker or brand, the title is classified as unbranded commodity description.","The title has only two tokens: 'Zukni' and 'Green'. 'Green' is a standard color/variety descriptor for produce. With no trailing '- Seller' pattern and no maker/manufacturer token, the remaining word 'Zukni' occupies the product noun slot rather than a brand slot. Zucchini (also called courgette) is a common vegetable in Indian produce catalogs, where 'Green zucchini' is a typical varietal description; 'Zukni' likely reflects a phonetic/variant spelling of 'zucchini' seen in informal listings (morphology-based inference, not recalled knowledge). 'Zukni' is an unrecognized token with no recalled brand owner in Indian FMCG/grocery. Lacking any verifiable brand/maker reference, this is a generic commodity description.",0.0001,0.1824,likely_wrong
#_# Assorted Roleys (Box of 6) - Meemees,Branded,Meemees,0.0,D,2,review,"The title follows the 'product - Seller/Brand' pattern where 'Meemees' occupies the trailing seller/brand slot after the dash. 'Assorted Roleys (Box of 6)' is the product description. 'Meemees' is not a known vernacular food word in any major Indian language; it appears to be a brand or seller name (morphology-based inference, not recalled knowledge — the word has no known Hindi/Tamil/Telugu/Marathi/Bengali meaning as a food or household item). The structural slot it occupies (post-dash suffix) is consistent with a seller or brand identifier as defined in the catalog rules. Brandname assigned as 'Meemees'; owner not independently verifiable from recalled knowledge.","The title is in a common marketplace pattern: 'Product (pack) - Name'. The segment after the hyphen is 'Meemees', a proper-noun token occupying the trailing seller/brand slot; this is directly observable from the string. 'Assorted Roleys (Box of 6)' is a product description with a pack size in parentheses, not a maker’s name. I do not recall an owner for 'Meemees' (unrecognized token); treating it as the seller/brand by structural position (morphology-based inference, not recalled knowledge). Presence of a seller/brand identifier in the '- X' suffix qualifies the item as branded under catalog conventions.",0.0,0.0,likely_wrong;morphology_guard;likely_wrong_s2
#_# Black Ceaser Dough - Cookie Cartel,Branded,Cookie Cartel,0.0,D,2,review,"The title follows the 'product - seller' pattern where 'Cookie Cartel' occupies the trailing seller/brand slot after the dash. 'Black Ceaser Dough' is the product description (a flavored cookie dough). 'Cookie Cartel' is a coined brand name for a bakery/D2C seller; the word 'Cartel' is an English word but here used as part of a brand identity, not as a generic descriptor. The structural slot (post-dash suffix) is a recognized seller-name position in this catalog. Morphology-based inference is involved in confirming it as a D2C/small seller brand rather than a recalled large manufacturer, but the structural evidence (trailing '- X' slot) is sufficient to classify as Branded.","The title is in the product – seller pattern: 'Black Ceaser Dough' (generic product/variant) followed by a hyphen and 'Cookie Cartel'. In this catalog, a seller/brand appearing in the trailing '- X' slot counts as branded. 'Cookie Cartel' is capitalized as a proper noun and is not a commodity/unit term; food words can be seller names in this suffix slot. I do not have recalled ownership info for 'Cookie Cartel' (unrecognized token); classification is based on the structural position after the dash, not on brand recall. The leading '#_#' appears to be catalog noise and not a brand token.",0.0086,0.0,likely_wrong;likely_wrong_s2
HING (LG),Branded,LG (Laljee Godhoo & Co.),0.148,D,2,review,"The title follows the pattern 'PRODUCT (BRAND)' where 'HING' is the product — asafoetida, a common Indian spice (Hindi/Urdu vernacular word for asafoetida, Ferula assa-foetida). 'LG' appears in the parenthetical qualifier slot, which in this catalog's naming convention identifies the brand or seller. LG is a well-known Indian spice/hing brand (distinct from the Korean electronics company LG Electronics). The parenthetical position is a structural brand-identifier slot, not a product descriptor. Therefore the product is branded hing under the LG brand name.","‘Hing’ is the Hindi/Urdu vernacular term for asafoetida (a spice), so the head term is a generic product word. ‘LG’ is a known Indian hing brand sold as “L.G. Hing,” owned/manufactured by Laljee Godhoo & Co. (widely listed on retail packs and seller listings). The title format places ‘LG’ in a qualifier slot after the commodity name, which is typically used for brand/seller identification (morphology-based inference, not recalled knowledge). Because ‘LG’ here matches a specific maker/brand—Laljee Godhoo’s L.G. Hing—this item is branded.",0.0601,0.148,likely_wrong;likely_wrong_s2;morphology_guard
Timmys Food Bag,Branded,Timmys,0.0,D,2,review,"The title 'Timmys Food Bag' contains 'Timmys' as a proper noun in the head/modifier position, functioning as a brand or seller name identifying a specific maker or seller of the food bag product. 'Timmys' is not a generic English, Hindi, or other vernacular word for any food or household item — it is a possessive-form proper noun (derived from the personal name 'Timmy'), which structurally occupies the brand/seller slot in the product title. While I cannot recall a large national brand named 'Timmys' in the Indian grocery/food-service space, this is consistent with a small, local, or D2C seller naming their product line after themselves. Note: the inference that this is a seller/brand name is based on the structural slot it occupies and the fact that it is a proper noun, not a vernacular food word — this is partially morphology-based inference, not fully recalled knowledge of a specific registered brand. 'Food Bag' is a generic descriptor for the product type.","The head noun phrase 'Food Bag' is a generic product descriptor. The leading token 'Timmys' functions as a proper-noun modifier in the common catalog pattern '<Brand/Seller> <Product>'. 'Timmys' is not a generic English or Indian vernacular term for a bag or food item (unrecognized token as a commodity word), and it is not an internal code (no numerals/packaging codes). Therefore it identifies the maker/seller line. I do not recall a well-known FMCG owner for 'Timmys'; this conclusion relies on title structure and naming pattern—morphology-based inference, not recalled knowledge.",0.0,0.0,likely_wrong;morphology_guard;likely_wrong_s2
SP Thundercrush French Fries 9mm,Unbranded,NA,0.8176,A,2,review,"The title contains two candidate brand elements: 'SP' (an initialised brand prefix) and 'Thundercrush' (a coined compound word). Together 'SP Thundercrush' functions as a brand name for a line of frozen French Fries, with '9mm' indicating the cut thickness (a product specification). 'SP Thundercrush' is not a vernacular or generic food term in any Indian language — 'Thundercrush' is a coined English compound with no commodity meaning, and 'SP' is an initialised identifier. This combination occupies the brand-name slot at the head of the title before the product descriptor 'French Fries 9mm'. I do not have recalled knowledge of the specific owner/manufacturer of SP Thundercrush, but the token 'Thundercrush' is a morphology-based inference of brandedness supported by the fact that it has no generic or vernacular meaning as a food descriptor. The overall structure — coined prefix + coined compound + product type + specification — is consistent with a branded frozen food SKU.","The commodity core of the title is 'French Fries 9mm', where 9mm is a standard cut-size specification used in foodservice fries (a verifiable specification like 6mm/9mm/12mm). No recognized fry brand tokens appear (e.g., McCain, ITC Master Chef, Lamb Weston, Simplot). The leading tokens 'SP' and 'Thundercrush' are unrecognized tokens with no recalled brand owner; treating them as a brand would be morphology-based inference, not recalled knowledge. There is also no trailing '- SellerName' pattern. Given only a generic product plus size spec and no verifiable brand identifier, this reads as a generic/unbranded fry listing.",0.0,0.8176,likely_wrong;morphology_guard
Grated mozzarella New Onesta,Branded,New Onesta,0.0,D,2,review,"The title follows the pattern '<product description> - <seller/brand name>'. 'Grated mozzarella' is a pure product description (a dairy ingredient, shredded mozzarella cheese). 'New Onesta' occupies the trailing seller/brand slot. 'Onesta' is an Italian/Latin-derived word meaning 'honesty' but is used here as a proper brand identifier for what appears to be a cheese supplier or dairy brand operating in the Indian B2B market. It is not a generic food or household word in any Indian vernacular language. 'New Onesta' as a compound name functions as a brand/seller identifier. Unrecognized token as a nationally famous brand, but the structural slot and proper-noun usage confirm it is a brand or seller name, not a commodity descriptor.","The head phrase “grated mozzarella” is a generic commodity description (mozzarella is a common cheese variety; ‘grated’ denotes cut form). The trailing two-word proper-noun-like phrase “New Onesta” functions as a seller/brand identifier in the catalog’s product–seller structure (product term followed by a name). “Onesta” is not a generic Indian food/household word; it is an Italian word meaning ‘honesty’ and is also used as a commercial name in India (e.g., Onesta pizza restaurants), supporting that it’s a proper-name token rather than a product descriptor. Specific corporate ownership of “New Onesta” is not recalled; treated as a seller/brand name by position (morphology-based inference, not recalled knowledge).",0.0019,0.0,likely_wrong;likely_wrong_s2;morphology_guard
Economy - Staff Toor Dal 1 Kg (Non IP) 131965,Branded,Economy,0.5,,2,review,"The title follows the pattern 'BrandName - ProductDescription', where 'Economy' occupies the seller/brand prefix slot before the dash. 'Economy' here is used as a brand or product-line name by a seller, not as a generic adjective (a generic adjective would not appear in the leading slot before a dash separator). 'Staff Toor Dal' is the product description, '1 Kg' is the pack size, '(Non IP)' likely means non-institutional pack, and '131965' is an internal SKU code. The dash-separated prefix slot in this catalog's naming convention identifies the brand or seller. 'Economy' as a standalone word before a dash in this structural position functions as a brand/product-line identifier. Unrecognized token as a nationally known brand — morphology-based inference, not recalled knowledge — but the structural slot (prefix before dash) is the key determinant here.",,0.0,,likely_wrong;morphology_guard;stage2_error
Amul Fresh Cream 1 Ltr- Exempt,Branded,"Amul (Gujarat Cooperative Milk Marketing Federation, GCMMF)",1.0,A,2,review,"Amul is a well-known Indian dairy brand owned and marketed by the Gujarat Cooperative Milk Marketing Federation (GCMMF), established in 1946 and headquartered in Anand, Gujarat. Amul produces a wide range of dairy products including fresh cream, butter, milk, cheese, and ice cream. 'Fresh Cream' is the product descriptor, '1 Ltr' is the pack size, and '- Exempt' is a GST/tax classification suffix commonly used in Indian B2B catalogs to indicate GST-exempt items. The brand name 'Amul' appears as the leading token in the title, clearly identifying the manufacturer. This is a recalled fact, not morphology-based inference.","The leading token 'Amul' is a recognized Indian dairy brand marketed by the Gujarat Cooperative Milk Marketing Federation (GCMMF), a dairy cooperative based in Anand, Gujarat, India. 'Amul Fresh Cream' is a specific Amul product (UHT dairy cream) sold in India, including in 1 litre packs, which confirms the brand-product pairing. In the title, 'Fresh Cream' is the product descriptor, '1 Ltr' is the pack size, and the hyphenated 'Exempt' is a trailing administrative/tax note, not a brand or seller name. This uses recalled brand knowledge about Amul/GCMMF, not morphology-based inference.",1.0,1.0,morphology_guard
#_# Tag - Gluten-free Paleo Cookies - Le Four,Branded,Le Four,0.0,D,2,review,"The title follows the 'product description - seller/brand' pattern where 'Le Four' occupies the trailing suffix slot after the dash, identifying the maker or seller. 'Le Four' is French for 'The Oven', a phrase commonly used as a bakery/patisserie brand name. While I cannot recall a specific verified corporate registration for 'Le Four' in the Indian D2B grocery context, the structural slot it occupies (post-dash suffix) is the standard seller/brand identifier slot in this catalog's naming convention. The product descriptor 'Gluten-free Paleo Cookies' is a pure product description with no brand content. The brand name is 'Le Four'. Note: specific ownership details are unrecognized from recalled knowledge — the branded classification rests on the structural slot evidence and the fact that 'Le Four' is not a generic food/product word in any Indian vernacular language, nor is it a commodity descriptor.","The core product phrase 'Gluten-free Paleo Cookies' is a generic descriptor: 'gluten-free' and 'paleo' are diet attributes and 'cookies' is the commodity item—none are brand names. The final hyphenated suffix '- Le Four' occupies the trailing seller/brand slot used in this catalog to denote the maker/seller, which counts as branded per the definition. 'Le Four' is French for 'the oven' (a linguistic fact), not an Indian vernacular commodity word, so it is not a generic product attribute here. I do not recall a specific corporate owner for 'Le Four' (unrecognized token); treating it as a seller/bakery brand based on the structural slot, not on recalled brand knowledge (morphology-based inference, not recalled knowledge). The leading '#_# Tag -' appears to be catalog metadata/noise preceding the description, not a maker.",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
CARNATTION MILK  405 GM ( EVAPORATED MILK ),Branded,Carnation (Nestlé),0.0,D,2,review,"CARNATTION is a misspelling of 'Carnation', a well-known evaporated/condensed milk brand originally created by the Pacific Coast Condensed Milk Company in 1899 and acquired by Nestlé in 1985. Nestlé markets Carnation evaporated milk globally, including in India. The 405 GM size and the parenthetical '(EVAPORATED MILK)' confirm this is the product descriptor, while CARNATTION/Carnation occupies the brand-name slot at the head of the title. The misspelling does not change the identity of the brand — it is a common OCR/data-entry error for 'Carnation'.","The head token 'CARNATTION' precedes generic descriptors 'MILK ... (EVAPORATED MILK)' and the size '405 GM', matching the common catalog pattern <brand> <product> <size> (category). 'CARNATTION' is an unrecognized token but is a one-letter variant of 'Carnation' (duplicated T); this mapping is a morphology-based inference, not recalled knowledge. Facts: Carnation is a well-known evaporated milk brand created by the Carnation Company and acquired by Nestlé in 1985; Nestlé markets Carnation-branded evaporated milk. A 405 g can is a standard pack size for Carnation evaporated milk in multiple markets (retailer listings show 405 g tins). Given the brand-category-size alignment specific to Carnation evaporated milk, this listing is branded as Carnation (Nestlé).",0.0019,0.0,likely_wrong;likely_wrong_s2;morphology_guard
