title,label,brandname,conf_phase1,conf_phase2,verdict,status,flags,opus_label,web_findings
Sticker Veg 750 ml Container,Unbranded,,0.8025,1.0,A,accepted,,Unbranded,"I searched for the term “Sticker Veg 750 ml Container” and found no evidence that this phrase corresponds to an actual brand, company, or seller in India. There are numerous Indian businesses offering “veg” or “vegetarian” stickers (e.g., Mindware India, KM Industry, PG Creations, Hyperpure), but none use the full phrase “Sticker Veg 750 ml Container” as a registered name or identifiable brand ([mindwareindia.com](https://www.mindwareindia.com/self-adhesive-veg-round-stickers-green-dot-label/busan?utm_source=openai)). I also looked into distinctive tokens like “750 ml Container,” which commonly appear in product descriptions (unit volume) but are not part of seller or brand names. No company appears to incorporate “750 ml” into its official trading name. Therefore, while many sellers tag this item with general descriptors (like “veg sticker” or container size), there is no indication of "
Crunchy butterscotch PP 100ML,Unbranded,,0.7806,1.0,A,accepted,,Unbranded,"I searched the web for the exact name “Crunchy butterscotch PP 100ML” and found no evidence of a company, brand, or seller in India using that precise name. No matching trademarks, business listings, or marketplace entries appear. The web search did return multiple separate occurrences of “Crunchy Butterscotch” in general product titles—especially in ice‑cream and dessert contexts, like Baskin‑Robbins, Kwality Wall’s, Vadilal—but none include the “PP 100ML” suffix as part of a seller or brand name. Therefore, while “Crunchy Butterscotch” is a common product descriptor, there is no indication of a real company or seller named exactly “Crunchy butterscotch PP 100ML.”"
Oyester Sauce- non veg,Unbranded,,0.8454,1.0,A,accepted,,Unbranded,"Here’s what the web reveals regarding ""Oyester Sauce‑non veg"" as a brand, seller, or company: A product listing by Pou Chong Food Products Pvt. Ltd. includes “Oyester Sauce (Veg)” in its price list, suggesting a product by that name. However, this appears likely to be a typographical variant of ""Oyster Sauce"" rather than a distinctive brand—no further company details or context are provided about the term “Oyester.” ([pouchongfoods.com](https://pouchongfoods.com/wp-content/uploads/2021/05/price-list-2021.pdf?utm_source=openai)) Separately, a supplier brochure (Tajir Private Limited) lists ""Oyester Sauce"" among its products and offerings, again likely a misspelling of “oyster sauce”; nevertheless, it shows a labeled product carrying that name in a company catalog. ([dial4trade.com](https://www.dial4trade.com/uploaded_files/company_pdf/comp_pdf_1475.pdf?utm_source=openai)) I found no evide"
Orange Juice 1 Lltr,Unbranded,,0.8228,1.0,A,accepted,,Unbranded,"I searched for “Orange Juice 1 Lltr” and found no evidence of any brand, company, or seller by that exact name operating in India (or elsewhere). No registered company or marketplace appears under that specific wording. However, the component “1 Ltr” simply denotes a 1‑litre volume and matches many established juice brands (e.g., Dabur’s “Real Activ 100% Orange Juice, 1 L” and “Real Fruit Power Orange Juice, 1 L”) ([hyperpure.com](https://www.hyperpure.com/in/real-orange-juice-1-l/?utm_source=openai)). These are real product lines under Dabur India Ltd, sold on multiple platforms ([jklifestore.com](https://jklifestore.com/product/dabur-real-juice-orange-1ltr?utm_source=openai)). Conclusion: There's no company named “Orange Juice 1 Lltr,” but the “1 Ltr” part aligns with capacity tags used by known brands like Dabur (Real Activ and Real Fruit Power)."
Topper,Unbranded,,0.7266,1.0,A,accepted,,Unbranded,"I found one notable entity in India using the name “Topper”: • A trademark “Topper” (word mark) is registered in India under Class 8—covering shaving razors, electric and non‑electric shaving instruments—by Visage Lines Personal Care Private Limited, based in Paschim Vihar, New Delhi. The application was filed on May 8, 2023 and is registered through February 28, 2024 onwards ([quickcompany.in](https://www.quickcompany.in/trademarks/5927457-topper?utm_source=openai)). No other Indian food‑service, grocery, D2C, cloud kitchen, bakery, or similar company appears to operate under the ""Topper"" name in publicly indexed records or trademarks."
Baked Beans 415 Gm,Unbranded,,0.8324,1.0,A,accepted,,Unbranded,"I searched for “Baked Beans 415 Gm” as a candidate brand, company, or seller name in India. Here’s what the web reveals, facts only: - The term “Baked Beans 415g” appears as a product descriptor rather than a brand or company name. For example, “Habit Baked Beans in Tomato Sauce, 415 g” is a product sold by Habit, manufactured by Austin Foods & Beverages Pvt. Ltd., distributed by Tajir Private Limited in Mumbai, Gujarat – this is clearly not a company called “Baked Beans 415 Gm.” ([bigbasket.com](https://www.bigbasket.com/pd/40115643/habit-baked-beans-in-tomato-sauce-415-g/?nc=l3category&t_pos_item=12&t_pos_sec=1&t_s=Baked%2520Beans%2520In%2520Tomato%2520Sauce&utm_source=openai)) - Another product, “Abbie’s Baked Beans, 415 g,” appears under the brand “Abbie’s” and is sold on SetiaKart and GoodFood Retail platforms; again, this is a brand “Abbie’s,” not a business named “Baked Beans 415 "
Dark Chocolate Paste-NAS,Unbranded,,0.8336,1.0,A,accepted,,Unbranded,"I searched for “Dark Chocolate Paste‑NAS” in connection with Indian brands or sellers but found no references indicating that “Dark Chocolate Paste‑NAS” is a recognized brand, company, or seller. More broadly: • There is an Indian online store “NAS India” operated by “The NEW AHMEDABAD SPORTS DEPOT,” with physical branches in Mumbai and Pune, but it appears unrelated to food products ([nasindia.co](https://nasindia.co/terms-and-conditions/?utm_source=openai)). • Another entity, ""N.A.S Food products"" (Tamil Nadu–based bakery maker of cookies) exists, but does not list any paste-related items ([nasfoods.in](https://www.nasfoods.in/our-products?utm_source=openai)). Thus, while there are companies using the acronym “NAS,” none are linked to a dark‑chocolate paste product. No company or seller was found under the exact name “Dark Chocolate Paste‑NAS,” nor does “NAS” correspond to a known past"
FRENCH HEARTS VINYL STICKER SET,Unbranded,,0.7209,1.0,A,accepted,,Unbranded,"I searched for the exact name “FRENCH HEARTS VINYL STICKER SET” across multiple sources and found no evidence of a brand, company, seller, or registration under that precise name. No Indian business or marketplace listing appears to use ""FRENCH HEARTS VINYL STICKER SET"" as a corporate identity, product line, or seller tag. However, the keywords ""French"" and ""Heart(s)"" do appear frequently in unrelated vinyl sticker offerings from Indian sellers (such as Gadgets Wrap, Stickerdise, Decor Kafe, etc.), but none specifically match this full candidate name. Conclusion: the web search yielded no company, brand name, seller tag, or trademark registration matching “FRENCH HEARTS VINYL STICKER SET.”"
Spice-Peri peri seasoning,Unbranded,,0.7931,1.0,A,accepted,,Unbranded,"Here’s what the web shows for the name “Spice‑Peri peri seasoning”: - No company or brand is found that uses exactly the name **“Spice‑Peri peri seasoning”** as an official brand or seller. - However, several Indian manufacturers or suppliers offer **“Peri Peri Seasoning”** under various brand names: - **Shree Hari Spice** (no location given, but marketed across India) lists “Peri Peri Seasoning” among its spice blends used for snack products like potato chips ([shreeharispice.com](https://shreeharispice.com/?utm_source=openai)). - **Valida Foods Pvt Ltd.**, based in **Surat, Gujarat**, offers a **Peri Peri Seasoning**, export‑grade, with full contact and address details ([validafoods.com](https://validafoods.com/product/detail/peri-peri-seasoning?utm_source=openai)). - **Annapurna Home Industries** (India) is a manufacturer and bulk supplier of **Peri Peri Masala** for snacks/HoReCa, wi"
SS Mould Round Cutter - 12pcs,Unbranded,,0.8329,1.0,A,accepted,,Unbranded,"I searched for the exact string “SS Mould Round Cutter – 12 pcs” and found no direct matches for a company, brand, or seller using that full name. However, I did find a business simply named **S.S. MOULD**, located in Mangol Puri Industrial Area, New Delhi, operating in resin, synthetic rubber, and plastics manufacturing ([dnb.com](https://www.dnb.com/business-directory/company-profiles.ss_mould.3ae2a4bd673ca7b973ec873f7f2ea237.html?utm_source=openai)). While not a perfect match, it is a real company whose name overlaps partially with the “SS Mould” token. No active seller or brand using the full title “SS Mould Round Cutter – 12 pcs” surfaced."
Note Pad 3x3,Unbranded,,0.7963,1.0,A,accepted,,Unbranded,"I searched the web for the term “Note Pad 3x3” as a brand, seller, or company name and found no evidence of any business by that exact name in India. Every occurrence of “Note Pad,” “sticky note pad,” or “3x3” appeared generically used for products rather than referring to a company or brand called “Note Pad 3x3.” Therefore, the search yields no company, seller, or trademark registered under the specific name “Note Pad 3x3.”"
Gochujang 17kg Tin,Unbranded,,0.849,1.0,A,accepted,,Unbranded,"I searched the web for “Gochujang 17 kg Tin” as a candidate brand or seller name. The name itself appears generic and descriptive, not a registered company or brand name. Instead, it describes a bulk packaging format used by actual brands. - I found a South Korean brand named **Gukhwapyo** (via Byulmi Foods), which sells “Gukhwa Gochujang 17 kg” as a restaurant/bulk ingredient for tteokbokki. That is a valid product listing, but the brand is **Gukhwapyo**, not “Gochujang 17 kg Tin.” ([en.specialtaste.co.kr](https://en.specialtaste.co.kr/category/traditional-sauce/27/?utm_source=openai)) - The Korean company **Bumil** offers ""Bumil Gochujang"" available in sizes up to 17 kg. Goods listed include 250 g, 3 kg, and **17 kg**, but again the brand is **Bumil**, not “Gochujang 17 kg Tin.” ([gobizkorea.com](https://www.gobizkorea.com/user/goods/frontGoodsDetail.do?goods_no=GS2018072752502&utm_sou"
Red Fondant,Unbranded,,0.81,1.0,A,accepted,,Unbranded,"I searched for “Red Fondant” as a potential Indian brand or seller. I found no evidence of a company, bakery, D2C label, trademark, or marketplace listing under the standalone name “Red Fondant” in India. However, I did find several Indian businesses offering products with “Red fondant” in their product descriptions: • **Bakeyy (Bengaluru)** lists “Tropolite Red Fondant – 1 kg,” a ready-to-roll sugar paste sold via their wholesale baking & packaging store in Bengaluru ([bakeyy.com](https://bakeyy.com/products/fondant-1kg?utm_source=openai)). • **Bakehaven (Mumbai)** offers “Fondant” in various colors including red, produced by Bakehaven Confectioneries LLP based in Malad West, Mumbai ([bakehavenonline.com](https://bakehavenonline.com/products/fondant?utm_source=openai)). Neither of these uses “Red Fondant” as a distinct brand name; rather, it’s part of a generic product description. Ther"
Envelope,Unbranded,,0.7898,1.0,A,accepted,,Unbranded,"Here’s what the web shows regarding “Envelope” as a candidate brand/company/seller name in India: - I found **no company** simply named *Envelope* as a standalone brand or seller in India. - However, there are **several companies** whose names include the word “Envelopes” (plural), all of which manufacture or trade in envelopes and related products: - *Shakti Envelopes (I) Pvt. Ltd.*, a private limited manufacturer and exporter of envelopes and paper packaging based in Mumbai, Maharashtra ([shaktienvelopes.com](https://shaktienvelopes.com/about-us/?utm_source=openai)). - *Basant Envelopes-N-Print Limited*, a major envelope manufacturer in Mumbai with over two decades of experience ([basantenvelopes.com](https://www.basantenvelopes.com/?utm_source=openai)). - *Peace India Limited (Unit II)*, a Hyderabad-based manufacturer and supplier of various envelopes including plain, kraft, window, a"
#_# Asafoetida / Hing - murukku,Unbranded,,0.839,1.0,A,accepted,,Branded,"I did not find any company, seller, or trademark named exactly “#_# Asafoetida / Hing - murukku.” That string appears to be a product descriptor rather than a brand or seller name. However, there are several legitimate Indian businesses whose names include distinctive terms such as “Asafoetida,” “Hing,” or even sometimes “Murukku,” though not in this exact combination. While none precisely match the candidate title, here are a few real companies that align with those elements: • Talwar Sons – a long‑standing manufacturer of compounded Asafoetida in South India, based in Coimbatore, known for private labeling and producing large volumes of Hing powder ([talwarsons.co.in](https://www.talwarsons.co.in/?utm_source=openai)). • R. M. Kanani & Co. – based in Vadodara, Gujarat, and a manufacturer of Laxmi Hing (asafoetida), offering crystal, granules, and compounded forms ([hingasafoetida.co](ht"
Momo Steamer,Unbranded,,0.8084,1.0,A,accepted,,Unbranded,"Here’s what the web reveals about the name **“Momo Steamer”** as a potential brand, company, or seller in India: - Multiple Indian manufacturers and suppliers use the term ""Momo Steamer"" in their product listings. For example, **King International** in Delhi, **Yuaan Enterprises** (also Delhi), **Energy Solutions** (Ambala Cantt), **SS Fabricators** (Hyderabad), **Owlblack Foods Products Pvt Ltd** (Mumbai), and others appear in TradeIndia listings under “Momo Steamer” products ([tradeindia.com](https://www.tradeindia.com/manufacturers/momo-steamer.html?utm_source=openai)). - **Premier Kitchen Machinery & Hardware Co.** (Chawri Bazar, New Delhi) lists “Momo Steamer” (steel, electric, aluminum) as part of its wholesale hardware equipment line, clearly identifying it as a product they deal in ([premierkitchenmachinery.com](https://www.premierkitchenmachinery.com/momo-steamer.html?utm_source"
Wooden Cutlery Kit,Unbranded,,0.8421,1.0,A,accepted,,Unbranded,"Here’s what I found regarding “Wooden Cutlery Kit” as a brand or company name in India: • There is no evidence that “Wooden Cutlery Kit” is itself a formal or registered brand name or company in India; rather, it appears generically as a product descriptor used by many sellers. I found a Chinese manufacturer named Ancheng offering a “Compostable Eco Friendly Wooden Cutlery Kit,” but this is not an Indian company or brand ([anchengfoodservice.com](https://www.anchengfoodservice.com/compostable-eco-friendly-wooden-cutlery-kit.html?utm_source=openai)). • Multiple Indian manufacturers and suppliers produce or market wooden cutlery and cutlery kits under their own distinct business names, such as Green Diner (Thane, Maharashtra), Razvi Exports (Sambhal), Pappco Greenware, Sohail Industries (Delhi), and many others listed on B2B marketplaces ([tradeindia.com](https://www.tradeindia.com/product"
Cling Film,Unbranded,,0.8404,1.0,A,accepted,,Unbranded,"Here’s what I found regarding “Cling Film” as a brand, company, or seller in India: - There is **no evidence** of any company, brand, or seller in India whose actual name is *Cling Film*. The term appears only as a common product descriptor used by many packaging and film manufacturers—not as a standalone business name. - Multiple Indian firms manufacture or supply cling film under their own brand identities. For example: • **Swastika Foil LLP**, based in Gurugram, Haryana, supplies cling film along with aluminium foil and butter paper ([swastikafoil.com](https://swastikafoil.com/?utm_source=openai)). • **Swastik Impex** in Ahmedabad, Gujarat, lists PVC cling film among its products ([swastikimpex.co.in](https://www.swastikimpex.co.in/company-profile.html?utm_source=openai)). • **Rainbow Polymers**, located in Indore, Madhya Pradesh, offers food‑grade and biodegradable PVC cling film ([r"
Sparkling Water,Unbranded,,0.794,1.0,A,accepted,,Unbranded,"I searched for the name “Sparkling Water” as a standalone brand or seller in India and found no company or trademark registered under that exact name. This suggests there is no distinct entity using “Sparkling Water” as its brand or seller identity. However, there are several actual Indian companies that market sparkling or flavoured sparkling water under unique brand names—including: • Nevas – a premium sparkling water product line by Budhia Beverages, based in Gujarat, offering sparkling water among other mineral and vitamin-enriched waters ([nevas.in](https://nevas.in/about-us/?utm_source=openai)). • Polka Pop – a D2C clean-label flavoured sparkling water brand launched in January 2021, headquartered in India ([polkapop.in](https://polkapop.in/blogs/news/about-us?utm_source=openai)). • Malaki – a Mumbai-based D2C brand (A1 Cuisines Pvt Ltd) offering Himalayan sparkling water among oth"
GLOVES BLUE,Unbranded,,0.7988,1.0,A,accepted,,Unbranded,"I searched the web for “GLOVES BLUE” as a candidate brand or seller name in India and found no exact matches indicating a company, brand, or seller operating under that precise name. There are numerous listings of “blue gloves” (e.g., nitrile, examination, or food‑grade gloves) offered by various Indian suppliers—such as Upasana Enterprises in Mumbai, V&M Contractors in Ghaziabad, R H Healthcare in Gandhinagar, P.K. Engineers in Nashik, among others—none of which use “Gloves Blue” as their formal name ([tradeindia.com](https://www.tradeindia.com/products/nitrile-examination-gloves-c11047429.html?utm_source=openai)). Consequently, while “blue gloves” appears commonly as a product descriptor, I found no evidence of an actual company, brand, or seller officially named “Gloves Blue.”"
Sweets Milk Kalakand,Unbranded,,0.82,1.0,A,accepted,,Unbranded,"I found no real (registered) company, brand, or seller in India that is literally named **“Sweets Milk Kalakand”**. However, several vendors and manufacturers list **Kalakand** or **Milk Kalakand**—the generic sweet—as part of their product offerings under their own business names, including: • **Luxotica TasteQuotient OPC Pvt Limited** (est. 2025, Gurugram, Haryana), manufacturer and supplier of “Milk Kalakand” on TradeIndia. ([tradeindia.com](https://www.tradeindia.com/products/milk-kalakand-c12562795.html?utm_source=openai)) • **Akshaya Dairy Products** in Bangalore, Karnataka, offering “Fresh Kalakand Sweet” and “Fresh Milk Cake” among other dairy sweets. ([exportersindia.com](https://www.exportersindia.com/akshaya-dairy-products/milk-sweets.htm?utm_source=openai)) • **Devi Sweets (Since 1926)** in Visakhapatnam, Andhra Pradesh, selling Kalakand under its brand. ([delicacysweets.com]"
Blue Berry 250Gs,Unbranded,,0.8411,1.0,A,accepted,,Unbranded,"I searched for the name **“Blue Berry 250Gs”** as a potential brand, seller, or company in India. I found **no evidence** of any actual business, brand, or seller using the exact name **“Blue Berry 250Gs”**. No company, trademark, or marketplace listing matches that specific name. However, I located several related entities that include the terms “Blue,” “Berry,” or “250 g”—though none correspond exactly: - **Ooty Chocolate Factory** sells a product called *“Blue Berry”* available in 250 g, 500 g, and 1 kg variants, but this is a product line from a chocolate maker in Ooty, Tamil Nadu—not a company called “Blue Berry 250Gs” ([ootychocolatefactory.in](https://ootychocolatefactory.in/products/blue-berry?utm_source=openai)). - Several dried-blueberry products exist in 250 g sizes under different brand names such as ProV, Shakti Dry Fruits, Govindjee Store, Rootz Organics, and marketplace se"
Soda 750ml- @ 18%,Unbranded,,0.8412,1.0,A,accepted,,Unbranded,"I searched for “Soda 750ml‑ @ 18%” (including “Soda 750ml” and “@ 18%”) and found no evidence indicating that this is the name of a brand, company, seller, or registered entity in India. No listings, trademarks, or marketplace references exist for an entity using that exact name. A search for just “Soda 750ml” turns up well-known beverage brands like Bisleri Soda 750 ml—produced by Bisleri and widely available across India ([bisleri.com](https://www.bisleri.com/bisleri-soda-water-bottles/BSDW-750ML12-240.html?utm_source=openai))—but none with a name matching “Soda 750ml‑ @ 18%.” The distinctive string “@ 18%” does not correspond to any company or seller name in the context of Indian B2B grocery or food‑service catalogs based on current web search results. Thus, there appears to be no legitimate company, trademark, or seller operating under the name “Soda 750ml‑ @ 18%.”"
White Envelope Cover,Unbranded,,0.8326,1.0,A,accepted,,Unbranded,"I found no evidence of any actual brand, company, or seller registered under the exact name “White Envelope Cover” in India. A search for that specific name yielded general listings of “white envelope covers” as generic products—offered by various stationery and book stores (e.g., vendors on Justdial in Surat, Chennai, Mumbai, etc.) ([justdial.com](https://www.justdial.com/india/envelope-cover-white?utm_source=openai)). However, several legitimate Indian companies do produce or supply white envelopes: • Aadar Paper Products LLP (Ahmedabad, Gujarat) is a paper-converting and envelope‑manufacturing company founded in August 2018, making various envelope types including white ones ([aadarpaper.co](https://aadarpaper.co/?utm_source=openai)). • Sahyogi Enterprise (factory established 2003) manufactures synthetic, non‑tearable covers and envelopes (including milky‑white options), covering a wi"
NOTEBOOK LONG 200 PAGES,Unbranded,,0.8495,1.0,A,accepted,,Unbranded,"I searched the web for ""NOTEBOOK LONG 200 PAGES"" as a candidate brand/seller name in India and found no specific company or brand literally named ""NOTEBOOK LONG 200 PAGES"" listed as an entity. However, multiple Indian stationery sellers offer products described as ""Long Notebook – 200 Pages"": • Swarom Digital Media, based in Bhiwandi (Maharashtra), lists a “Student Long 200 Pages Notebook” under its product offerings ([tradeindia.com](https://www.tradeindia.com/products/student-long-200-pages-notebook-c11211097.html?utm_source=openai)). • Nagpal Stationers (Delhi) offers a “NS 200 Pages Long Notebook”, with brand name listed as Nagpal Stationers ([tradeindia.com](https://www.tradeindia.com/products/ns-200-pages-long-notebook-c10129275.html?utm_source=openai)). These indicate the presence of sellers listing items matching the phrase ""long 200 pages notebook,"" though not as a formal brand "
Hand Sanitizer,Unbranded,,0.776,1.0,A,accepted,,Unbranded,"I found no evidence that “Hand Sanitizer” is a registered or used name of a company, brand, or seller operating in India (or elsewhere) under that exact generic phrase. However, there is a registered trademark in India that includes “Hand Sanitizer” as part of the branding: “Hand Sanitiz Kinds Hand Sanitizer” is a trademark application filed by Piramal Enterprises Limited, under Class 5 for hand sanitizer for medical purposes, with an address in Mumbai, Maharashtra ([companyvakil.com](https://www.companyvakil.com/trademarksearch/Hand-Sanitiz-Kinds-Hand-Sanitizer/542003?utm_source=openai)). Additionally, a distinct brand “HAN‑GEL”—registered under Class 5 for human-use hand sanitizers—belongs to PSK Pharma Pvt Ltd, based in Karnataka (Chennai/Karnataka region) ([indiafilings.com](https://www.indiafilings.com/search/han-gel-tm-2502463?utm_source=openai)). No standalone company or seller na"
CARRY BAG 500GM,Unbranded,,0.8248,1.0,A,accepted,,Unbranded,"I searched for “CARRY BAG 500GM” as a standalone name in the context of an Indian B2B/grocery‑service catalog. I found no evidence that it is a registered brand, company, or seller name—in all instances, “carry bag” appears purely as a generic product descriptor rather than a business or trademarked identity. Instead, this search turned up numerous Indian manufacturers and suppliers offering “carry bags” with 500 gm capacity, but under their own company or brand names. Examples include: • Lakshmi Industries (Singrauli, Madhya Pradesh) offering eco‑friendly non‑woven carry bags with capacities from 500 gm to 5 kg ([tradeindia.com](https://www.tradeindia.com/products/eco-friendly-non-woven-carry-bag-with-weight-capacity-500gm-5-kg-8160851.html?utm_source=openai)). • SR Plastic (Delhi) offering waterproof yellow plastic carry bags available in 500 gm through 5 kg capacities ([tradeindia.com"
Hummus,Unbranded,,0.7831,1.0,A,accepted,,Unbranded,"Here’s what the web shows about “Hummus” as a brand, company, or seller in India: • Multiple Indian brands actively produce and sell hummus under their own names—for example, **Wingreens Farms**, **Earthy Bliss**, **Natuf** (based in Bangalore, with a manufacturing facility in Electronic City and a café in Indiranagar), **Indic Roots**, **All That Dips** (Vadodara-based), **Kaze Living**, and **DAMAI** (Mumbai-based; focuses on bulk/wholesale) all offer hummus products ([restaurantindia.in](https://www.restaurantindia.in/article/8-popular-hummus-brands-in-india.14611?utm_source=openai)). • **Natuf** specifically lists hummus among its Levantine product lines and confirms its base in Bangalore with both production and retail operations there ([shop.natuf.com](https://shop.natuf.com/pages/faqs?utm_source=openai)). • **Space Age Foods**, a Mumbai-based startup, is developing India’s first p"
BREAD COVER 2,Unbranded,,0.7396,1.0,A,accepted,,Unbranded,"I searched for “BREAD COVER 2” as a company, brand, or seller in India, and found no evidence that this exact name corresponds to any registered business, trademark, or seller. No listings under that name appear in company registries, trade catalogues, online B2B directories, or marketplaces. I also attempted variations such as trademark and listing searches and similarly found nothing matching “Bread Cover 2”. However, I did find several companies in India involved in manufacturing or distributing bread covers (packaging) as a product category: • SVR Packaging (Bengaluru, Karnataka) manufactures LDPE/PP bread covers (half‑pound to one‑pound, plain and printed) and lists outlets like Vasantha Lakshmi Enterprises and Sri Balaji Industry in Bengaluru ([svrpackaging.com](https://www.svrpackaging.com/our-products?utm_source=openai)). • Swastik Poly Pack (Chennai, Tamil Nadu) is a registered "
Cassata - 125ml,Unbranded,,0.7558,1.0,A,accepted,,Unbranded,"Here’s what the web reveals about “Cassata – 125 ml” as a brand, company, or seller in India: - The term “Cassata” in India is widely used generically to denote a layered ice‑cream dessert (ice‑cream with sponge cake and nuts)—not necessarily a specific brand. This usage is broadly prevalent across menus and product categories ([en.wikipedia.org](https://en.wikipedia.org/wiki/Cassata?utm_source=openai)). - Several established Indian ice‑cream brands have “Cassata” as a product line, including: • Vadilal Industries, which introduced cassata ice‑cream to Indian consumers back in 1950 ([en.wikipedia.org](https://en.wikipedia.org/wiki/Vadilal?utm_source=openai)), • Amul (Kaira District Co‑operative Milk Producers’ Union), which sells “Amul Cassatta Ice Cream” in 150 ml units ([kpnfresh.com](https://www.kpnfresh.com/amul-cassatta-ice-cream/p/10002854?utm_source=openai)), • Arun Icecreams (Hat"
#_# Stapler,Unbranded,,0.7666,1.0,A,accepted,,Unbranded,"I ran web searches for “#_# Stapler” and variants but found no evidence of a company or brand in India (or elsewhere) using that exact name. No listings appeared under that name in business listings, trademarks, or marketplaces—so it does not correspond to any registered or known entity. However, searches for “stapler” more generally reveal several real Indian companies and brands: • Metro Industries (Meerut, Uttar Pradesh) manufactures stapling and nailing equipment, including pneumatic and manual carton staplers, under its own name, Metro Industries. It is a registered entity with GST and export credentials. ([metrostaples.in](https://www.metrostaples.in/?utm_source=openai)) • Saima Staples is a registered brand of precision staple pins, manufactured by Venkatesh Industries in Pune, Maharashtra. Founded in 2010, the “Saima Staples” brand was launched in 2022 and caters to industrial an"
Roll Sleeve Red,Unbranded,,0.7443,1.0,A,accepted,,Unbranded,"I searched for “Roll Sleeve Red” as an Indian brand, company, or seller and found no evidence of any real company or trademark under that name. The term appears purely descriptive—referring to a “roll‑sleeve” garment in red—rather than identifying a business entity. Searches for “Roll Sleeve Red” did not return any listings, corporate names, or trademark registrations specific to that phrase. Therefore, despite sellers in such catalogs often using generic descriptors as seller names, I could not locate any Indian business, D2C label, or registered brand called “Roll Sleeve Red.”"
Hair Net,Unbranded,,0.8374,1.0,A,accepted,,Unbranded,"Here is what the web reveals about “Hair Net” used as a candidate brand or seller name in India: • A generic category titled “Hair Nets” appears on ExportersIndia listing several manufacturers and suppliers such as RPM Corporation (Thane, Maharashtra), K‑2 Cloth (Haridwar, Uttarakhand), S.D. Creation (Hyderabad, Telangana), Rudra Manufacturer (Rajkot, Gujarat), Safetek Healthcare (Rajkot), and others, but none of these entities appear to use “Hair Net” itself as a distinctive company or brand name—rather it’s the product category ([exportersindia.com](https://www.exportersindia.com/indian-suppliers/hair-nets.htm?utm_source=openai)). • On Justdial, listings for “HAIR NET” appear under various vendors (for example Synpack And Flexibles in Bangalore) as a product label—not a brand—used in catalogue listings ([justdial.com](https://www.justdial.com/india/Hairnet?utm_source=openai)). • I foun"
Cake Saver,Unbranded,,0.8082,1.0,A,accepted,,Unbranded,"Here’s what the web reveals about **“Cake Saver”** as a name (brand/company/seller): • A U.S.-based company named **Cake Savers** (with an “s” at the end) exists—headquartered in Santa Clarita, California, founded in 2013—specializing in cake protectors like sneeze/spit guards to safeguard cakes at events ([linkedin.com](https://www.linkedin.com/company/cake-savers?utm_source=openai)). • In India, “Cake Saver” appears generically in packaging and product contexts (e.g., a “Cake Stability Saver Stand” sold by Bakeyy in Bengaluru, or “Cake Saver Tripod Stand” stabilizers on baking tools e‑commerce sites), but no distinct Indian bakery or seller named “Cake Saver” was found ([bakeyy.com](https://bakeyy.com/products/cake-stability-saver-stand-for-secure-transportation?utm_source=openai)). No trademark evidence or listings indicated an Indian company formally named “Cake Saver.”"
200m Tie,Unbranded,,0.787,1.0,A,accepted,,Unbranded,"I searched extensively for “200m Tie” as a brand or seller name in India and found no evidence of any company, seller, or trademark operating under that exact name. No business listings, catalogs, or corporate entities directly using “200m Tie” were located. Because the catalog’s title also contains the descriptor ""200m,"" which often refers to a product attribute (like 200‑meter length) rather than a brand, I looked for entities with “Tie” or “200m” separately but none corresponded to a business named “200m Tie.” In conclusion, the search yielded no company or brand named “200m Tie” in India or elsewhere."
Noodle ( Thin Vala ),Unbranded,,0.8185,1.0,A,accepted,,Unbranded,"I searched for **“Noodle (Thin Vala)”** and **“Thin Vala Noodle”** in the context of India, and did not find any Indian business, brand, seller, or cloud kitchen specifically using that exact name. No relevant company, marketplace listing, trademark filing, or regional outlet with ""Noodle (Thin Vala)"" surfaced in search results. I also checked for each distinctive token — “Noodle,” “Thin Vala” — but without any matching entity in India. Therefore, based on the web search, there is currently **no evidence of a real company, brand, or seller named “Noodle (Thin Vala)”**."
CC CONTAINER - 375ML,Unbranded,,0.8231,1.0,A,accepted,,Unbranded,"I searched for **“CC CONTAINER – 375ML”** and related terms as a brand, company, or seller name in India. I did not find any company or brand registered or operating under the exact name **“CC CONTAINER – 375ML”**. There is no indication that this is a standalone corporate entity, seller, or branded manufacturer in India. However, the term **“CC Container”** appears within product descriptions from **Kalyani Materials & Co., Chennai**, where “CC Container” is used generically to designate a PET hinged food-grade container—for example, a **375 mL hinged container** is listed under PET Hinged Containers as **“CC Container”** (skew for 100 CC hinged CC Container) ([kalyanimaterials.net](https://www.kalyanimaterials.net/hinged-containers.html?utm_source=openai)). Kalyani Materials & Co. is an established packaging supplier located in Chennai, Tamil Nadu, offering various sizes of hinged cont"
