title,brand,old_pred,old_conf,new_pred,reasoning_conf,conf_delta,escaped_grey,verifier_token,justification,error
Paper Straw,Unbrand,unbranded,0.9991,unbranded,1.0,0.0009,True,Yes,"The title contains only two words: 'Paper' and 'Straw.' 'Paper' describes the material the product is made from, and 'Straw' describes the product type itself. Neither word identifies a real manufacturer or company name — together they simply describe what the item is: a drinking straw made of paper.",
Lemon Grass (Green),Unbranded,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains two potential signal words: 'Lemon Grass' and 'Green.' 'Lemon Grass' is a descriptive term identifying the type of plant/herb, not a manufacturer or company name. 'Green' is a color descriptor, likely indicating a variety or visual characteristic of the product. Neither word identifies a real maker or company, so the title only describes what the item is.",
SOYABEEN RAW,unbranded,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains two words: 'SOYABEEN' (a variant spelling of 'soybean') and 'RAW.' 'SOYABEEN' identifies the ingredient/product type — a legume — and is purely descriptive of what the item is. 'RAW' is a processing or preparation descriptor indicating the item is unprocessed. Neither word names a manufacturer or company, so the product is unbranded.",
Chicken wings Coated ( ITC ),Olio,branded,0.9999,branded,0.9968,-0.0031,True,Yes,"The title contains the abbreviation 'ITC,' which is a real and well-known company name — ITC Limited is a major Indian conglomerate with a food products division that manufactures and sells processed food items. The words 'Chicken wings Coated' are purely descriptive, identifying the product type (chicken wings) and its preparation style (coated). Since 'ITC' clearly identifies a real maker rather than describing the product itself, the item is classified as branded.",
#_# Mysore Chutney Frozen - Murukku,Unbranded,unbranded,0.8741,unbranded,1.0,0.1259,True,Yes,"The words 'Mysore' and 'Murukku' are the most distinctive terms in this title. 'Mysore' refers to a city in India and is used here as a regional/descriptive qualifier for the chutney style, not as a company or maker name. 'Murukku' is a traditional South Indian snack, making it a product type descriptor rather than a brand. No part of this title identifies a real manufacturer or company; the title as a whole only describes what the item is — a frozen Mysore-style chutney with murukku.",
Vanaspati 1kg pkt,unbranded,branded,0.2539,unbranded,1.0,0.7461,True,Yes,"The word 'Vanaspati' refers to a type of hydrogenated vegetable oil or ghee common in South Asian cooking — it is a descriptive product-type term, not a manufacturer or company name. '1kg' is a weight measurement and 'pkt' is an abbreviation for 'packet,' both of which describe the size and packaging format. No part of this title identifies a real maker or brand.",
Green Grapes,Unbranded,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains only two words: 'Green' and 'Grapes.' 'Green' is a descriptive term indicating color, and 'Grapes' is the product type — a common fruit. Neither word identifies a real maker or company; the title simply describes what the item is by its color and category.",
Bayleaf Chounk,unbranded,unbranded,0.9707,unbranded,1.0,0.0293,True,Yes,"The two words in the title are 'Bayleaf' and 'Chounk.' 'Bayleaf' refers to the bay leaf herb, a common culinary ingredient, making it a descriptive term for the product's content. 'Chounk' (also spelled 'chaunk' or 'chonk') is a South Asian cooking technique involving tempering whole spices in oil or ghee, making it a descriptive term for the product type or preparation style. Neither word identifies a real manufacturer or company, so the title only describes what the item is.",
Breakfast Sugar Trust 1 Kg,Unbranded,branded,0.9724,unbranded,0.982,0.0096,True,Yes,"The words 'Breakfast' and 'Sugar' are descriptive terms indicating the product type and ingredient, not a maker's name. 'Trust' could potentially signal a brand, but in this context it reads as a descriptive or aspirational quality descriptor rather than a clearly identifiable manufacturer or company name. '1 Kg' is simply a weight measurement. Since no part of the title unambiguously identifies a real maker, the product is classified as unbranded.",
JALI MAT 10MM HEAVY,Unbranded,unbranded,0.9945,unbranded,1.0,0.0055,True,Yes,"The title contains three potentially notable words: 'JALI,' 'MAT,' and 'HEAVY.' 'MAT' is clearly a descriptive product type term. 'HEAVY' is a descriptive term indicating weight or durability. 'JALI' refers to a mesh or lattice pattern (a common term in South Asian contexts for a grid/net structure), making it a descriptive style or material term rather than a manufacturer or company name. Since no part of the title identifies a real maker or company, the product is unbranded.",
Breakfast Sugar 1Kg,unbranded,unbranded,0.9843,unbranded,1.0,0.0157,True,Yes,"The title contains three elements: 'Breakfast,' 'Sugar,' and '1Kg.' 'Sugar' is a generic ingredient/product type, not a maker's name. 'Breakfast' is a descriptive term indicating the intended use or occasion for the product. '1Kg' is a weight measurement indicating package size. None of these words identify a real manufacturer or company, so the product is unbranded.",
Paper Straws 6mm (100PC),unbranded,unbranded,0.9994,unbranded,1.0,0.0006,True,Yes,"The title contains no word that identifies a real maker or company. 'Paper Straws' describes the product type and material, '6mm' is a size measurement, and '100PC' is a quantity indicator — all purely descriptive terms with no manufacturer name present.",
Liquid Glucose,unbranded,unbranded,0.9997,unbranded,1.0,0.0003,True,Yes,"The title contains only two words: 'Liquid' and 'Glucose.' 'Liquid' is a descriptive term indicating the physical state or form of the product, not a maker's name. 'Glucose' is an ingredient/substance name identifying what the product is. Neither word identifies a real manufacturer or company, so the title is purely descriptive.",
Keora Water 500Ml,unbrand,unbranded,0.9344,unbranded,0.9019,-0.0325,True,Yes,"The title contains three elements: 'Keora Water', '500Ml', and the combination of these. 'Keora Water' refers to a flavored water distilled from the keora (pandanus) flower, making it a descriptive product-type term rather than a manufacturer or company name. '500Ml' is simply a volume measurement indicating the container size. Since no part of the title identifies a real maker or brand, the product is unbranded.",
GARLIC WHOLE,UNBRANDED,unbranded,0.9997,unbranded,1.0,0.0003,True,Yes,"The title contains two words: 'GARLIC' and 'WHOLE.' 'GARLIC' is a common vegetable/ingredient name, not a maker or company name. 'WHOLE' is a descriptive term indicating the form or preparation of the product. Neither word identifies a real manufacturer or company, so the title only describes what the item is.",
Chilled Chicken Thigh Boneless 1 kg (Rsons),OUTLET,branded,0.998,branded,1.0,0.002,True,Yes,"The word 'Rsons' appears in parentheses at the end of the title, which is a common way to indicate the maker or seller of a product. 'Rsons' does not describe any characteristic of the product — it is not a type, ingredient, material, size, or flavor — suggesting it functions as a brand or company identifier. The remaining words ('Chilled Chicken Thigh Boneless 1 kg') are purely descriptive terms covering the preparation state, product type, cut, and weight. Since 'Rsons' serves to identify who makes or sells the item rather than what it is, the product is classified as branded.",
RAJDHANI - SOOJI (1KG),unbranded,branded,1.0,unbranded,0.6859,-0.3141,False,Yes,"The word 'RAJDHANI' could signal a brand, but it is also a common Hindi/Urdu word meaning 'capital city' and is widely used as a descriptive or thematic term; the title alone provides no clear evidence it refers to a specific manufacturer or company. 'SOOJI' is simply the Hindi name for semolina, describing the product type. '1KG' is a weight measurement, not a brand identifier. Without additional context confirming RAJDHANI as a registered maker, the title reads as purely descriptive.",
Lemon Leaves Fresh,unbrand,unbranded,0.9996,unbranded,1.0,0.0004,True,Yes,"The title contains three words: 'Lemon,' 'Leaves,' and 'Fresh.' 'Lemon' is a flavor/ingredient descriptor identifying the type of plant, 'Leaves' is a descriptive term for the part of the plant, and 'Fresh' is a condition/quality descriptor. None of these words identify a real manufacturer or company — they collectively describe what the product is rather than who makes it.",
Mutton currycut,unbranded,unbranded,0.9989,unbranded,1.0,0.0011,True,Yes,"The title contains two words: 'Mutton' and 'currycut.' 'Mutton' is a descriptive term referring to the meat of an adult sheep, identifying the ingredient/product type. 'Currycut' is a descriptive term indicating the style or cut of the meat prepared for curry cooking. Neither word identifies a real manufacturer or company; the title solely describes what the product is.",
Thermal Paper Roll   Billing,unbranded,unbranded,0.9994,unbranded,1.0,0.0006,True,Yes,"The title contains the words 'Thermal,' 'Paper,' 'Roll,' and 'Billing,' all of which are purely descriptive terms. 'Thermal' describes the paper's printing technology, 'Paper Roll' describes the physical form of the product, and 'Billing' describes its intended use or application. None of these words identify a real manufacturer or company name, making this an entirely descriptive product title.",
SP Thundercrush French Fries 9mm,Unbranded,branded,0.954,unbranded,1.0,0.046,True,Yes,"The title contains three potential brand signals: 'SP', 'Thundercrush', and '9mm'. 'SP' appears to be an internal code or abbreviation rather than a recognizable company name. 'Thundercrush' sounds like a descriptive style or product line name referring to the cut or texture of the fries, not a real manufacturer or company. '9mm' is a measurement describing the thickness of the french fry cut, which is purely descriptive. Since no part of the title clearly identifies a real maker or company, the product is unbranded.",
Milk Powder Nestle 1 Kg,Unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The word 'Nestle' in the title is a real, globally recognized manufacturer and company name — it identifies WHO makes the product. The remaining words 'Milk Powder' describe WHAT the product is (its type and ingredient), '1 Kg' indicates the size/weight, and none of these are brand identifiers. Because 'Nestle' clearly names the maker, the product is classified as branded.",
RAMPURI MIRCH,Unbranded,unbranded,0.9977,unbranded,1.0,0.0023,True,Yes,"The title contains two words: 'RAMPURI' and 'MIRCH'. 'Mirch' is a common South Asian word meaning chili/pepper, making it a descriptive product-type term. 'Rampuri' is a geographic/style descriptor referring to the Rampur region or style, functioning as an adjective describing the variety or origin of the chili rather than identifying a manufacturer or company. Neither word names a real maker or brand, so the title only describes what the item is.",
PAPER NAPKINS,unbranded,unbranded,0.9993,unbranded,1.0,0.0007,True,Yes,"The title contains only two words: 'PAPER' and 'NAPKINS.' 'Paper' is a material descriptor indicating what the napkins are made of, and 'Napkins' is the product type itself. Neither word names a manufacturer or company — together they simply describe what the item is. There are no brand indicators anywhere in the title.",
Vat 69,unbranded,branded,0.9999,branded,1.0,0.0001,True,Yes,"The term 'Vat 69' is the specific word combination that signals a brand. 'Vat 69' is a well-known Scotch whisky brand produced by Diageo, making it a real maker/product brand name rather than a descriptive term. The name does not describe an ingredient, material, size, or flavor — it is an identifying label for a specific commercial product. Therefore, the title clearly identifies a real branded product.",
Cavity for corrugated box 720ml,Unbranded,unbranded,0.9997,unbranded,1.0,0.0003,True,Yes,"The title contains no words that identify a real maker or company. 'Cavity' describes the structural feature or type of container, 'corrugated box' describes the material and form of the packaging, and '720ml' is a volume measurement. All elements are purely descriptive, specifying what the item is and its capacity rather than who manufactures it.",
Aampanna juice 150ml,Unbranded,branded,0.0014,unbranded,1.0,0.9986,True,Yes,"The word 'Aampanna' is the only potential brand signal in this title, but it is actually a descriptive term referring to the traditional South Asian raw mango drink (aam panna), identifying the flavor/type of the juice rather than a manufacturer or company. '150ml' is a size measurement, and 'juice' is a product-type descriptor. Since no part of the title clearly identifies a real maker or company, the product is unbranded.",
Cambro Polycarbonate LID for GN Pan 1/1,Unbranded,branded,0.9991,branded,1.0,0.0009,True,Yes,"The word 'Cambro' is the specific term that signals a brand in this title — it is a well-known manufacturer of foodservice equipment and storage products, making it a real company name that identifies the maker. 'Polycarbonate' is a descriptive material term indicating the type of plastic used. 'GN Pan 1/1' is a standardized sizing designation (Gastronorm 1/1) describing the compatible pan format, not a brand. Because 'Cambro' clearly identifies a real maker, the product is branded.",
Toned Tetra Milk 1000 ml,unbranded,unbranded,0.9987,unbranded,1.0,0.0013,True,Yes,"The word 'Toned' describes the fat content level of the milk (partially skimmed), making it a descriptive product type term rather than a brand name. 'Tetra' refers to the tetrahedral or tetra pak-style packaging format, which here functions as a descriptive packaging descriptor rather than identifying a specific maker. '1000 ml' is simply a measurement of volume. No part of the title names a real manufacturer or company responsible for producing this milk.",
Macroni Rajdhani,unbranded,branded,0.9998,branded,0.9999,0.0001,True,Yes,"The title contains two words: 'Macroni' (a variant spelling of macaroni) is a descriptive term referring to the pasta product type. 'Rajdhani' is the word that signals a brand — it is a recognized Indian company/manufacturer name (Rajdhani Flour Mills) known for producing food products including grains and pasta. Since 'Rajdhani' identifies a real maker, the product is classified as branded.",
Grover Selecte Chenin Blanc 750 Ml,Unbranded,branded,0.9992,branded,0.9998,0.0006,True,Yes,"The word 'Grover' is the key term here, referring to Grover Zampa (also known as Grover Vineyards), a real and well-known Indian winery and wine producer. 'Selecte' appears to be a product line or style name used by the maker, not an independent brand. 'Chenin Blanc' is a grape variety and wine type — a purely descriptive term — and '750 Ml' is a standard bottle size measurement. Since 'Grover' clearly identifies a real wine manufacturer, the product is branded.",
Quarry And Tile Floor Cleaner (120X2Oz),Krispy Kreme,branded,0.023,unbranded,1.0,0.977,True,Yes,"The title contains no word that identifies a real maker or company. 'Quarry And Tile Floor Cleaner' is entirely descriptive, naming the surface type (quarry tile floor) and the product's function (cleaner). '120X2Oz' is a quantity/size specification (120 units of 2 oz each), not a brand name. With no manufacturer or company name present, the product is unbranded.",
Oaksmith,unbranded,branded,0.9949,branded,0.9945,-0.0004,True,Yes,"The word 'Oaksmith' is the sole term in the title and functions as a brand name rather than a descriptive term. It does not describe a product type, ingredient, material, size, flavor, or function. 'Oaksmith' is a recognized whisky brand (produced by Beam Suntory), making it a real maker/company name that identifies who produces the product.",
Zukni Green,Unbranded,branded,0.1259,unbranded,0.9912,0.8653,True,Yes,"The two words in the title are 'Zukni' and 'Green.' 'Green' is clearly a descriptive color term, not a maker's name. 'Zukni' could potentially be a brand name, but it is not a recognizable manufacturer or company name based solely on the title; it more likely refers to a product type or variety name (possibly a zucchini variant or similar). Since no part of the title clearly identifies a real maker or company, the product is classified as unbranded.",
Packing tray ( 60x60x25mm ),Unbranded,unbranded,0.9992,unbranded,1.0,0.0008,True,Yes,"The title consists entirely of descriptive terms: 'Packing tray' identifies the product type and function, while '60x60x25mm' is a dimensional measurement specifying its size. Neither element names a manufacturer or company. There are no words in the title that could plausibly identify a real maker.",
Tandoori Chicken Masala Powder,unbranded,unbranded,0.9974,unbranded,1.0,0.0026,True,Yes,"The title contains four words: 'Tandoori' refers to a style of Indian cooking using a clay oven, 'Chicken' describes the intended protein, 'Masala' is a descriptive term for a spice blend, and 'Powder' describes the physical form of the product. None of these words identify a real manufacturer or company; they collectively describe what the product is — a spice powder blend used in tandoori chicken preparation. No maker's name appears anywhere in the title.",
Paper Napkin Tissue 16x16 2ply,unbranded,unbranded,1.0,unbranded,1.0,0.0,True,Yes,"Every word in this title is purely descriptive. 'Paper Napkin Tissue' describes the product type, '16x16' specifies the dimensions, and '2ply' indicates the number of layers. None of these terms identify a manufacturer or company — they collectively describe only what the item is and its physical characteristics.",
#_# Cothas Blend Coffee 200 Gm - Murukku,Unbranded,branded,0.2309,branded,1.0,0.7691,True,Yes,"The word 'Cothas' in the title is the specific term that signals a brand — it is a recognized South Indian coffee manufacturer (Cothas Coffee Co.), making it a real maker's name rather than a descriptive term. 'Blend Coffee' simply describes the type of product (a blended coffee), '200 Gm' is a weight/size measurement, and 'Murukku' appears to be a flavor or variant descriptor rather than a company name. Since 'Cothas' clearly identifies the maker of the product, the item is classified as branded.",
Icing Sugar Powder,unbranded,unbranded,0.9978,unbranded,1.0,0.0022,True,Yes,"The title contains three words: 'Icing,' 'Sugar,' and 'Powder.' Each is purely descriptive — 'icing' describes the intended use or style, 'sugar' identifies the ingredient/material, and 'powder' describes the physical form of the product. None of these words identify a real maker or company; together they simply describe what the product is.",
Kumatia,Unbranded,unbranded,0.6225,unbranded,1.0,0.3775,True,Yes,"The only word in the title is 'Kumatia,' which does not correspond to any recognizable manufacturer or company name. Without additional context such as a product type, category, or known brand association, it cannot be identified as a real maker. The word may be a product name, a descriptive term in another language, or an internal code, none of which qualify it as a brand under the given criteria. With no clear maker identified, the product is classified as unbranded.",
#_# Stirrer - Murukku,Unbranded,unbranded,0.7905,unbranded,1.0,0.2095,True,Yes,"The title contains two notable elements: '#_#' and 'Murukku.' The '#_#' appears to be an internal code or placeholder, not a recognizable manufacturer or company name. 'Murukku' is a descriptive term referring to a type of South Asian snack food, and 'Stirrer' describes the product's function or shape. Neither element identifies a real maker or company, so the product is unbranded.",
#_# Assorted Roleys (Box of 6) - Meemees,Unbranded,branded,0.979,branded,0.9998,0.0208,True,Yes,"The word 'Meemees' at the end of the title is the specific term that signals a brand — it appears to be a maker or company name identifying who produces these items. 'Meemees' is not a descriptive term for a product type, ingredient, material, size, or flavor; it does not describe what the product is in any meaningful way. 'Roleys' could be a product line name, but it functions more as a descriptive or proprietary product-type name rather than a manufacturer name. Since 'Meemees' clearly identifies a real maker rather than describing the product itself, the item is classified as branded.",
Chefs Art - Piri Piri Sprinkler 250 gm 51189,OUTLET,branded,0.9996,unbranded,0.6298,-0.3698,False,Yes,"The phrase 'Chefs Art' could signal a brand, but it reads more like a descriptive label meaning 'the art of chefs' or a generic kitchen/culinary line name rather than a clearly identifiable manufacturer or company. 'Piri Piri' is a well-known spice/pepper type, making it a descriptive flavor term. '250 gm' is a weight measurement and '51189' appears to be an internal product code — neither identifies a real maker. Since no part of the title unambiguously names a recognized manufacturer or company, the product is classified as unbranded.",
White Peas Batani,Unbranded,unbranded,0.9997,unbranded,1.0,0.0003,True,Yes,"The title contains two key terms: 'White Peas' and 'Batani.' 'White Peas' is purely descriptive, referring to the color and type of the legume. 'Batani' is a regional/common name for white peas or field peas used in South Asian and East African cuisines, making it a descriptive term for the product type rather than a manufacturer or company name. No part of the title identifies a real maker or brand.",
Diya Oil,Unbranded,unbranded,0.9621,unbranded,1.0,0.0379,True,Yes,"The two words in this title are 'Diya' and 'Oil.' 'Oil' is purely descriptive, referring to the product type. 'Diya' refers to a traditional oil lamp used in South Asian cultures, making it a descriptive term that indicates the intended use or type of oil rather than a manufacturer or company name. No part of the title identifies a real maker or brand.",
#_# Cassata (110 ml) - Go Zero,Unbranded,branded,0.9951,branded,1.0,0.0049,True,Yes,"The phrase 'Go Zero' at the end of the title is the key signal here. 'Go Zero' reads as a brand or company name — it is a coined, non-descriptive phrase that identifies who makes or sells this product rather than describing what the product is. 'Cassata' is the product type, referring to a style of ice cream dessert, and '110 ml' is simply a size/volume descriptor. Since 'Go Zero' functions as a real maker identifier and not a descriptive term, the product is classified as branded.",
Cello Tape 1,unbrand,branded,0.956,unbranded,0.9991,0.0431,True,Yes,"The word 'Cello' in this title could potentially signal a brand, but it is most likely a shortening of 'cellophane,' a descriptive material term referring to the transparent film used in adhesive tape. 'Tape' is purely a product-type descriptor, and '1' appears to be a size or quantity indicator rather than any brand identifier. Since no part of the title clearly names a real manufacturer or company, the product is classified as unbranded.",
Cumin Powder,MDH,unbranded,0.9994,unbranded,1.0,0.0006,True,Yes,"'Cumin' is the name of a spice/ingredient, and 'Powder' describes the physical form of the product. Neither word identifies a manufacturer or company — together they simply describe what the item is: a ground spice. There are no other words in the title that could signal a brand.",
Butter Chiplet,unbrand,unbranded,0.993,unbranded,1.0,0.007,True,Yes,"The two words in the title are 'Butter' and 'Chiplet.' 'Butter' is a descriptive ingredient or flavor term, not a maker's name. 'Chiplet' appears to describe the product's form or type (a small chip-like item), and there is no recognizable manufacturer or company by that name identifiable from the title alone. Since neither word names a real maker, the product is unbranded.",
Coca cola 750ml,Olio,branded,1.0,branded,1.0,0.0,True,Yes,"The words 'Coca Cola' are the specific brand signal in this title. 'Coca Cola' is a real, widely recognized manufacturer and company name (The Coca-Cola Company) that identifies who makes the product. The remaining elements — '750ml' — are purely descriptive, indicating the volume/size of the product. Since the title contains a clear maker name, the product is classified as branded.",
Farali Chevdo (Tikho),unbranded,unbranded,0.8977,unbranded,1.0,0.1023,True,Yes,"The title contains three key terms: 'Farali,' 'Chevdo,' and 'Tikho.' 'Chevdo' is a traditional Indian snack mix, making it a product type descriptor. 'Farali' refers to food suitable for Hindu fasting days, describing the dietary category of the item. 'Tikho' means spicy in Gujarati, indicating the flavor variant. None of these words identify a real manufacturer or company; they are all descriptive terms relating to the product's type, dietary classification, and flavor.",
Taski R7 - 5ltr Can,Diversey,branded,0.9999,unbranded,0.2121,-0.7878,False,No,"The word 'Taski' could signal a brand, but based solely on the title there is no clear confirmation it names a real manufacturer — it could be a product line name or internal code. 'R7' appears to be a product code or variant identifier, not a maker's name. '5ltr Can' is purely descriptive, referring to the volume and container type. With no clearly identifiable company name present, the product is classified as unbranded.",
Floor Mat,Krispy Kreme,unbranded,0.9956,unbranded,1.0,0.0044,True,Yes,"The title contains only two words: 'Floor' and 'Mat.' 'Floor' describes the location or surface where the item is used, and 'Mat' describes the product type itself. Neither word identifies a real maker or company name. There is no manufacturer or brand name present anywhere in the title.",
Manager Shirt Pink Size-S,Unbranded,unbranded,0.98,unbranded,1.0,0.02,True,Yes,"The title contains four descriptive elements: 'Manager Shirt' describes the style or type of shirt, 'Pink' identifies the color, and 'Size-S' indicates the garment size. None of these words identify a real manufacturer or company — 'Manager' here functions as a style descriptor rather than a brand name, and no maker's name appears anywhere in the title.",
Shot Glass 60Ml,Krispy Kreme,unbranded,0.9997,unbranded,1.0,0.0003,True,Yes,"The title contains two potential signal elements: 'Shot Glass' and '60Ml'. 'Shot Glass' is purely a descriptive product type term identifying what the item is — a small drinking glass used for shots. '60Ml' is a measurement indicating the volume/size of the glass, not a maker or company name. No part of the title identifies a real manufacturer or brand.",
Aluminium Container 750ml with Lid (Outlet),Unbranded,unbranded,0.9993,unbranded,1.0,0.0007,True,Yes,"The title consists entirely of descriptive terms: 'Aluminium' identifies the material, 'Container' describes the product type, '750ml' specifies the volume/size, 'with Lid' describes an included feature, and '(Outlet)' appears to be a sales channel or stock designation. None of these words identify a real manufacturer or company name. There is no maker's name anywhere in the title, so the product is unbranded.",
Coconut Dry whole,Unbranded,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains three words: 'Coconut,' 'Dry,' and 'whole.' 'Coconut' identifies the ingredient/product type, 'Dry' describes its moisture state or preparation method, and 'whole' describes its form or size. None of these words names a real manufacturer or company; they are purely descriptive terms conveying what the product is and how it is prepared.",
Meat Masala MDH,Unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The title contains two potential brand signals: 'Meat Masala' and 'MDH'. 'Meat Masala' is purely descriptive, referring to a spice blend (masala) used for meat dishes — it names the product type and its intended use. 'MDH', however, is a well-known abbreviation for Mahashian Di Hatti, a real Indian spice manufacturer and company, making it a genuine brand identifier. Because 'MDH' names an actual maker, the product is classified as branded.",
Economy - Staff Toor Dal 1 Kg (Non IP) 131965,OUTLET,branded,0.8991,unbranded,1.0,0.1009,True,Yes,"The word 'Economy' describes a value tier or price category, not a manufacturer or company name. 'Staff' could theoretically signal a brand, but in this context it reads as a descriptive label (e.g., staff/employee purchase or a product grade), and there is no recognizable company called 'Staff' identifiable from the title alone. 'Toor Dal' is the name of the lentil ingredient itself, '1 Kg' is a weight measurement, 'Non IP' is a product specification code, and '131965' is an internal numeric identifier — none of these identify a real maker or company.",
#_# Black Ceaser Dough - Cookie Cartel,unbranded,branded,0.9831,branded,1.0,0.0169,True,Yes,"The title contains 'Cookie Cartel,' which appears to be a real maker or company name — it is a distinctive, non-descriptive phrase that identifies who produces the item rather than describing what the item is. 'Black Ceaser Dough' describes the specific product variant, functioning as a product type or flavor name rather than a brand. 'Cookie' on its own is a descriptive ingredient/type term, but combined with 'Cartel' as a compound proper name, it reads as a business or brand identity. Since 'Cookie Cartel' clearly signals a maker, the product is classified as branded.",
AA seal stickers,unbranded,unbranded,0.9981,unbranded,1.0,0.0019,True,Yes,"The title contains three potential signal words: 'AA,' 'seal,' and 'stickers.' 'Stickers' is purely a product type descriptor. 'Seal' describes the shape or design of the stickers (a seal animal or a seal/stamp motif), making it a descriptive term. 'AA' is an abbreviation that could refer to a size, grade, or internal code, but nothing in the title identifies it as a real manufacturer or company name. Since no word in the title clearly names a real maker, the product is unbranded.",
Chavali Red,unbranded,unbranded,0.9977,unbranded,0.9996,0.0019,True,Yes,"The two words in the title are 'Chavali' and 'Red.' 'Red' is clearly a descriptive color term, not a brand name. 'Chavali' is a word used in South Asian languages (particularly Telugu) referring to a type of legume or bean, making it a descriptive product-type term rather than a manufacturer or company name. Since no part of the title identifies a real maker or company, the product is unbranded.",
Dabur Honey,Unbranded,branded,0.9997,branded,1.0,0.0003,True,Yes,"The word 'Dabur' is the specific term that signals a brand in this title. 'Dabur' is a real and well-known consumer goods manufacturer/company name that identifies who makes the product. 'Honey' is purely a descriptive term indicating the product type — a natural sweet substance. Since the title contains a clear maker's name ('Dabur'), the product is classified as branded.",
#_# Baguette Sourdough - La folie,unbranded,branded,0.9935,branded,0.9566,-0.0369,True,Yes,"The phrase 'La folie' is the key term to evaluate here. 'La folie' is a French expression meaning 'madness' or 'folly,' but in this context it functions as a proper name identifying a specific maker or bakery rather than describing the product's type, ingredient, or style. The words 'Baguette' and 'Sourdough' are purely descriptive terms referring to the bread shape and fermentation method respectively, not brand identifiers. 'La folie' appears to be the name of the producer or bakery brand associated with this baguette, making the product branded.",
#_# Tag - Gluten-free Paleo Cookies - Le Four,Unbranded,branded,0.9965,branded,1.0,0.0035,True,Yes,"The phrase 'Le Four' appears at the end of the title and reads as a proper company or bakery name (French for 'The Oven'), functioning as the maker's identity rather than describing the product itself. 'Gluten-free' and 'Paleo' are dietary descriptors indicating ingredient and lifestyle attributes, not maker names. 'Cookies' is simply the product type. Because 'Le Four' identifies who makes the product rather than what the product is, the item is classified as branded.",
#_# The Great Indian Toffee 300gm - Parsi Dairy Farm,unbranded,branded,0.9997,branded,0.9999,0.0002,True,Yes,"The title contains 'Parsi Dairy Farm,' which is a real and well-known Indian dairy and confectionery company — a genuine maker name that identifies who produces the product. 'The Great Indian Toffee' is a descriptive product name indicating what the item is (a toffee) and its cultural association, not a company name. '300gm' is purely a weight/size descriptor with no branding significance.",
Fanta Can 300ml-GST@ 28%,Unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The word 'Fanta' is the specific term in this title that signals a brand — it is a real, widely recognized soft drink brand manufactured by The Coca-Cola Company, not a descriptive term for a product type, ingredient, or style. 'Can' and '300ml' are purely descriptive, referring to the packaging format and size respectively. 'GST@ 28%' is a tax code/rate indicator with no bearing on branding. Since 'Fanta' clearly identifies a real maker/brand, the product is classified as branded.",
Fevicol 1 Kg,Unbranded,branded,0.9997,branded,1.0,0.0003,True,Yes,"The word 'Fevicol' is the key term to evaluate here. Fevicol is a well-known adhesive brand manufactured by Pidilite Industries, making it a real company/maker name rather than a descriptive term. '1 Kg' is purely a weight/size descriptor with no branding significance. Since the title clearly identifies the maker through the brand name 'Fevicol,' this product is classified as branded.",
Panner Fresh 1 kg,unbranded,unbranded,0.7905,unbranded,1.0,0.2095,True,Yes,"The word 'Panner' (likely referring to 'Paneer') is a descriptive term for a type of fresh cheese common in South Asian cuisine, not a manufacturer or company name. 'Fresh' is a quality descriptor indicating the state of the product, and '1 kg' is a weight measurement. None of the words in the title identify a real maker or company — the title only describes what the product is, its condition, and its quantity.",
Saffron Kessar,Unbranded,unbranded,0.9019,unbranded,1.0,0.0981,True,Yes,"The title contains two words: 'Saffron' and 'Kessar.' 'Saffron' is a well-known spice/ingredient name, making it purely descriptive. 'Kessar' (also spelled 'kesar') is a Hindi/Urdu word for saffron, so it is simply a second descriptive term for the same ingredient rather than a manufacturer or company name. Neither word identifies a real maker or brand, so the product is unbranded.",
HING (LG),unbranded,branded,0.0888,unbranded,0.9985,0.9097,True,Yes,"The word 'HING' refers to asafoetida, a common spice/ingredient, making it purely descriptive of what the product is. The abbreviation 'LG' in parentheses appears to be an internal size or grade code (likely 'Large'), not a recognizable manufacturer or company name in this context. No part of the title clearly identifies a real maker or brand. Without additional context confirming 'LG' as a company name here, the product is classified as unbranded.",
Lid for paperbowl 500ml,Unbranded,unbranded,0.9997,unbranded,1.0,0.0003,True,Yes,"The title contains no word that identifies a real maker or company. 'Lid' and 'paperbowl' are purely descriptive product-type terms describing what the item is and what it fits, while '500ml' is a capacity measurement indicating size. None of these words name a manufacturer or seller, so the product is unbranded.",
Dustbin Cover Small,unbranded,unbranded,0.9979,unbranded,1.0,0.0021,True,Yes,"The title contains three words: 'Dustbin,' 'Cover,' and 'Small.' 'Dustbin' describes the product type (a container for waste), 'Cover' describes the product's function or component (a lid), and 'Small' indicates size. None of these words identify a real manufacturer or company; they are purely descriptive terms conveying what the item is and its dimensions.",
MUMBAI RAVA 5 KG,unbranded,branded,0.1097,unbranded,1.0,0.8903,True,Yes,"The word 'MUMBAI' refers to the Indian city and functions here as a geographic descriptor indicating the style or origin of the product, not a manufacturer or company name. 'RAVA' is the product type — a coarsely ground semolina used in South Asian cooking. '5 KG' is simply a weight/size specification. No part of the title identifies a real maker or company.",
