title,brand,pred_brand,confidence,p_branded,raw_conf,logprob,verifier_token,stage1_reasoning,error
Fruit Filling Mango Delta,unbranded,branded,0.8056,,0.8056,-0.216131,Yes,Delta is a specific brand name used for the mango fruit filling product.,
Chocolate Sprinkle,Unbranded,unbranded,0.9971,,0.9971,-0.002894,Yes,Chocolate Sprinkle is a generic decorative baking ingredient with no specific brand name mentioned.,
250ML Tea Pouch with Box,Unbranded,unbranded,0.9995,,0.9995,-0.000488,Yes,The product title describes a generic tea pouch with no specific brand name mentioned.,
Fresh Cream - 250ml,Unbranded,unbranded,0.9972,,0.9972,-0.002805,Yes,The product is listed as a generic fresh cream with no specific brand name mentioned.,
Garlic Bread Seasoning Powder,All Brands,unbranded,0.9985,,0.9985,-0.001526,Yes,The product title is a generic seasoning powder description with no specific brand name mentioned.,
Aroma Diffuser Liquid,unbranded,unbranded,0.9976,,0.9976,-0.0024,Yes,The title 'Aroma Diffuser Liquid' is a generic product description with no specific brand name mentioned.,
Hot dog 7 inch with seeds,unbranded,unbranded,0.999,,0.999,-0.001017,Yes,The product appears to be a generic hot dog bun described by size and feature (with seeds) without any specific brand name.,
WF - 350 ml Bowl,Unbranded,unbranded,0.9969,,0.9969,-0.003129,Yes,"WF appears to be an internal store code/abbreviation rather than a recognized brand name, and 'Bowl' suggests a generic container or serving item.",
#_# Blueberry Greek Yogurt Minis Guilt Free Ice Cream [09 pieces] - Noto,Unbranded,branded,0.9998,,0.9998,-0.00021,Yes,"The product is sold under the brand name 'Noto', indicating it is a branded ice cream product.",
Lychee Juice 1000 Ml,unbranded,unbranded,0.9988,,0.9988,-0.00117,Yes,The product title mentions only the product type and size with no specific brand name identified.,
#_# The Berry Good Bar 72% [Chocolate Bar] - La Folie,unbranded,branded,0.9997,,0.9997,-0.000278,Yes,"The product is sold under the brand name 'La Folie', a specific chocolate brand.",
Phool Makana,unbrand,unbranded,0.9972,,0.9972,-0.002805,Yes,Phool Makana (fox nuts) is a generic commodity product with no specific brand name mentioned.,
GK-Morde - Hazelnut Chocopaste 1 Kg 140027,OUTLET,branded,0.9996,,0.9996,-0.000438,Yes,"The product is sold under the 'Morde' brand, a known confectionery ingredient company.",
Pesto Hummus 95gm,CFI,unbranded,0.9986,,0.9986,-0.001434,Yes,"The product title 'Pesto Hummus 95gm' does not mention any specific brand name, suggesting it is a generic or store-made item.",
12OZ CLEAR PET CUPS,Unbranded,unbranded,0.9999,,0.9999,-8.5e-05,Yes,The product is a generic clear PET cup described only by size and material with no specific brand name mentioned.,
NON-VEG BURGER BUN (1x4),Base Kitchen,unbranded,0.9958,,0.9958,-0.004208,Yes,The product title describes a generic burger bun with no specific brand name mentioned.,
Chef's Art - Crispy Cajun Breading Mix 1 Kg H51176,OUTLET,branded,0.9998,,0.9998,-0.000224,Yes,Chef's Art is a specific brand name under which this Cajun Breading Mix is sold.,
Skimmed Milk Powder (SMP) (Milk Protein - 36 percent),Smruti,unbranded,0.9995,,0.9995,-0.000536,Yes,"The product is a generic commodity ingredient with no specific brand name, only described by its technical specification.",
Brioche Buns 70g D 100mm X H 45mm,Unbranded,unbranded,0.9999,,0.9999,-0.000136,Yes,The product title describes a generic brioche bun with only size/dimension specifications and no brand name mentioned.,
#_# Mustard Seeds Temper/Tadka - Murukku,unbranded,unbranded,0.3416,,0.6584,-0.417919,No,Mustard Seeds for tempering/tadka is a generic commodity ingredient with no specific brand name identified.,
Maraschino Cherry 737 Gms,,unbranded,0.9962,,0.9962,-0.003832,Yes,The product title mentions only the item name and weight with no specific brand name associated with it.,
Jeera Whole Grade 1,Unbranded,unbranded,0.9974,,0.9974,-0.002635,Yes,Jeera Whole Grade 1 is a generic commodity spice with no specific brand name associated with it.,
Goodlife Milk 1ltr pkt Nandini,unbranded,branded,1.0,,1.0,-1.9e-05,Yes,"The product is sold under the brand names 'Goodlife' and 'Nandini', which are specific dairy brands.",
Unbranded Wooden Spoon- 100pcs,unbranded,unbranded,0.9924,,0.9924,-0.007606,Yes,"The product explicitly states 'Unbranded' in its title, indicating it is a generic wooden spoon with no specific brand name.",
Fortune Aata,Unbranded,branded,0.9998,,0.9998,-0.000171,Yes,Fortune is a well-known brand by Adani Wilmar that sells packaged atta (wheat flour).,
Sargvo-Drumsticks,unbranded,unbranded,0.9497,,0.9497,-0.051642,Yes,Drumsticks (Sargvo/Moringa) is a generic vegetable commodity with no specific brand name.,
Delmonte - Eggless Mayo,Delmonte,branded,0.9999,,0.9999,-5.8e-05,Yes,Delmonte is a well-known brand name under which this mayonnaise product is sold.,
preethi xpro Duo mg-198 1300w,Unbranded,branded,1.0,,1.0,-4.7e-05,Yes,"Preethi is a well-known kitchen appliance brand, and this is a specific mixer grinder model (Xpro Duo MG-198) sold under that brand name.",
Chonak,unbranded,unbranded,0.999,,0.999,-0.000986,Yes,Chonak (Snakehead fish) is a generic/commodity fish product with no specific brand name attached.,
Corn Flour Weikfield,Unbranded,branded,1.0,,1.0,-1.1e-05,Yes,Weikfield is a specific brand name associated with this corn flour product.,
Thondaika,unbrand,unbranded,0.9777,,0.9777,-0.022539,Yes,Thondaika (ivy gourd) is a generic vegetable with no brand name associated.,
Tea Powder   Red Label 1kg pkt,unbranded,branded,1.0,,1.0,-3.8e-05,Yes,Red Label is a well-known tea brand by Brooke Bond/HUL.,
CHUNDAKKAI VATHAL,UNBRANDED,unbranded,0.9999,,0.9999,-0.000125,Yes,Chundakkai Vathal (dried turkey berry) is a traditional generic dried commodity with no specific brand name indicated.,
Fees for plumber,Unbranded,unbranded,0.9965,,0.9965,-0.00349,Yes,"This is a service fee for a plumber, not a branded grocery product.",
Mother's Day Double Chocolate Brownie box - Blinkit / Instamart,CZ,unbranded,0.9263,,0.9263,-0.076554,Yes,"This appears to be a generic/store-made brownie box tied to a platform (Blinkit/Instamart) occasion offering, not a specific named brand.",
Sharpner,unbranded,unbranded,0.9973,,0.9973,-0.002677,Yes,The product title 'Sharpner' is a generic/commodity item with no specific brand name mentioned.,
Plastic Ch. Mat,Unbranded,unbranded,0.9442,,0.9442,-0.057442,Yes,This appears to be a generic plastic chopping mat with no specific brand name mentioned.,
Oat Milk AltCo. 200 ml,Unbranded,branded,0.9999,,0.9999,-0.000116,Yes,AltCo. is a specific brand name associated with this oat milk product.,
Sauce-Schezwan,unbranded,unbranded,0.9984,,0.9984,-0.001574,Yes,The product is listed as a generic Schezwan sauce with no specific brand name mentioned.,
Tapioca Starch 500g pkt,unbranded,unbranded,0.9995,,0.9995,-0.000545,Yes,The product is a generic commodity item (tapioca starch) with no specific brand name mentioned.,
Cremica Chef Choice Mayo,Unbranded,branded,1.0,,1.0,-7e-06,Yes,"Cremica is a well-known food brand, and 'Chef Choice Mayo' is a named product sold under that brand.",
#_# Box of 20 Assorted Ganaches - La Folie,Unbranded,branded,0.9992,,0.9992,-0.000843,Yes,"The product is sold under the brand name 'La Folie', indicating it is a branded confectionery item.",
Red Cherry with Stem 850g Tin,Unbranded,unbranded,0.9934,,0.9934,-0.006612,Yes,The product appears to be a generic canned red cherry with no specific brand name mentioned in the title.,
Cashewnuts,,unbranded,0.9951,,0.9951,-0.004918,Yes,Cashewnuts is a generic commodity nut with no specific brand name associated with it.,
GK-Miami Waffle Pizza Pkg Box 1PKT 100PC GK Dry 137504,OUTLET,branded,0.9979,,0.9979,-0.002053,Yes,"The product is sold under the 'GK-Miami' brand name, indicating a specific branded waffle pizza product.",
Black Container 1000 ml with partition Lid,unbranded,unbranded,0.9998,,0.9998,-0.000154,Yes,This is a generic storage container described by its physical attributes with no specific brand name mentioned.,
Cheddar White Wyke 2.5 Kg,Unbranded,branded,0.9999,,0.9999,-8.2e-05,Yes,Wyke is a specific brand name (Wyke Farms) associated with this cheddar cheese product.,
Boba Lychee can,Unbranded,branded,0.0001,,0.9999,-0.000147,No,Boba is a specific brand name associated with this canned lychee product.,
SAUCE MAYONNAISE,CREMICA,unbranded,0.9993,,0.9993,-0.000688,Yes,The product title 'SAUCE MAYONNAISE' is a generic description of a condiment with no specific brand name mentioned.,
Stainless Steel Scrub,unbranded,unbranded,0.9996,,0.9996,-0.000411,Yes,The product title 'Stainless Steel Scrub' is a generic description of a cleaning tool with no specific brand name mentioned.,
Tropicana Orange Juice 1 Ltr,unbrand,branded,1.0,,1.0,-1e-06,Yes,Tropicana is a well-known brand that manufactures and sells packaged orange juice.,
Coconut milk powder maggi,Unbranded,branded,0.9702,,0.9702,-0.030212,Yes,Maggi is a well-known brand name associated with this coconut milk powder product.,
Malas Orange Crush 750ml,Unbranded,branded,0.9999,,0.9999,-7.3e-05,Yes,Malas is a specific brand name associated with this Orange Crush drink product.,
Citric Acid Monohydrate 500 GM,Unbranded,unbranded,0.9996,,0.9996,-0.000363,Yes,Citric Acid Monohydrate is a generic chemical/commodity ingredient with no specific brand name mentioned.,
Ajinomoto (Golden Crown),unbranded,branded,0.9977,,0.9977,-0.002254,Yes,Ajinomoto (Golden Crown) is a specific brand name for MSG seasoning sold under the Ajinomoto company label.,
Chocolate Hamper 812,Unbranded,branded,0.2121,,0.7879,-0.238345,No,A numbered hamper product (812) suggests a specifically curated and packaged branded gift product rather than a generic commodity item.,
Basa Fish,,unbranded,0.9997,,0.9997,-0.000261,Yes,Basa Fish is a generic commodity seafood item with no specific brand name associated with it.,
#_# Hamper Box Of 2 Outer  - The Tiny Tub,unbranded,branded,0.7853,,0.7853,-0.24168,Yes,The Tiny Tub appears to be a specific brand name associated with this hamper box product.,
Hoegaarden Belgian Blanche,unbranded,branded,1.0,,1.0,-3.8e-05,Yes,Hoegaarden is a well-known Belgian beer brand sold under a specific brand name.,
Water Bottle Mrp 70,Krispy Kreme,unbranded,0.9994,,0.9994,-0.000589,Yes,"The product title contains no specific brand name, only a generic item description with an MRP price tag.",
#_# Double Cocoa Protien Bar - The Whole Truth,Unbranded,branded,0.9998,,0.9998,-0.000156,Yes,The Whole Truth is a specific brand that sells protein bars under its name.,
Cinnamon Stick Dalchini,unbranded,unbranded,0.9995,,0.9995,-0.000473,Yes,Cinnamon Stick Dalchini is a generic spice commodity with no specific brand name mentioned.,
DUSTER YELLOW,Unbranded,unbranded,0.9831,,0.9831,-0.01706,Yes,DUSTER YELLOW refers to a generic yellow cleaning duster cloth with no specific brand name associated.,
#_# Guava Pop (70 ML) - Noto,Unbranded,branded,0.9983,,0.9983,-0.001729,Yes,Noto is a specific brand name associated with this Guava Pop frozen treat product.,
CHICKEN FRY MIXTURE (CF1),,unbranded,0.9885,,0.9885,-0.011575,Yes,"The product appears to be a generic chicken fry mixture identified only by an internal code (CF1), with no recognizable brand name.",
Chicken Broth Powder Knorr,unbranded,branded,1.0,,1.0,-2.9e-05,Yes,Knorr is a well-known food brand that manufactures and sells this chicken broth powder product.,
Kashmir Chili Whole,,unbranded,0.9987,,0.9987,-0.001347,Yes,"Kashmir Chili Whole is a generic commodity spice identified by its regional variety name, not a specific brand.",
Sprite 300 ml,Unbranded,branded,1.0,,1.0,-5e-06,Yes,Sprite is a well-known branded carbonated beverage produced by The Coca-Cola Company.,
Papaya Green,unbranded,unbranded,0.9872,,0.9872,-0.012904,Yes,Papaya Green is a generic fresh fruit with no specific brand name associated with it.,
Tata Agni Dust Tea 1 kg,Unbranded,branded,1.0,,1.0,-2e-06,Yes,Tata Agni is a specific branded tea product sold under the Tata brand name.,
Plastic Container (Round) - 250 ml,Unbranded,unbranded,0.9998,,0.9998,-0.000197,Yes,"The product is a generic plastic container described only by its shape and size, with no brand name mentioned.",
Urad Wash,Unbranded,unbranded,0.9466,,0.9466,-0.054883,Yes,"Urad Wash refers to washed/split urad dal, a generic commodity grain with no specific brand name.",
Cmc Powder,unbranded,branded,0.0005,,0.9995,-0.000511,No,CMC (Carboxymethyl Cellulose) Powder appears to be sold under the 'CMC' brand label rather than as a generic commodity item.,
Cashewnut -2 pcs,Unbranded,unbranded,0.9992,,0.9992,-0.000768,Yes,Cashewnuts sold as a generic commodity with no specific brand name mentioned.,
Tom Kha Paste 1kg pkt,unbranded,branded,0.0706,,0.9294,-0.073173,No,"Tom Kha Paste is a packaged product sold under a specific brand name in a labeled packet, indicating it is a branded item.",
#_# Double Chocolate Chip Cookie Premix - 8 pcs - Sweetish,unbranded,branded,0.9674,,0.9674,-0.033133,Yes,"The product is sold under the brand name 'Sweetish', indicating it is a branded premix product.",
Mango Juice 1000 Ml,unbranded,unbranded,0.9974,,0.9974,-0.002594,Yes,"The product title 'Mango Juice 1000 Ml' contains no specific brand name, making it a generic commodity item.",
SOUR DOUGH BREAD,unbranded,unbranded,0.9999,,0.9999,-9.3e-05,Yes,The product title 'Sour Dough Bread' is a generic bread type with no specific brand name mentioned.,
95 Die lid,Unbranded,unbranded,0.85,,0.85,-0.162554,Yes,This appears to be a generic/commodity item (a die lid) with no identifiable brand name associated with it.,
CHAT PLATE 6 INCH,Unbranded,unbranded,0.9992,,0.9992,-0.000805,Yes,This is a generic chat plate described only by size with no specific brand name associated with it.,
Frozen Sea Bass Fillets,Unbranded,unbranded,0.999,,0.999,-0.001033,Yes,The product is a generic commodity item with no specific brand name mentioned.,
Dosa Rice,unbrand,unbranded,0.9988,,0.9988,-0.001226,Yes,Dosa Rice is a generic commodity grain product with no specific brand name associated with it.,
Amul Cheese Spread 200 Gm,Unbranded,branded,1.0,,1.0,-2.6e-05,Yes,"Amul is a well-known dairy brand, making this a branded cheese spread product.",
Rice Flat Noodle 10mm   500g pkt   How How,unbranded,branded,0.9999,,0.9999,-0.000134,Yes,The product is sold under the 'How How' brand name.,
Yellow Color,Unbranded,unbranded,0.6893,,0.6893,-0.372072,Yes,Yellow Color appears to be a generic commodity item with no specific brand name associated with it.,
Spinach,Unbrand,unbranded,0.9966,,0.9966,-0.003382,Yes,Spinach is a generic leafy vegetable with no brand association.,
Crispy Chicken Wings- Drums+Flats,Olio,unbranded,0.9988,,0.9988,-0.001207,Yes,The product title describes a generic food item (chicken wings) with no specific brand name associated with it.,
DISPOSIBLE GLOVES,Unbranded,unbranded,0.9966,,0.9966,-0.003382,Yes,The product is a generic disposable gloves item with no specific brand name mentioned.,
Pillar,Unbranded,unbranded,0.8634,,0.8634,-0.146887,Yes,"Pillar appears to be a generic/descriptive term rather than a recognizable grocery brand name, likely referring to a commodity item.",
Mixed Pickle 1 Kg,unbrand,unbranded,0.9982,,0.9982,-0.001784,Yes,"The product title 'Mixed Pickle 1 Kg' has no specific brand name mentioned, making it a generic/loose commodity item.",
Chicken Tikka Marinated,Oh Delhi,unbranded,0.9843,,0.9843,-0.015788,Yes,The product is a generic marinated chicken preparation with no specific brand name associated with it.,
MOONG DHULI DAL,unbranded,unbranded,0.999,,0.999,-0.001049,Yes,Moong Dhuli Dal is a generic commodity pulse with no specific brand name mentioned.,
A4 SIZE PAPER,Unbranded,unbranded,0.999,,0.999,-0.000986,Yes,A4 size paper is described as a generic commodity item with no specific brand name mentioned.,
Shresth Gold Milk 500 Ml,Shreeji Dairy,branded,0.9999,,0.9999,-0.000127,Yes,Shresth Gold is a specific brand name under which this milk product is sold.,
Floor Broom- Kharata,unbranded,unbranded,0.9993,,0.9993,-0.000721,Yes,Floor Broom (Kharata) is a generic household cleaning tool with no specific brand name mentioned.,
MDH - White Pepper Powder 100 gm 30291,OUTLET,branded,1.0,,1.0,-2e-06,Yes,"MDH is a well-known spice brand, making this a branded product.",
Tomato ( For Gravy ),Unbranded,unbranded,0.999,,0.999,-0.00097,Yes,Tomato is a generic commodity vegetable with no brand name attached.,
Party Popper 40 CM,Unbranded,unbranded,0.9996,,0.9996,-0.000363,Yes,Party Popper 40 CM is a generic party supply item with no specific brand name mentioned.,
Coffee essence,Unbranded,unbranded,0.9929,,0.9929,-0.007147,Yes,Coffee essence is described as a generic product with no specific brand name mentioned.,
Dosa Batter Chilled,Unbranded,unbranded,0.9989,,0.9989,-0.001082,Yes,Dosa Batter Chilled is a generic product description with no specific brand name mentioned.,
Floor Cleaner 5 Ltr,Unbranded,unbranded,0.9997,,0.9997,-0.000296,Yes,"The product title mentions no specific brand name, only a generic product description with size.",
Wonder Wipes,unbranded,branded,0.9976,,0.9976,-0.002437,Yes,'Wonder Wipes' is a specific branded product name for wipes sold under that brand identity.,
Butter Paper - Cassata (r=73mm),Unbranded,unbranded,0.9979,,0.9979,-0.002118,Yes,"Butter Paper is a generic commodity item used for food wrapping, with 'Cassata (r=73mm)' indicating a size/shape specification rather than a brand name.",
Black Fungus,Unbranded,unbranded,0.9993,,0.9993,-0.000688,Yes,Black Fungus is a generic/commodity mushroom ingredient with no specific brand name associated.,
Unbranded Black Pepper Whole 250gm,unbranded,unbranded,0.9991,,0.9991,-0.000912,Yes,The product title explicitly states 'Unbranded' and black pepper whole is a generic commodity spice with no specific brand name.,
100 Pipers. 750Ml,unbrand,branded,1.0,,1.0,-1.3e-05,Yes,100 Pipers is a well-known Scotch whisky brand sold under a specific brand name.,
Cashew Half,unbranded,unbranded,0.9939,,0.9939,-0.006116,Yes,Cashew Half is a generic commodity nut product with no specific brand name associated with it.,
Manchurian Balls 500 Gms,M I Food,unbranded,0.9976,,0.9976,-0.002363,Yes,"The product title 'Manchurian Balls 500 Gms' has no specific brand name, making it a generic/commodity item.",
Valencia Orange,Unbranded,unbranded,0.9998,,0.9998,-0.000169,Yes,"Valencia Orange is a variety/type of orange, not a branded product sold under a specific company or brand name.",
kikkoman Soya Sauce,Unbranded,branded,1.0,,1.0,-6e-06,Yes,Kikkoman is a well-known international brand that manufactures and sells soya sauce under its brand name.,
MILK,Unbranded,unbranded,0.9984,,0.9984,-0.001624,Yes,Milk listed without any brand name is a generic commodity product.,
Iceberg,Unbrand,unbranded,0.5,,0.5,-0.693148,No,"Iceberg refers to a type of lettuce variety, a generic commodity produce item with no specific brand name.",
Truffle Paste (500gm Pack),Unbranded,branded,0.0001,,0.9999,-9.9e-05,No,Truffle Paste appears to be a specific packaged product sold under the 'Truffle' brand name with a defined pack size.,
Elastic thread round black 1.1 MM,Unbranded,unbranded,0.9999,,0.9999,-7.3e-05,Yes,This is a generic commodity item (elastic thread) described only by its specifications with no brand name mentioned.,
Javitri (Mace),Unbranded,unbranded,0.9985,,0.9985,-0.00155,Yes,Javitri (Mace) is a generic spice commodity with no specific brand name mentioned.,
Coke Can 300 Ml,Coca Cola,branded,1.0,,1.0,-7e-06,Yes,Coke is a well-known brand name owned by The Coca-Cola Company.,
Date Label Sticker,Unbranded,unbranded,0.9914,,0.9914,-0.008615,Yes,Date label stickers are generic utility/commodity items with no specific brand name associated.,
Gas Lighter,Unbranded,unbranded,0.9987,,0.9987,-0.001305,Yes,Gas Lighter is a generic utility item with no specific brand name mentioned.,
#_# Hazelnut Mousse Cake [500 gms] [Gluten Free] - Sassy Teaspoon,Unbranded,branded,0.9992,,0.9992,-0.00078,Yes,The product is sold under the specific brand name 'Sassy Teaspoon'.,
Duster,Unbranded,unbranded,0.9716,,0.9716,-0.028849,Yes,Duster is a generic cleaning cloth/tool with no specific brand name mentioned.,
Rose Loose,unbranded,unbranded,0.9977,,0.9977,-0.002326,Yes,Rose Loose refers to loose/generic rose flowers sold without any specific brand name.,
GTC Pizza Box 9x9,Unbranded,branded,0.9679,,0.9679,-0.032628,Yes,GTC is a specific brand name identifying the manufacturer of these pizza boxes.,
CHICKEN THIGH BONELESS (80 - 90 gm),Unbranded,unbranded,1.0,,1.0,-4.8e-05,Yes,"This is a generic fresh meat product with no specific brand name, identified only by cut type and weight range.",
RED LABEL TEA (1 KG),unbranded,branded,1.0,,1.0,-4.1e-05,Yes,Red Label is a well-known tea brand owned by Brooke Bond (HUL).,
Biryani Box Printed Round with Lid (1250 gm),Unbranded,unbranded,0.9707,,0.9707,-0.029751,Yes,This is a generic packaging/container product (printed round box with lid) with no specific brand name associated with it.,
Thai Chilli Paste,Unbranded,unbranded,0.9998,,0.9998,-0.00021,Yes,The product title is a generic descriptor for a type of chilli paste with no specific brand name mentioned.,
Almond Croissant Sticker (TH),Unbranded,unbranded,0.9982,,0.9982,-0.001756,Yes,The product appears to be a generic almond croissant sticker item with no specific brand name associated with it.,
BASMATI BIRYANI RICE,Unbranded,unbranded,0.9997,,0.9997,-0.000315,Yes,The product title refers to a generic type of rice (Basmati Biryani Rice) with no specific brand name mentioned.,
Orange/Malta,Unbranded,unbranded,0.9977,,0.9977,-0.002326,Yes,Orange/Malta is a generic fruit commodity with no specific brand name associated with it.,
Multi Fold Tissue,OUTLET,unbranded,0.9995,,0.9995,-0.000451,Yes,The product title 'Multi Fold Tissue' is a generic description of a tissue type with no specific brand name mentioned.,
Oyester Sauce- non veg,Unbranded,unbranded,0.9942,,0.9942,-0.005837,Yes,The product title 'Oyster Sauce- non veg' describes a generic commodity sauce with no specific brand name mentioned.,
Coconut Water,Unbranded,unbranded,0.9992,,0.9992,-0.00078,Yes,Coconut Water is a generic commodity item with no specific brand name mentioned.,
Nihari Masala  (Shan),unbranded,branded,1.0,,1.0,-3.3e-05,Yes,"Shan is a well-known spice brand, and Nihari Masala is sold under the Shan brand name.",
Sundried Tomatoes in oil,Olio,unbranded,0.997,,0.997,-0.002986,Yes,The product title describes a generic commodity item (sundried tomatoes in oil) with no specific brand name mentioned.,
Pili mirch powder / yellow chilli powder,Unbranded,unbranded,0.9993,,0.9993,-0.000721,Yes,This is a generic spice powder (yellow chilli powder) with no specific brand name associated with it.,
Nihari Masala,unbranded,unbranded,0.987,,0.987,-0.013106,Yes,Nihari Masala appears to be a generic spice blend name with no specific brand identifier mentioned.,
Cantener Half,Unbranded,unbranded,0.8741,,0.8741,-0.134588,Yes,Appears to be a generic/loose commodity item with no identifiable brand name associated with it.,
Chicken PCP (Bone),unbranded,unbranded,0.9901,,0.9901,-0.009909,Yes,Chicken PCP (Bone) is a generic raw meat/poultry product with no specific brand name associated with it.,
Cotton Dusters 21cm X 21cm,Unbranded,unbranded,0.9999,,0.9999,-8.5e-05,Yes,The product is described generically by its type and dimensions with no specific brand name mentioned.,
PAPER CARRY BAG,Ovenfresh,unbranded,0.9995,,0.9995,-0.000459,Yes,Paper Carry Bag is a generic commodity item with no specific brand name associated with it.,
Butter Paper 15*15,Unbrand,unbranded,0.9999,,0.9999,-0.000112,Yes,Butter Paper 15*15 is a generic commodity item with no specific brand name mentioned.,
Wrapper Yellow (12x12) for FLYP,Unbranded,unbranded,0.9124,,0.9124,-0.091638,Yes,"This appears to be a generic packaging/wrapper product identified by size specifications rather than a brand name, with 'FLYP' likely referring to an internal category or use case.",
Wonder Wipe (3pc),unbranded,branded,0.9803,,0.9803,-0.019916,Yes,Wonder Wipe is a specific branded product name for cleaning wipes sold under that brand identity.,
Nam Shop Sticker   Prawn Crackers Large,unbranded,branded,0.4805,,0.5195,-0.654849,No,Nam Shop is a specific brand name under which these prawn crackers are sold.,
SS GN PAN LID 1/6,Unbranded,unbranded,0.9999,,0.9999,-0.000147,Yes,"SS GN PAN LID 1/6 refers to a generic stainless steel gastronorm pan lid sized 1/6, with no specific brand name indicated.",
IDLY POWDER,Unbranded,unbranded,0.9963,,0.9963,-0.003714,Yes,IDLY POWDER is a generic spice/condiment with no specific brand name mentioned.,
RASPBERRY IQF FROZEN,unbranded,unbranded,0.9995,,0.9995,-0.000459,Yes,The product is a generic frozen commodity fruit (IQF raspberries) with no specific brand name mentioned.,
CAPSICUM - Green,,unbranded,0.9998,,0.9998,-0.000238,Yes,Capsicum (Green) is a fresh vegetable commodity with no specific brand name associated with it.,
Ciclo Printed Cake Box 2Pc,unbranded,branded,0.8176,,0.8176,-0.201414,Yes,Ciclo is a specific brand name associated with this printed cake box product.,
Plastic Film Pouch 7*10 80 Mic,unbranded,unbranded,0.9999,,0.9999,-9e-05,Yes,This is a generic commodity packaging item described only by its specifications (size and thickness) with no brand name.,
Chefs Art - Jamaican Jerk Seasoning 400 gm,OUTLET,branded,0.9997,,0.9997,-0.00033,Yes,Chefs Art is a specific brand name under which this Jamaican Jerk Seasoning is sold.,
RICE ADA,AACHI- DOUBLE HORSE,unbranded,0.9973,,0.9973,-0.002677,Yes,Rice Ada is a generic Kerala traditional ingredient with no specific brand name indicated.,
Chops,,unbranded,0.9252,,0.9252,-0.077714,Yes,Chops is a generic term for a cut of meat with no specific brand name associated.,
Ice Tea Bottle - 250ml,-,unbranded,0.9979,,0.9979,-0.002085,Yes,"The product title lacks any specific brand name, appearing as a generic ice tea bottle description.",
JK Copier A4 Paper,unbranded,branded,0.9999,,0.9999,-8e-05,Yes,JK Copier is a specific brand name for A4 paper sold under the JK Paper brand.,
Tea flask - 250 ML -Outer coorugated Box-Snacc,unbranded,branded,0.8903,,0.8903,-0.116204,Yes,The product is sold under the 'Snacc' brand name.,
Tikona Paratha,unbranded,unbranded,0.977,,0.977,-0.023246,Yes,Tikona Paratha refers to a generic triangular-shaped flatbread with no specific brand name associated with it.,
CHOCOLATE GANACHE (500GM),Base Kitchen,unbranded,0.9997,,0.9997,-0.000315,Yes,"The product title contains no specific brand name, appearing to be a generic chocolate ganache sold by weight.",
Blue Pine Artesian Water - 750 ML - GST @18 %,Unbranded,branded,0.9992,,0.9992,-0.00083,Yes,"Blue Pine is a specific brand name for artesian water, not a generic commodity.",
Green Peas,unbranded,unbranded,0.9965,,0.9965,-0.00349,Yes,Green Peas is a generic commodity vegetable with no specific brand name associated.,
Non Veg Spring Rolls -SNACC,Unbranded,branded,0.9937,,0.9937,-0.00631,Yes,The product is sold under the specific brand name 'SNACC'.,
MUTTON BRAIN 1PCS,Unbranded,unbranded,0.9989,,0.9989,-0.001134,Yes,Mutton brain is a raw commodity meat product with no specific brand name associated with it.,
Mapro Strawberry  Berry Crush-5 Ltr,unbranded,branded,1.0,,1.0,-1.2e-05,Yes,Mapro is a well-known brand that manufactures fruit crushes and syrups.,
ALUMINIUM CONTAINER LID 750ML,UNBRANDED,unbranded,0.9998,,0.9998,-0.000207,Yes,The product is a generic aluminium container lid with no specific brand name mentioned.,
Blueberry Cheesecake Jar,GAW,unbranded,0.9989,,0.9989,-0.001066,Yes,The product title describes a generic dessert item with no specific brand name associated with it.,
Sauce Chilli Green Tops,unbranded,branded,0.9912,,0.9912,-0.008887,Yes,The product name 'Tops' refers to a specific brand that sells chilli sauce under that label.,
SOYA CHAAP STUFFED SF,unbranded,unbranded,0.9841,,0.9841,-0.016034,Yes,Soya Chaap Stuffed SF appears to be a generic/commodity soya chaap product with no specific brand name identified.,
Dry Ice,Unbranded,unbranded,0.9995,,0.9995,-0.000451,Yes,Dry ice is a generic commodity product with no specific brand name associated with it.,
Sugar (Chini),Unbranded,unbranded,0.9993,,0.9993,-0.000667,Yes,Sugar (Chini) is a generic commodity item with no specific brand name associated with it.,
SLEEVES 750 ML BAGASSE CATERSPOINT,CATERSPOINT,branded,0.9836,,0.9836,-0.016539,Yes,CATERSPOINT appears to be a specific brand name for this bagasse sleeve product.,
Gold Bark (Leaf),Unbranded,unbranded,0.9546,,0.9546,-0.046414,Yes,Gold Bark (Leaf) appears to be a generic/commodity natural product with no specific brand name associated with it.,
SANDWICH BOX,Ovenfresh,unbranded,0.9999,,0.9999,-9.9e-05,Yes,The product title 'SANDWICH BOX' is a generic container description with no specific brand name associated with it.,
Amrut fusion single malt whisky 750 ml,Unbranded,branded,0.9999,,0.9999,-7.4e-05,Yes,"Amrut is a well-known Indian whisky brand, and 'Fusion Single Malt Whisky' is a specific product sold under that brand name.",
TL Hitachi UX Makeup 800ml,Unbranded,branded,0.1624,,0.8376,-0.177192,No,TL Hitachi is a specific brand name associated with this makeup product.,
TG-Party Snacks 35G Pouch,Unbranded,branded,0.9732,,0.9732,-0.027124,Yes,TG appears to be a brand name under which this packaged party snack product is sold.,
Monin Peach flavour,unbranded,branded,0.9999,,0.9999,-8.2e-05,Yes,Monin is a well-known international brand that produces flavored syrups and sauces.,
